cust_id,age,gender,city,loyalty_segment,preferred_channel,registration_date
CUST01524,38,Male,Rawalpindi,Bronze,In-Store,2016-06-19
CUST01525,44,Male,Sargodha,Bronze,In-Store,2024-06-17
CUST01526,24,Female,Islamabad,Silver,Online,2019-11-11
CUST01527,18,Male,Gujranwala,Silver,In-Store,2025-03-29
CUST01528,49,Male,Gujranwala,Bronze,Mobile App,2015-01-01
CUST01529,75,Male,Karachi,Gold,In-Store,2024-05-16
CUST01530,43,Male,Karachi,Bronze,Online,2022-07-13
CUST01531,46,Female,Abbottabad,Bronze,In-Store,2025-03-16
CUST01532,26,Female,Islamabad,Gold,In-Store,2019-03-04
CUST01533,57,Female,Peshawar,Silver,In-Store,2016-08-04
CUST01534,33,Male,Karachi,Bronze,In-Store,2017-02-28
CUST01535,53,Female,Sialkot,Gold,In-Store,2023-09-26
CUST01536,45,Male,Islamabad,Bronze,In-Store,2017-07-01
CUST01537,46,Male,Multan,Bronze,In-Store,2016-07-31
CUST01538,45,Female,Karachi,Gold,In-Store,2015-01-28
CUST01539,45,Male,Karachi,Silver,In-Store,2015-01-18
CUST01540,41,Male,Gujranwala,Silver,Mobile App,2024-03-31
CUST01541,50,Female,Faisalabad,Bronze,Mobile App,2019-09-15
CUST01542,28,Male,Sialkot,Bronze,Online,2015-01-19
CUST01543,34,Female,Karachi,Silver,Mobile App,2025-11-25
CUST01544,57,Female,Islamabad,Platinum,In-Store,2018-11-29
CUST01545,40,Male,Hyderabad,Silver,In-Store,2024-03-13
CUST01546,33,Female,Multan,Bronze,In-Store,2021-12-27
CUST01547,51,Male,Peshawar,Platinum,Online,2019-04-01
CUST01548,48,Female,Lahore,Platinum,Online,2023-12-30
CUST01549,21,Male,Faisalabad,Bronze,Online,2018-05-23
CUST01550,47,Female,Quetta,Bronze,In-Store,2025-07-07
CUST01551,39,Female,Lahore,Bronze,In-Store,2015-12-10
CUST01552,47,Male,Lahore,Silver,In-Store,2018-02-01
CUST01553,38,Male,Karachi,Bronze,In-Store,2025-06-07
CUST01554,44,Female,Sargodha,Gold,In-Store,2015-01-05
CUST01555,18,Female,Sukkur,Bronze,Online,2015-10-20
CUST01556,26,Male,Karachi,Silver,Online,2023-02-23
CUST01557,47,Female,Hyderabad,Bronze,In-Store,2018-06-29
CUST01558,72,Male,Faisalabad,Silver,Online,2020-08-03
CUST01559,42,Female,Sargodha,Silver,In-Store,2019-04-05
CUST01560,28,Female,Faisalabad,Platinum,In-Store,2019-08-03
CUST01561,39,Female,Lahore,Bronze,Online,2025-05-18
CUST01562,26,Female,Hyderabad,Gold,Online,2022-10-10
CUST01563,54,Male,Sargodha,Silver,Online,2018-01-28
CUST01564,38,Male,Faisalabad,Gold,In-Store,2025-12-04
CUST01565,51,Male,Rawalpindi,Silver,In-Store,2017-11-13
CUST01566,36,Female,Sialkot,Bronze,Online,2017-06-26
CUST01567,52,Male,Karachi,Bronze,In-Store,2022-11-28
CUST01568,18,Male,Hyderabad,Gold,Mobile App,2021-11-27
CUST01569,38,Male,Hyderabad,Gold,In-Store,2015-08-28
CUST01570,45,Male,Lahore,Silver,In-Store,2021-07-22
CUST01571,34,Female,Karachi,Bronze,Online,2021-04-14
CUST01572,42,Female,Karachi,Bronze,In-Store,2021-10-08
CUST01573,42,Male,Abbottabad,Gold,Online,2017-04-22
CUST01574,51,Male,Sialkot,Silver,In-Store,2020-10-29
CUST01575,46,Male,Islamabad,Silver,Online,2016-01-03
CUST01576,43,Female,Sukkur,Bronze,Mobile App,2025-09-19
CUST01577,49,Female,Sukkur,Silver,Online,2025-09-30
CUST01578,20,Male,Bahawalpur,Gold,Online,2017-10-15
CUST01579,28,Male,Faisalabad,Silver,In-Store,2018-10-24
CUST01580,19,Female,Gujranwala,Bronze,Online,2024-08-07
CUST01581,45,Female,Karachi,Bronze,Online,2019-02-19
CUST01582,43,Female,Karachi,Bronze,Online,2022-04-04
CUST01583,56,Male,Peshawar,Silver,In-Store,2025-06-02
CUST01584,42,Female,Karachi,Bronze,Online,2024-12-23
CUST01585,29,Female,Karachi,Bronze,In-Store,2021-11-19
CUST01586,39,Male,Karachi,Gold,In-Store,2023-10-05
CUST01587,18,Male,Rawalpindi,Platinum,Online,2024-04-12
CUST01588,32,Male,Faisalabad,Gold,Mobile App,2022-04-03
CUST01589,18,Female,Bahawalpur,Silver,In-Store,2018-12-27
CUST01590,42,Male,Rawalpindi,Bronze,In-Store,2015-07-06
CUST01591,34,Male,Faisalabad,Bronze,In-Store,2024-12-13
CUST01592,36,Female,Gujranwala,Bronze,Online,2021-08-27
CUST01593,25,Female,Gujranwala,Bronze,In-Store,2015-12-09
CUST01594,29,Male,Islamabad,Gold,In-Store,2017-06-11
CUST01595,47,Male,Quetta,Gold,In-Store,2015-06-14
CUST01596,19,Male,Sukkur,Silver,Online,2018-09-24
CUST01597,44,Male,Gujranwala,Bronze,In-Store,2017-07-02
CUST01598,27,Male,Islamabad,Silver,In-Store,2019-05-17
CUST01599,18,Female,Sialkot,Silver,In-Store,2025-05-26
CUST01600,53,Female,Quetta,Silver,Online,2024-08-12
CUST01601,55,Female,Lahore,Platinum,In-Store,2024-05-01
CUST01602,30,Male,Peshawar,Bronze,In-Store,2025-04-20
CUST01603,30,Male,Karachi,Bronze,Mobile App,2016-01-09
CUST01604,34,Female,Lahore,Bronze,In-Store,2023-06-28
CUST01605,27,Male,Karachi,Bronze,In-Store,2024-01-26
CUST01606,29,Female,Karachi,Silver,Online,2016-09-01
CUST01607,43,Female,Karachi,Gold,In-Store,2018-12-31
CUST01608,64,Female,Sargodha,Bronze,In-Store,2019-05-06
CUST01609,33,Female,Lahore,Silver,In-Store,2021-06-12
CUST01610,51,Male,Karachi,Bronze,In-Store,2015-01-22
CUST01611,42,Male,Sialkot,Gold,In-Store,2015-10-19
CUST01612,18,Female,Peshawar,Silver,Online,2024-06-05
CUST01613,37,Female,Peshawar,Bronze,In-Store,2019-09-19
CUST01614,36,Female,Sukkur,Bronze,Mobile App,2016-07-08
CUST01615,57,Male,Peshawar,Gold,In-Store,2018-03-02
CUST01616,57,Female,Peshawar,Silver,In-Store,2022-02-17
CUST01617,42,Male,Rawalpindi,Bronze,In-Store,2016-03-07
CUST01618,53,Male,Faisalabad,Bronze,Online,2020-11-04
CUST01619,36,Female,Sialkot,Bronze,In-Store,2023-06-29
CUST01620,52,Male,Islamabad,Silver,In-Store,2017-10-14
CUST01621,39,Male,Karachi,Bronze,In-Store,2018-05-18
CUST01622,52,Female,Rawalpindi,Silver,In-Store,2021-05-19
CUST01623,53,Male,Islamabad,Bronze,Online,2022-10-28
CUST01624,47,Female,Lahore,Gold,In-Store,2018-05-03
CUST01625,28,Male,Quetta,Silver,In-Store,2025-05-07
CUST01626,32,Female,Gujranwala,Gold,Mobile App,2018-06-15
CUST01627,47,Male,Karachi,Silver,In-Store,2020-10-28
CUST01628,49,Female,Rawalpindi,Platinum,In-Store,2016-06-15
CUST01629,40,Male,Islamabad,Platinum,Online,2023-03-28
CUST01630,33,Female,Multan,Silver,Online,2021-01-12
CUST01631,40,Female,Karachi,Silver,In-Store,2022-02-23
CUST01632,34,Male,Sargodha,Bronze,Online,2024-11-13
CUST01633,34,Female,Karachi,Platinum,In-Store,2018-04-18
CUST01634,63,Male,Gujranwala,Gold,In-Store,2018-10-22
CUST01635,31,Male,Lahore,Bronze,Online,2018-05-26
CUST01636,44,Male,Sialkot,Bronze,Online,2021-05-05
CUST01637,39,Female,Lahore,Gold,In-Store,2018-02-18
CUST01638,22,Female,Gujranwala,Bronze,Online,2019-02-20
CUST01639,21,Female,Bahawalpur,Gold,Online,2018-03-26
CUST01640,36,Male,Sargodha,Platinum,In-Store,2018-02-04
CUST01641,18,Male,Hyderabad,Bronze,In-Store,2016-01-17
CUST01642,61,Female,Rawalpindi,Silver,In-Store,2020-05-30
CUST01643,33,Female,Rawalpindi,Gold,In-Store,2023-05-24
CUST01644,32,Male,Sargodha,Silver,In-Store,2017-10-15
CUST01645,53,Male,Sukkur,Bronze,Mobile App,2023-06-03
CUST01646,36,Other,Rawalpindi,Gold,In-Store,2022-08-07
CUST01647,46,Male,Islamabad,Bronze,Online,2015-09-25
CUST01648,30,Male,Karachi,Silver,Online,2025-01-15
CUST01649,38,Male,Islamabad,Platinum,In-Store,2017-06-23
CUST01650,50,Male,Rawalpindi,Gold,Online,2019-08-11
CUST01651,26,Male,Hyderabad,Silver,Online,2016-10-29
CUST01652,44,Male,Islamabad,Bronze,In-Store,2022-06-07
CUST01653,18,Male,Lahore,Bronze,In-Store,2019-07-06
CUST01654,54,Male,Karachi,Bronze,In-Store,2017-09-12
CUST01655,30,Male,Karachi,Silver,Online,2021-01-15
CUST01656,36,Male,Gujranwala,Gold,In-Store,2020-09-06
CUST01657,36,Female,Lahore,Silver,In-Store,2018-01-07
CUST01658,25,Male,Abbottabad,Silver,In-Store,2021-07-13
CUST01659,24,Male,Karachi,Bronze,In-Store,2022-06-20
CUST01660,44,Female,Gujranwala,Silver,In-Store,2024-03-21
CUST01661,45,Female,Karachi,Platinum,Online,2024-08-22
CUST01662,26,Female,Peshawar,Platinum,Mobile App,2022-08-03
CUST01663,45,Male,Sialkot,Gold,In-Store,2023-11-10
CUST01664,45,Female,Lahore,Gold,Online,2018-03-22
CUST01665,33,Female,Faisalabad,Gold,In-Store,2023-07-06
CUST01666,21,Male,Sialkot,Silver,Online,2023-08-01
CUST01667,37,Male,Lahore,Gold,In-Store,2022-03-05
CUST01668,42,Male,Faisalabad,Bronze,Online,2024-04-30
CUST01669,37,Male,Faisalabad,Platinum,Mobile App,2023-03-21
CUST01670,30,Male,Sialkot,Silver,Online,2021-01-13
CUST01671,44,Male,Islamabad,Bronze,In-Store,2021-03-30
CUST01672,54,Female,Peshawar,Bronze,In-Store,2021-04-06
CUST01673,27,Female,Sargodha,Silver,In-Store,2018-10-31
CUST01674,34,Male,Quetta,Silver,Online,2022-06-23
CUST01675,73,Male,Karachi,Silver,Online,2023-11-08
CUST01676,41,Female,Karachi,Silver,Online,2020-02-19
CUST01677,21,Male,Islamabad,Silver,In-Store,2023-06-18
CUST01678,31,Female,Islamabad,Gold,Online,2021-05-01
CUST01679,28,Female,Islamabad,Bronze,In-Store,2022-08-13
CUST01680,42,Female,Rawalpindi,Bronze,In-Store,2022-08-12
CUST01681,42,Male,Sargodha,Bronze,In-Store,2015-05-29
CUST01682,29,Female,Gujranwala,Silver,Online,2017-12-29
CUST01683,62,Male,Karachi,Bronze,In-Store,2022-10-02
CUST01684,39,Male,Rawalpindi,Platinum,Online,2015-12-01
CUST01685,32,Female,Peshawar,Bronze,Online,2017-05-31
CUST01686,22,Male,Lahore,Silver,Online,2018-06-10
CUST01687,26,Male,Karachi,Bronze,Online,2023-12-02
CUST01688,21,Female,Sargodha,Bronze,Mobile App,2019-05-17
CUST01689,35,Male,Gujranwala,Bronze,Mobile App,2024-08-31
CUST01690,26,Male,Sukkur,Silver,In-Store,2024-10-28
CUST01691,48,Female,Sialkot,Bronze,In-Store,2022-04-10
CUST01692,30,Male,Peshawar,Bronze,In-Store,2024-12-23
CUST01693,48,Female,Sialkot,Bronze,In-Store,2015-01-18
CUST01694,44,Female,Faisalabad,Silver,In-Store,2021-10-18
CUST01695,46,Female,Lahore,Silver,Online,2022-02-24
CUST01696,49,Male,Karachi,Gold,Mobile App,2016-01-22
CUST01697,63,Female,Multan,Bronze,Online,2022-04-27
CUST01698,26,Male,Lahore,Bronze,In-Store,2016-07-13
CUST01699,48,Male,Gujranwala,Silver,In-Store,2015-10-28
CUST01700,43,Male,Faisalabad,Silver,Mobile App,2015-01-09
CUST01701,51,Female,Abbottabad,Bronze,Online,2023-04-20
CUST01702,39,Male,Islamabad,Bronze,Mobile App,2019-11-29
CUST01703,53,Female,Rawalpindi,Bronze,In-Store,2018-11-23
CUST01704,21,Female,Lahore,Platinum,In-Store,2022-05-29
CUST01705,24,Male,Lahore,Platinum,In-Store,2016-07-11
CUST01706,30,Female,Rawalpindi,Platinum,Mobile App,2025-05-01
CUST01707,37,Male,Karachi,Bronze,In-Store,2015-03-24
CUST01708,38,Male,Hyderabad,Silver,In-Store,2017-06-21
CUST01709,28,Male,Karachi,Silver,Online,2023-01-11
CUST01710,25,Female,Bahawalpur,Gold,In-Store,2016-07-03
CUST01711,29,Male,Islamabad,Bronze,In-Store,2018-02-10
CUST01712,18,Female,Rawalpindi,Bronze,Mobile App,2017-12-15
CUST01713,34,Male,Sargodha,Bronze,In-Store,2015-06-21
CUST01714,37,Female,Sialkot,Silver,In-Store,2020-12-23
CUST01715,43,Male,Lahore,Platinum,In-Store,2023-05-19
CUST01716,40,Male,Lahore,Bronze,Mobile App,2015-05-30
CUST01717,61,Male,Karachi,Silver,Online,2018-06-14
CUST01718,48,Male,Peshawar,Bronze,Mobile App,2024-02-15
CUST01719,47,Male,Peshawar,Bronze,Online,2022-07-15
CUST01720,42,Female,Sukkur,Silver,Online,2021-10-16
CUST01721,44,Male,Lahore,Bronze,In-Store,2015-05-08
CUST01722,35,Male,Karachi,Gold,In-Store,2023-06-06
CUST01723,39,Male,Lahore,Bronze,In-Store,2021-10-06
CUST01724,62,Female,Sargodha,Bronze,Online,2025-06-25
CUST01725,37,Male,Abbottabad,Gold,Mobile App,2020-03-24
CUST01726,20,Male,Islamabad,Silver,In-Store,2022-12-31
CUST01727,47,Male,Faisalabad,Platinum,In-Store,2020-10-06
CUST01728,49,Female,Hyderabad,Silver,In-Store,2023-11-28
CUST01729,40,Male,Rawalpindi,Bronze,Online,2020-09-28
CUST01730,18,Male,Sargodha,Gold,Mobile App,2022-03-14
CUST01731,54,Female,Hyderabad,Silver,Online,2019-10-07
CUST01732,40,Other,Sialkot,Bronze,Online,2018-01-13
CUST01733,33,Male,Multan,Gold,In-Store,2016-11-27
CUST01734,53,Female,Lahore,Gold,In-Store,2017-04-28
CUST01735,18,Female,Lahore,Platinum,In-Store,2021-06-22
CUST01736,39,Female,Sukkur,Silver,In-Store,2025-10-08
CUST01737,30,Male,Lahore,Gold,Online,2017-12-05
CUST01738,57,Female,Lahore,Gold,Online,2019-07-15
CUST01739,41,Male,Hyderabad,Silver,In-Store,2019-06-18
CUST01740,26,Female,Karachi,Bronze,In-Store,2020-07-28
CUST01741,52,Female,Quetta,Silver,Online,2024-01-08
CUST01742,18,Female,Multan,Bronze,Mobile App,2017-04-05
CUST01743,44,Female,Karachi,Bronze,In-Store,2017-07-21
CUST01744,21,Male,Lahore,Gold,In-Store,2016-04-15
CUST01745,31,Male,Lahore,Bronze,In-Store,2015-10-05
CUST01746,34,Female,Lahore,Gold,In-Store,2019-12-07
CUST01747,49,Male,Lahore,Bronze,In-Store,2016-08-27
CUST01748,66,Female,Hyderabad,Silver,Mobile App,2021-12-24
CUST01749,18,Female,Bahawalpur,Gold,Mobile App,2016-09-28
CUST01750,43,Female,Lahore,Gold,Online,2024-08-09
CUST01751,66,Female,Multan,Bronze,Online,2017-08-29
CUST01752,30,Male,Rawalpindi,Gold,In-Store,2018-08-15
CUST01753,29,Male,Islamabad,Gold,Online,2025-06-30
CUST01754,41,Female,Sargodha,Bronze,Mobile App,2019-06-05
CUST01755,48,Male,Karachi,Bronze,Mobile App,2023-04-27
CUST01756,46,Female,Abbottabad,Bronze,In-Store,2024-07-29
CUST01757,33,Male,Islamabad,Bronze,Online,2020-12-27
CUST01758,27,Female,Multan,Bronze,In-Store,2022-10-17
CUST01759,55,Male,Bahawalpur,Silver,In-Store,2015-12-07
CUST01760,27,Female,Peshawar,Bronze,In-Store,2018-02-12
CUST01761,18,Male,Sialkot,Gold,In-Store,2016-03-31
CUST01762,19,Male,Karachi,Silver,In-Store,2025-01-27
CUST01763,30,Male,Multan,Silver,Mobile App,2024-09-02
CUST01764,57,Male,Islamabad,Gold,In-Store,2015-07-12
CUST01765,22,Other,Rawalpindi,Silver,In-Store,2020-10-25
CUST01766,57,Male,Lahore,Bronze,Online,2022-01-30
CUST01767,54,Male,Multan,Bronze,Online,2020-08-17
CUST01768,40,Male,Faisalabad,Silver,Online,2025-09-11
CUST01769,18,Female,Karachi,Gold,In-Store,2015-03-26
CUST01770,22,Male,Quetta,Silver,In-Store,2015-08-25
CUST01771,29,Female,Lahore,Gold,In-Store,2025-12-10
CUST01772,60,Other,Multan,Gold,Online,2021-01-29
CUST01773,30,Male,Sukkur,Silver,In-Store,2021-06-15
CUST01774,27,Female,Islamabad,Bronze,In-Store,2019-01-20
CUST01775,40,Female,Peshawar,Gold,In-Store,2017-04-12
CUST01776,19,Female,Hyderabad,Silver,In-Store,2019-07-13
CUST01777,37,Female,Multan,Bronze,Online,2021-12-02
CUST01778,27,Female,Abbottabad,Gold,In-Store,2017-08-15
CUST01779,72,Male,Karachi,Bronze,In-Store,2016-03-10
CUST01780,26,Female,Islamabad,Bronze,Mobile App,2024-12-19
CUST01781,63,Female,Quetta,Bronze,In-Store,2022-12-11
CUST01782,23,Male,Faisalabad,Bronze,In-Store,2016-10-01
CUST01783,41,Male,Lahore,Bronze,Online,2016-02-17
CUST01784,44,Male,Islamabad,Silver,Online,2015-11-27
CUST01785,39,Male,Quetta,Bronze,In-Store,2024-09-30
CUST01786,39,Male,Gujranwala,Gold,In-Store,2016-02-06
CUST01787,49,Female,Peshawar,Silver,Mobile App,2015-01-17
CUST01788,43,Female,Sukkur,Silver,Mobile App,2015-06-11
CUST01789,35,Female,Faisalabad,Silver,In-Store,2020-04-15
CUST01790,29,Female,Gujranwala,Bronze,In-Store,2021-04-06
CUST01791,35,Male,Karachi,Bronze,In-Store,2018-04-27
CUST01792,35,Male,Abbottabad,Silver,Mobile App,2017-10-17
CUST01793,35,Male,Sukkur,Bronze,Mobile App,2025-03-03
CUST01794,38,Female,Sukkur,Bronze,In-Store,2024-11-26
CUST01795,19,Female,Sukkur,Silver,Online,2017-05-10
CUST01796,24,Female,Hyderabad,Bronze,In-Store,2023-07-19
CUST01797,48,Male,Karachi,Gold,Online,2021-02-24
CUST01798,18,Female,Bahawalpur,Bronze,In-Store,2021-09-18
CUST01799,53,Male,Lahore,Bronze,In-Store,2024-02-13
CUST01800,30,Male,Sukkur,Silver,In-Store,2017-12-21
CUST01801,59,Female,Faisalabad,Bronze,Mobile App,2025-02-01
CUST01802,53,Female,Lahore,Gold,In-Store,2025-07-30
CUST01803,33,Other,Islamabad,Bronze,In-Store,2022-04-12
CUST01804,35,Female,Lahore,Silver,Online,2016-11-01
CUST01805,58,Female,Quetta,Gold,In-Store,2019-09-02
CUST01806,54,Female,Quetta,Bronze,In-Store,2025-03-30
CUST01807,50,Female,Rawalpindi,Platinum,In-Store,2023-07-24
CUST01808,52,Female,Rawalpindi,Gold,In-Store,2018-08-01
CUST01809,23,Female,Lahore,Bronze,In-Store,2024-11-01
CUST01810,40,Female,Islamabad,Silver,Mobile App,2022-09-30
CUST01811,27,Female,Peshawar,Bronze,Online,2023-12-24
CUST01812,23,Male,Multan,Bronze,Online,2022-09-27
CUST01813,40,Female,Karachi,Bronze,In-Store,2025-08-15
CUST01814,32,Male,Quetta,Bronze,Online,2020-11-21
CUST01815,35,Female,Abbottabad,Gold,In-Store,2015-03-22
CUST01816,31,Female,Gujranwala,Gold,Mobile App,2018-09-02
CUST01817,21,Male,Karachi,Bronze,Online,2021-01-07
CUST01818,60,Female,Gujranwala,Bronze,Online,2017-10-27
CUST01819,40,Female,Karachi,Bronze,In-Store,2020-09-28
CUST01820,19,Male,Karachi,Platinum,In-Store,2019-10-14
CUST01821,40,Female,Lahore,Bronze,In-Store,2016-11-24
CUST01822,57,Male,Faisalabad,Silver,In-Store,2024-12-30
CUST01823,50,Female,Hyderabad,Bronze,In-Store,2020-03-17
CUST01824,31,Female,Gujranwala,Gold,In-Store,2018-06-23
CUST01825,31,Male,Islamabad,Bronze,In-Store,2019-05-28
CUST01826,25,Male,Rawalpindi,Bronze,Online,2021-10-01
CUST01827,28,Male,Lahore,Bronze,In-Store,2017-07-28
CUST01828,29,Female,Sargodha,Platinum,Mobile App,2015-11-22
CUST01829,18,Male,Lahore,Silver,Online,2021-05-04
CUST01830,32,Female,Lahore,Bronze,In-Store,2016-11-24
CUST01831,42,Male,Abbottabad,Bronze,In-Store,2025-12-20
CUST01832,32,Female,Lahore,Silver,In-Store,2015-02-27
CUST01833,40,Female,Lahore,Bronze,In-Store,2024-03-14
CUST01834,59,Female,Abbottabad,Silver,In-Store,2025-01-18
CUST01835,61,Female,Karachi,Bronze,In-Store,2022-01-06
CUST01836,37,Female,Karachi,Bronze,In-Store,2021-10-17
CUST01837,49,Male,Rawalpindi,Gold,In-Store,2024-12-31
CUST01838,35,Male,Lahore,Bronze,In-Store,2023-03-05
CUST01839,31,Male,Sukkur,Bronze,Online,2015-06-04
CUST01840,23,Male,Quetta,Platinum,Online,2022-12-07
CUST01841,39,Male,Faisalabad,Silver,In-Store,2019-12-18
CUST01842,52,Female,Karachi,Gold,In-Store,2015-03-23
CUST01843,21,Female,Lahore,Bronze,Mobile App,2017-06-17
CUST01844,34,Female,Sukkur,Gold,Mobile App,2020-03-02
CUST01845,33,Male,Lahore,Gold,In-Store,2016-02-15
CUST01846,41,Female,Karachi,Bronze,In-Store,2024-11-07
CUST01847,41,Female,Lahore,Silver,In-Store,2018-01-27
CUST01848,44,Male,Sialkot,Bronze,Online,2023-01-25
CUST01849,62,Female,Hyderabad,Gold,Online,2017-09-25
CUST01850,26,Male,Lahore,Silver,In-Store,2022-10-04
CUST01851,25,Male,Lahore,Gold,Online,2024-12-26
CUST01852,41,Male,Hyderabad,Platinum,Online,2021-10-30
CUST01853,56,Male,Lahore,Bronze,In-Store,2025-02-09
CUST01854,18,Male,Islamabad,Bronze,In-Store,2018-03-20
CUST01855,42,Female,Islamabad,Silver,In-Store,2016-12-23
CUST01856,35,Male,Islamabad,Platinum,In-Store,2018-12-27
CUST01857,49,Male,Karachi,Silver,In-Store,2022-09-26
CUST01858,46,Female,Hyderabad,Bronze,In-Store,2015-01-04
CUST01859,38,Female,Lahore,Platinum,Mobile App,2019-05-17
CUST01860,44,Male,Islamabad,Silver,In-Store,2022-06-11
CUST01861,29,Female,Peshawar,Bronze,In-Store,2022-04-29
CUST01862,48,Male,Gujranwala,Silver,Online,2017-11-09
CUST01863,56,Male,Multan,Silver,Mobile App,2017-08-18
CUST01864,39,Female,Islamabad,Platinum,Online,2018-12-26
CUST01865,32,Female,Karachi,Bronze,Online,2018-08-20
CUST01866,36,Female,Faisalabad,Silver,In-Store,2015-12-04
CUST01867,48,Male,Faisalabad,Bronze,In-Store,2018-07-21
CUST01868,37,Female,Islamabad,Silver,Mobile App,2024-08-17
CUST01869,22,Male,Multan,Platinum,Mobile App,2022-02-21
CUST01870,50,Male,Gujranwala,Gold,In-Store,2016-11-27
CUST01871,25,Female,Karachi,Platinum,Online,2025-04-26
CUST01872,43,Female,Gujranwala,Bronze,In-Store,2019-11-24
CUST01873,18,Female,Multan,Silver,In-Store,2018-05-23
CUST01874,39,Male,Islamabad,Silver,Online,2018-12-22
CUST01875,37,Female,Quetta,Bronze,In-Store,2024-03-28
CUST01876,18,Female,Quetta,Silver,In-Store,2017-03-29
CUST01877,42,Female,Sialkot,Bronze,In-Store,2025-06-10
CUST01878,23,Male,Rawalpindi,Bronze,Online,2024-04-29
CUST01879,39,Male,Multan,Bronze,In-Store,2016-06-26
CUST01880,32,Female,Rawalpindi,Silver,In-Store,2017-10-25
CUST01881,18,Female,Islamabad,Bronze,Mobile App,2020-10-16
CUST01882,24,Female,Karachi,Bronze,Mobile App,2018-06-23
CUST01883,25,Male,Bahawalpur,Platinum,Mobile App,2024-03-16
CUST01884,50,Female,Karachi,Silver,Online,2024-02-05
CUST01885,48,Male,Peshawar,Silver,Mobile App,2024-09-12
CUST01886,66,Female,Islamabad,Silver,Mobile App,2019-08-03
CUST01887,31,Male,Gujranwala,Bronze,In-Store,2016-05-12
CUST01888,30,Female,Rawalpindi,Gold,In-Store,2021-03-30
CUST01889,39,Female,Lahore,Gold,Online,2024-10-09
CUST01890,33,Male,Karachi,Silver,In-Store,2023-06-28
CUST01891,30,Female,Islamabad,Bronze,In-Store,2017-11-27
CUST01892,38,Male,Faisalabad,Gold,Mobile App,2018-11-19
CUST01893,47,Male,Multan,Bronze,In-Store,2021-08-19
CUST01894,18,Male,Hyderabad,Silver,In-Store,2019-12-28
CUST01895,30,Female,Islamabad,Bronze,Mobile App,2022-07-10
CUST01896,19,Male,Sialkot,Silver,Online,2018-08-12
CUST01897,36,Male,Lahore,Platinum,Online,2017-12-29
CUST01898,43,Female,Sukkur,Bronze,Mobile App,2015-12-24
CUST01899,52,Male,Karachi,Bronze,Online,2023-04-19
CUST01900,32,Male,Gujranwala,Silver,In-Store,2022-07-03
CUST01901,39,Male,Lahore,Bronze,Online,2025-02-02
CUST01902,18,Male,Peshawar,Platinum,In-Store,2019-01-28
CUST01903,26,Female,Faisalabad,Bronze,Online,2022-07-25
CUST01904,40,Female,Multan,Bronze,In-Store,2015-08-08
CUST01905,20,Female,Abbottabad,Silver,In-Store,2025-03-11
CUST01906,54,Male,Multan,Silver,Online,2025-07-09
CUST01907,44,Female,Lahore,Bronze,In-Store,2019-08-11
CUST01908,26,Male,Rawalpindi,Bronze,Mobile App,2019-12-04
CUST01909,18,Male,Karachi,Bronze,In-Store,2016-12-25
CUST01910,28,Female,Islamabad,Bronze,In-Store,2015-03-09
CUST01911,26,Female,Lahore,Bronze,In-Store,2016-12-25
CUST01912,22,Female,Peshawar,Silver,Online,2018-12-19
CUST01913,19,Male,Bahawalpur,Silver,In-Store,2019-03-31
CUST01914,35,Male,Lahore,Silver,In-Store,2023-02-11
CUST01915,47,Female,Hyderabad,Bronze,Online,2017-04-01
CUST01916,28,Female,Sukkur,Silver,In-Store,2017-12-05
CUST01917,43,Female,Peshawar,Bronze,Mobile App,2025-08-24
CUST01918,33,Male,Quetta,Silver,In-Store,2015-05-03
CUST01919,45,Female,Gujranwala,Bronze,In-Store,2024-07-08
CUST01920,27,Male,Islamabad,Silver,Online,2025-11-15
CUST01921,41,Male,Abbottabad,Silver,Mobile App,2018-05-09
CUST01922,39,Female,Islamabad,Gold,Online,2021-10-27
CUST01923,55,Female,Karachi,Bronze,In-Store,2016-06-22
CUST01924,45,Female,Quetta,Silver,Online,2020-06-19
CUST01925,41,Male,Islamabad,Bronze,In-Store,2015-08-06
CUST01926,18,Male,Karachi,Bronze,In-Store,2023-08-19
CUST01927,31,Female,Lahore,Silver,Online,2023-03-21
CUST01928,27,Female,Islamabad,Gold,In-Store,2018-04-19
CUST01929,27,Female,Lahore,Silver,Online,2019-02-26
CUST01930,38,Female,Karachi,Bronze,Online,2022-01-06
CUST01931,41,Female,Lahore,Silver,Mobile App,2024-12-18
CUST01932,41,Female,Multan,Gold,In-Store,2015-05-18
CUST01933,54,Male,Karachi,Bronze,Online,2016-03-06
CUST01934,44,Male,Gujranwala,Bronze,Online,2018-03-14
CUST01935,22,Female,Hyderabad,Bronze,In-Store,2020-05-09
CUST01936,40,Female,Quetta,Gold,In-Store,2015-06-27
CUST01937,45,Male,Lahore,Bronze,Mobile App,2024-05-23
CUST01938,54,Female,Multan,Bronze,In-Store,2017-05-15
CUST01939,35,Male,Karachi,Silver,In-Store,2020-06-13
CUST01940,36,Female,Sargodha,Gold,In-Store,2024-03-29
CUST01941,52,Female,Karachi,Bronze,Mobile App,2021-02-11
CUST01942,40,Female,Lahore,Gold,Mobile App,2019-02-14
CUST01943,18,Male,Karachi,Silver,Mobile App,2021-11-16
CUST01944,18,Female,Abbottabad,Bronze,Online,2015-12-05
CUST01945,61,Male,Karachi,Platinum,In-Store,2018-10-19
CUST01946,18,Female,Karachi,Gold,Online,2025-10-03
