sku_id,avg_stock,avg_reorder,avg_safety,stockout_count,critical_count,sku_name,category,brand
SKU00126,70.0,71.5,23.5,0,0,PurePlus Dishwashing Family Pack,Home Care,PurePlus
SKU00128,124.0,53.0,25.0,0,0,CrispKing Footwear 2L,Apparel & Footwear,CrispKing
SKU00129,83.0,47.0,17.0,0,0,CleanWave Cooking Oil 1L,Grocery,CleanWave
SKU00130,112.5,61.5,24.5,0,0,PremiumSelect Pulses & Lentils 250ml,Grocery,PremiumSelect
SKU00131,130.5,70.0,28.5,0,0,SparkleClean Eggs 250g,Dairy & Bakery,SparkleClean
SKU00133,121.66666666666667,44.333333333333336,17.333333333333332,0,0,PurePlus Small Appliances Pack of 12,Electronics & Accessories,PurePlus
SKU00136,112.0,57.0,26.0,0,0,ZestyCo Writing Instruments 2kg,Stationery & Office,ZestyCo
SKU00137,156.0,68.0,20.0,0,0,TrueTaste Juices Pack of 6,Beverages,TrueTaste
SKU00140,287.96666666666664,69.26666666666667,22.133333333333333,0,0,ZestyCo Dishwashing Pack of 12,Home Care,ZestyCo
SKU00141,66.5,60.0,20.0,0,0,ZestyCo Footwear 250g,Apparel & Footwear,ZestyCo
SKU00142,89.5,89.0,23.0,0,0,PremiumSelect Yogurt 1kg,Dairy & Bakery,PremiumSelect
SKU00143,79.0,44.0,17.0,0,0,DailyBest Writing Instruments 1L,Stationery & Office,DailyBest
SKU00144,55.0,31.666666666666668,10.666666666666666,0,0,FamilyChoice Eggs 100g,Dairy & Bakery,FamilyChoice
SKU00145,43.0,28.5,10.0,0,0,HealthFirst Ready Meals 250ml,Frozen Foods,HealthFirst
SKU00146,127.0,76.66666666666667,18.666666666666668,0,0,SunriseFoods Ready Meals 250ml,Frozen Foods,SunriseFoods
SKU00149,87.0,40.0,9.0,0,0,HealthFirst Cheese Family Pack,Dairy & Bakery,HealthFirst
SKU00150,262.3448275862069,59.93103448275862,21.862068965517242,0,0,FreshFarm Sugar & Salt Pack of 12,Grocery,FreshFarm
SKU00151,261.0,89.0,22.0,0,0,PurePlus Skin Care Pack of 12,Personal Care,PurePlus
SKU00153,87.0,51.5,16.0,0,0,UrbanBite Pulses & Lentils Medium,Grocery,UrbanBite
SKU00154,46.0,41.0,12.0,0,0,DailyBest Storage & Containers 1kg,Home & Kitchen,DailyBest
SKU00155,258.8965517241379,57.724137931034484,20.96551724137931,0,0,CityFresh Frozen Vegetables 500ml,Frozen Foods,CityFresh
SKU00156,85.5,79.5,18.0,0,0,SunriseFoods Coffee 1L,Beverages,SunriseFoods
SKU00159,200.0,82.5,22.0,0,0,GreenValley Milk 1L,Dairy & Bakery,GreenValley
SKU00160,76.0,46.0,14.0,0,0,PurePlus Bottled Water 1kg,Beverages,PurePlus
SKU00161,52.0,27.0,10.0,0,0,CleanWave OTC Medicine 1kg,Health & Wellness,CleanWave
SKU00162,84.0,57.0,20.0,0,0,NovaFresh Small Appliances Small,Electronics & Accessories,NovaFresh
SKU00163,179.0,60.0,23.0,0,0,PrimeCare Juices 1kg,Beverages,PrimeCare
SKU00166,83.5,45.0,19.5,0,0,EliteHome First Aid Small,Health & Wellness,EliteHome
SKU00167,240.7,52.1,19.266666666666666,0,0,ZestyCo Batteries 500g,Electronics & Accessories,ZestyCo
SKU00168,52.0,93.0,27.0,0,0,EverydayPlus Mobile Accessories 500g,Electronics & Accessories,EverydayPlus
SKU00170,240.43333333333334,55.6,19.166666666666668,0,0,ZestyCo Men's Wear 2L,Apparel & Footwear,ZestyCo
SKU00171,113.0,97.0,47.0,0,0,CityFresh Cheese Small,Dairy & Bakery,CityFresh
SKU00173,212.04347826086956,54.0,18.217391304347824,0,0,SunriseFoods OTC Medicine 500g,Health & Wellness,SunriseFoods
SKU00175,25.0,95.0,22.0,0,0,MetroBrand Office Supplies Large,Stationery & Office,MetroBrand
SKU00178,132.5,60.0,26.0,0,0,PrimeCare Pulses & Lentils Family Pack,Grocery,PrimeCare
SKU00179,79.0,56.333333333333336,14.666666666666666,0,0,NutriPlus Juices 1L,Beverages,NutriPlus
SKU00180,81.0,31.0,10.0,0,0,QuickBite Frozen Meat 500g,Frozen Foods,QuickBite
SKU00181,126.6,76.0,21.6,0,0,ZestyCo Ice Cream Pack of 6,Frozen Foods,ZestyCo
SKU00183,84.0,73.0,36.0,0,0,MetroBrand Butter & Ghee Small,Dairy & Bakery,MetroBrand
SKU00184,96.0,33.0,15.0,0,0,CleanWave Footwear Small,Apparel & Footwear,CleanWave
SKU00185,199.0,87.5,38.0,0,0,FreshFarm Air Fresheners 1L,Home Care,FreshFarm
SKU00186,219.5,49.7,16.2,0,0,TrueTaste Men's Wear 250ml,Apparel & Footwear,TrueTaste
SKU00188,101.0,52.0,15.0,0,0,GreenValley Bread Pack of 6,Dairy & Bakery,GreenValley
SKU00192,103.5,65.0,19.5,0,0,SparkleClean Bread Family Pack,Dairy & Bakery,SparkleClean
SKU00193,79.0,73.0,15.0,0,0,PremiumSelect First Aid 1kg,Health & Wellness,PremiumSelect
SKU00194,20.0,40.0,9.0,0,0,NutriPlus Frozen Meat 500g,Frozen Foods,NutriPlus
SKU00196,148.0,100.0,35.0,0,0,PremiumSelect Butter & Ghee Family Pack,Dairy & Bakery,PremiumSelect
SKU00197,57.0,26.333333333333332,12.666666666666666,0,0,NatureBlend Writing Instruments Pack of 6,Stationery & Office,NatureBlend
SKU00199,62.0,39.0,12.0,0,0,TrueTaste Biscuits & Cookies 250ml,Snacks & Confectionery,TrueTaste
SKU00201,125.33333333333333,60.0,24.333333333333332,0,0,FamilyChoice Frozen Vegetables 100g,Frozen Foods,FamilyChoice
SKU00202,78.5,43.5,15.75,0,0,PurePlus Flour & Atta 1L,Grocery,PurePlus
SKU00203,46.5,40.5,12.5,0,0,GoldenHarvest Milk 2kg,Dairy & Bakery,GoldenHarvest
SKU00204,20.0,31.0,15.0,0,0,HomeStyle Surface Cleaners 1kg,Home Care,HomeStyle
SKU00205,45.0,59.0,13.0,0,0,NutriPlus Office Supplies 2L,Stationery & Office,NutriPlus
SKU00206,185.0,63.0,29.0,0,0,NovaFresh Office Supplies Family Pack,Stationery & Office,NovaFresh
SKU00209,89.0,96.0,23.0,0,0,CityFresh Soft Drinks 1L,Beverages,CityFresh
SKU00210,84.5,74.5,26.0,0,0,MetroBrand Batteries Family Pack,Electronics & Accessories,MetroBrand
SKU00212,61.0,46.0,15.0,0,0,QuickBite Home Decor Family Pack,Home & Kitchen,QuickBite
SKU00213,50.0,33.5,12.5,0,0,ValueChoice Chocolates Pack of 6,Snacks & Confectionery,ValueChoice
SKU00216,124.66666666666667,68.0,23.666666666666668,0,0,NovaFresh Frozen Vegetables 500ml,Frozen Foods,NovaFresh
SKU00219,131.0,46.0,14.5,0,0,CleanWave Flour & Atta Small,Grocery,CleanWave
SKU00220,104.33333333333333,52.333333333333336,15.333333333333334,0,0,PurePlus Women's Wear 100g,Apparel & Footwear,PurePlus
SKU00222,25.0,35.0,16.0,0,0,PremiumSelect OTC Medicine Medium,Health & Wellness,PremiumSelect
SKU00223,95.33333333333333,43.0,14.0,0,0,ZestyCo Hair Care Small,Personal Care,ZestyCo
SKU00224,184.66666666666666,88.66666666666667,39.666666666666664,0,0,NovaFresh Hair Care 1L,Personal Care,NovaFresh
SKU00225,76.25,59.75,22.0,0,0,SparkleClean Home Decor 250ml,Home & Kitchen,SparkleClean
SKU00226,91.25,68.75,22.75,0,0,MetroBrand Coffee Pack of 12,Beverages,MetroBrand
SKU00227,124.66666666666667,79.0,24.0,0,0,EverydayPlus Mobile Accessories Pack of 6,Electronics & Accessories,EverydayPlus
SKU00228,165.0,60.0,20.666666666666668,0,0,FamilyChoice Mobile Accessories 250ml,Electronics & Accessories,FamilyChoice
SKU00229,51.0,21.0,5.0,0,0,ZestyCo Oral Care 500ml,Personal Care,ZestyCo
SKU00230,54.333333333333336,42.666666666666664,13.0,0,0,EliteHome Bread 250ml,Dairy & Bakery,EliteHome
SKU00232,130.0,79.5,28.5,0,0,NutriPlus Office Supplies 100g,Stationery & Office,NutriPlus
SKU00234,35.0,30.5,10.5,0,0,PureLife Biscuits & Cookies 500ml,Snacks & Confectionery,PureLife
SKU00235,80.5,62.0,23.0,0,0,TrueTaste Rice & Grains 1L,Grocery,TrueTaste
SKU00236,113.0,57.5,17.0,0,0,GreenValley Energy Drinks 500ml,Beverages,GreenValley
SKU00237,292.93333333333334,63.5,22.133333333333333,0,0,UrbanBite Pulses & Lentils Family Pack,Grocery,UrbanBite
SKU00238,48.0,49.5,22.0,0,0,PureLife Footwear 1kg,Apparel & Footwear,PureLife
SKU00239,105.0,44.0,12.6,0,0,GreenValley Storage & Containers 250ml,Home & Kitchen,GreenValley
SKU00240,271.9,63.0,21.233333333333334,0,0,FamilyChoice Energy Drinks 1kg,Beverages,FamilyChoice
SKU00241,141.0,67.0,16.0,0,0,GreenValley Mobile Accessories 2kg,Electronics & Accessories,GreenValley
SKU00242,80.42857142857143,66.57142857142857,21.428571428571427,0,0,CityFresh Chips & Crisps 2L,Snacks & Confectionery,CityFresh
SKU00243,53.0,28.0,8.0,0,0,PureLife Men's Grooming 2kg,Personal Care,PureLife
SKU00244,76.5,61.0,23.5,0,0,EverydayPlus OTC Medicine 2kg,Health & Wellness,EverydayPlus
SKU00247,120.5,67.75,23.0,0,0,TrueTaste Sugar & Salt 1kg,Grocery,TrueTaste
SKU00248,136.33333333333334,54.0,17.666666666666668,0,0,TrueTaste Biscuits & Cookies 250g,Snacks & Confectionery,TrueTaste
SKU00249,116.0,63.666666666666664,22.333333333333332,0,0,CrispKing Yogurt 1kg,Dairy & Bakery,CrispKing
SKU00251,292.13793103448273,62.206896551724135,19.79310344827586,0,0,CityFresh Office Supplies Family Pack,Stationery & Office,CityFresh
SKU00256,114.0,70.0,18.0,0,0,HomeStyle Frozen Meat 2L,Frozen Foods,HomeStyle
SKU00259,180.66666666666666,73.33333333333333,19.0,0,0,SoftTouch Writing Instruments 100g,Stationery & Office,SoftTouch
SKU00260,43.5,42.5,15.5,0,0,HomeStyle Spices & Seasoning 500ml,Grocery,HomeStyle
SKU00262,264.0,59.5,20.4,0,0,NovaFresh Chocolates 1L,Snacks & Confectionery,NovaFresh
SKU00265,117.33333333333333,50.0,18.0,0,0,CleanWave Pulses & Lentils Pack of 6,Grocery,CleanWave
SKU00266,36.75,49.0,21.0,0,0,SmartBuy Mobile Accessories 500ml,Electronics & Accessories,SmartBuy
SKU00268,101.0,68.0,18.0,0,0,DailyBest Juices 250ml,Beverages,DailyBest
SKU00269,158.0,72.0,21.0,0,0,TrueTaste Bread 250ml,Dairy & Bakery,TrueTaste
SKU00270,178.0,60.0,13.0,0,0,DailyBest Ice Cream Pack of 6,Frozen Foods,DailyBest
SKU00274,39.5,21.0,7.0,0,0,GoldenHarvest Frozen Vegetables Small,Frozen Foods,GoldenHarvest
SKU00276,53.75,55.25,17.75,0,0,NatureBlend Biscuits & Cookies 500ml,Snacks & Confectionery,NatureBlend
SKU00278,42.5,26.0,8.0,0,0,SmartBuy Men's Wear 1kg,Apparel & Footwear,SmartBuy
SKU00279,76.0,59.0,13.0,0,0,ZestyCo Rice & Grains 1kg,Grocery,ZestyCo
SKU00280,83.0,44.333333333333336,13.666666666666666,0,0,PrimeCare Small Appliances 2kg,Electronics & Accessories,PrimeCare
SKU00283,130.25,76.75,27.25,0,0,GoldenHarvest Women's Wear 100g,Apparel & Footwear,GoldenHarvest
SKU00287,95.5,34.0,15.5,0,0,CleanWave Frozen Meat Small,Frozen Foods,CleanWave
SKU00288,189.5,76.0,22.0,0,0,FreshFarm Notebooks Small,Stationery & Office,FreshFarm
SKU00292,131.5,68.0,18.5,0,0,GreenValley Bread 500g,Dairy & Bakery,GreenValley
SKU00294,50.6,40.6,16.8,0,0,ValueChoice Pest Control Medium,Home Care,ValueChoice
SKU00296,243.5,87.0,36.0,0,0,DailyBest First Aid 100g,Health & Wellness,DailyBest
SKU00299,57.5,28.5,10.5,0,0,PrimeCare Frozen Meat Small,Frozen Foods,PrimeCare
SKU00301,116.5,56.5,15.0,0,0,HealthFirst Notebooks Family Pack,Stationery & Office,HealthFirst
SKU00303,57.5,26.5,10.0,0,0,NatureBlend Pest Control Large,Home Care,NatureBlend
SKU00304,31.0,21.0,5.0,0,0,UrbanBite Spices & Seasoning 250g,Grocery,UrbanBite
SKU00305,270.375,62.458333333333336,19.416666666666668,0,0,PurePlus Vitamins & Supplements 250ml,Health & Wellness,PurePlus
SKU00306,67.0,72.33333333333333,21.333333333333332,0,0,NovaFresh Frozen Vegetables 1kg,Frozen Foods,NovaFresh
SKU00307,131.0,65.5,24.0,0,0,CleanWave Soft Drinks Large,Beverages,CleanWave
SKU00309,109.5,62.0,20.0,0,0,DailyBest Storage & Containers 250ml,Home & Kitchen,DailyBest
SKU00310,111.5,62.5,18.0,0,0,GoldenHarvest Energy Drinks 500g,Beverages,GoldenHarvest
SKU00311,87.0,53.0,12.0,0,0,CityFresh Small Appliances Small,Electronics & Accessories,CityFresh
SKU00312,128.5,91.5,36.5,0,0,BasicNeeds Soft Drinks Pack of 6,Beverages,BasicNeeds
SKU00313,87.5,71.0,25.5,0,0,NovaFresh Small Appliances Medium,Electronics & Accessories,NovaFresh
SKU00315,149.5,59.5,25.0,0,0,CrispKing Pulses & Lentils 500g,Grocery,CrispKing
SKU00316,92.0,68.33333333333333,21.666666666666668,0,0,PrimeCare Writing Instruments 250ml,Stationery & Office,PrimeCare
SKU00317,221.4,50.5,18.466666666666665,0,0,ZestyCo Soft Drinks Pack of 6,Beverages,ZestyCo
SKU00318,83.25,47.0,17.0,0,0,PrimeCare First Aid 1kg,Health & Wellness,PrimeCare
SKU00319,116.6,66.0,20.6,0,0,TrueTaste Chocolates 250g,Snacks & Confectionery,TrueTaste
SKU00320,53.0,98.0,48.0,0,0,SparkleClean Notebooks Medium,Stationery & Office,SparkleClean
SKU00321,110.0,54.0,18.0,0,0,EliteHome Batteries 1L,Electronics & Accessories,EliteHome
SKU00322,95.0,73.0,26.0,0,0,NutriPlus Women's Wear 250ml,Apparel & Footwear,NutriPlus
SKU00323,128.0,96.5,28.0,0,0,SparkleClean Air Fresheners 2L,Home Care,SparkleClean
SKU00324,139.66666666666666,70.66666666666667,27.0,0,0,HomeStyle Laundry Small,Home Care,HomeStyle
SKU00325,46.0,34.5,13.5,0,0,SoftTouch Vitamins & Supplements 100g,Health & Wellness,SoftTouch
SKU00326,162.0,75.0,23.0,0,0,GreenValley Kids Wear 500ml,Apparel & Footwear,GreenValley
SKU00327,96.25,50.5,17.0,0,0,SparkleClean Cookware 1kg,Home & Kitchen,SparkleClean
SKU00330,306.3333333333333,65.53333333333333,22.733333333333334,0,0,ValueChoice Tea 500ml,Beverages,ValueChoice
SKU00331,245.0,53.266666666666666,17.9,0,0,FreshFarm Yogurt 2L,Dairy & Bakery,FreshFarm
SKU00333,114.8,65.8,21.8,0,0,CityFresh Cheese Small,Dairy & Bakery,CityFresh
SKU00334,72.33333333333333,51.666666666666664,15.0,0,0,FreshFarm Footwear 500ml,Apparel & Footwear,FreshFarm
SKU00335,143.5,91.5,28.5,0,0,GreenValley Surface Cleaners 2L,Home Care,GreenValley
SKU00336,159.0,69.5,33.0,0,0,ZestyCo Chips & Crisps Medium,Snacks & Confectionery,ZestyCo
SKU00337,88.33333333333333,59.333333333333336,18.0,0,0,SmartBuy Hair Care Pack of 6,Personal Care,SmartBuy
SKU00339,103.66666666666667,58.666666666666664,25.333333333333332,0,0,CityFresh Footwear 1kg,Apparel & Footwear,CityFresh
SKU00340,55.666666666666664,39.333333333333336,14.333333333333334,0,0,EverydayPlus First Aid Small,Health & Wellness,EverydayPlus
SKU00342,228.8,52.2,18.233333333333334,0,0,QuickBite Home Decor 2L,Home & Kitchen,QuickBite
SKU00343,150.0,69.0,21.5,0,0,PurePlus Men's Wear 100g,Apparel & Footwear,PurePlus
SKU00344,145.0,57.333333333333336,19.0,0,0,MetroBrand Vitamins & Supplements 2L,Health & Wellness,MetroBrand
SKU00346,37.0,76.5,23.5,0,0,CrispKing Skin Care Pack of 6,Personal Care,CrispKing
SKU00347,58.5,59.0,19.25,0,0,ValueChoice Coffee 100g,Beverages,ValueChoice
SKU00348,79.0,85.0,31.0,0,0,GreenValley Oral Care 2kg,Personal Care,GreenValley
SKU00350,270.2083333333333,57.208333333333336,20.25,0,0,BasicNeeds Laundry Medium,Home Care,BasicNeeds
SKU00354,277.0,62.166666666666664,21.833333333333332,0,0,PurePlus Home Decor 2kg,Home & Kitchen,PurePlus
SKU00355,263.8965517241379,58.55172413793103,19.689655172413794,0,0,SoftTouch Bread 500g,Dairy & Bakery,SoftTouch
SKU00356,221.0,78.0,26.0,0,0,GoldenHarvest Pest Control Large,Home Care,GoldenHarvest
SKU00357,99.66666666666667,59.333333333333336,20.666666666666668,0,0,PurePlus Frozen Vegetables 2L,Frozen Foods,PurePlus
SKU00358,115.0,41.0,11.0,0,0,BasicNeeds Chips & Crisps Medium,Snacks & Confectionery,BasicNeeds
SKU00364,113.0,53.666666666666664,16.666666666666668,0,0,NutriPlus Footwear 250g,Apparel & Footwear,NutriPlus
SKU00365,77.5,58.5,15.5,0,0,CleanWave Writing Instruments 1L,Stationery & Office,CleanWave
SKU00366,23.5,38.0,11.0,0,0,PrimeCare Coffee 100g,Beverages,PrimeCare
SKU00367,154.8,69.6,30.6,0,0,BasicNeeds Storage & Containers 2kg,Home & Kitchen,BasicNeeds
SKU00368,93.0,85.0,30.0,0,0,PrimeCare Spices & Seasoning 250ml,Grocery,PrimeCare
SKU00371,296.65384615384613,60.57692307692308,21.26923076923077,0,0,CityFresh Oral Care Medium,Personal Care,CityFresh
SKU00372,57.0,68.0,22.0,0,0,QuickBite Tea 250ml,Beverages,QuickBite
SKU00373,133.0,66.0,28.0,0,0,ZestyCo Namkeen Small,Snacks & Confectionery,ZestyCo
SKU00374,34.5,59.0,14.0,0,0,EliteHome Footwear Family Pack,Apparel & Footwear,EliteHome
SKU00377,139.25,62.5,19.5,0,0,FamilyChoice Writing Instruments Pack of 12,Stationery & Office,FamilyChoice
SKU00378,31.333333333333332,58.666666666666664,15.666666666666666,0,0,FamilyChoice Juices 2kg,Beverages,FamilyChoice
SKU00379,75.0,43.0,10.0,0,0,PremiumSelect Cookware 1L,Home & Kitchen,PremiumSelect
SKU00380,111.0,79.0,27.5,0,0,SoftTouch Notebooks Pack of 6,Stationery & Office,SoftTouch
SKU00383,181.0,83.0,39.0,0,0,SparkleClean Tea Medium,Beverages,SparkleClean
SKU00384,186.0,68.0,25.0,0,0,ZestyCo Butter & Ghee Pack of 12,Dairy & Bakery,ZestyCo
SKU00385,271.62068965517244,59.6551724137931,21.103448275862068,0,0,FamilyChoice Frozen Vegetables 250g,Frozen Foods,FamilyChoice
SKU00387,89.0,43.0,9.0,0,0,GreenValley Laundry 1kg,Home Care,GreenValley
SKU00388,14.0,40.0,11.0,0,0,SmartBuy Energy Drinks Family Pack,Beverages,SmartBuy
SKU00389,286.11538461538464,65.26923076923077,22.807692307692307,0,0,UrbanBite Ready Meals Family Pack,Frozen Foods,UrbanBite
SKU00390,73.0,36.0,8.0,0,0,SunriseFoods Sugar & Salt Pack of 12,Grocery,SunriseFoods
SKU00391,179.33333333333334,83.33333333333333,23.666666666666668,0,0,SunriseFoods Mobile Accessories 500ml,Electronics & Accessories,SunriseFoods
SKU00393,113.33333333333333,62.666666666666664,25.666666666666668,0,0,QuickBite Biscuits & Cookies 1kg,Snacks & Confectionery,QuickBite
SKU00394,70.0,51.0,15.0,0,0,FamilyChoice Namkeen 250g,Snacks & Confectionery,FamilyChoice
SKU00395,72.0,64.0,20.5,0,0,EliteHome Men's Wear Small,Apparel & Footwear,EliteHome
SKU00396,111.0,45.0,16.0,0,0,BasicNeeds Sugar & Salt 250g,Grocery,BasicNeeds
SKU00398,179.0,92.0,37.0,0,0,PremiumSelect Vitamins & Supplements Family Pack,Health & Wellness,PremiumSelect
SKU00400,150.0,72.0,27.0,0,0,SoftTouch Small Appliances Pack of 12,Electronics & Accessories,SoftTouch
SKU00401,268.53333333333336,61.06666666666667,20.266666666666666,0,0,CityFresh Kids Wear Large,Apparel & Footwear,CityFresh
SKU00402,251.17857142857142,59.857142857142854,20.285714285714285,0,0,TrueTaste Hair Care 500ml,Personal Care,TrueTaste
SKU00403,92.75,64.75,24.0,0,0,SmartBuy Kids Wear 500ml,Apparel & Footwear,SmartBuy
SKU00404,131.0,92.0,45.0,0,0,EliteHome Bread 1kg,Dairy & Bakery,EliteHome
SKU00409,55.333333333333336,43.0,16.0,0,0,EliteHome Kids Wear 1L,Apparel & Footwear,EliteHome
SKU00413,84.0,73.0,31.0,0,0,ZestyCo Air Fresheners 1kg,Home Care,ZestyCo
SKU00414,81.0,53.0,12.0,0,0,ZestyCo Chips & Crisps 2kg,Snacks & Confectionery,ZestyCo
SKU00415,113.5,72.5,21.0,0,0,CityFresh Cookware 500ml,Home & Kitchen,CityFresh
SKU00417,122.0,85.0,17.0,0,0,HomeStyle Biscuits & Cookies Large,Snacks & Confectionery,HomeStyle
SKU00418,136.33333333333334,59.333333333333336,20.333333333333332,0,0,SoftTouch Biscuits & Cookies 1kg,Snacks & Confectionery,SoftTouch
SKU00419,261.6666666666667,62.958333333333336,23.041666666666668,0,0,NatureBlend Vitamins & Supplements 1kg,Health & Wellness,NatureBlend
SKU00421,275.93333333333334,62.86666666666667,22.366666666666667,0,0,HealthFirst Office Supplies Medium,Stationery & Office,HealthFirst
SKU00423,57.666666666666664,59.666666666666664,15.333333333333334,0,0,HomeStyle Cheese 500ml,Dairy & Bakery,HomeStyle
SKU00424,46.5,58.5,19.5,0,0,HealthFirst Spices & Seasoning Pack of 12,Grocery,HealthFirst
SKU00428,73.4,42.0,16.4,0,0,ZestyCo Ready Meals 2L,Frozen Foods,ZestyCo
SKU00429,84.0,52.0,11.0,0,0,MetroBrand Storage & Containers Family Pack,Home & Kitchen,MetroBrand
SKU00432,212.5,88.0,28.5,0,0,ZestyCo Home Decor Pack of 12,Home & Kitchen,ZestyCo
SKU00434,114.0,54.0,16.0,0,0,EverydayPlus Rice & Grains 1L,Grocery,EverydayPlus
SKU00437,232.43333333333334,54.766666666666666,17.933333333333334,0,0,SoftTouch Mobile Accessories Medium,Electronics & Accessories,SoftTouch
SKU00438,149.0,72.0,34.333333333333336,0,0,PureLife Energy Drinks 500ml,Beverages,PureLife
SKU00439,78.66666666666667,45.0,13.333333333333334,0,0,NatureBlend Home Decor Medium,Home & Kitchen,NatureBlend
SKU00440,50.0,56.5,18.5,0,0,TrueTaste Home Decor Pack of 6,Home & Kitchen,TrueTaste
SKU00441,191.0,77.0,37.0,0,0,CityFresh Men's Wear 500g,Apparel & Footwear,CityFresh
SKU00442,184.0,77.0,17.5,0,0,EliteHome Storage & Containers Small,Home & Kitchen,EliteHome
SKU00443,108.66666666666667,52.333333333333336,19.0,0,0,FreshFarm Chocolates 100g,Snacks & Confectionery,FreshFarm
SKU00446,91.33333333333333,59.333333333333336,15.666666666666666,0,0,GoldenHarvest Women's Wear Large,Apparel & Footwear,GoldenHarvest
SKU00448,128.5,47.0,16.5,0,0,GoldenHarvest Kids Wear 250ml,Apparel & Footwear,GoldenHarvest
SKU00449,272.65384615384613,58.80769230769231,22.692307692307693,0,0,PremiumSelect OTC Medicine 250g,Health & Wellness,PremiumSelect
SKU00451,104.0,41.5,19.5,0,0,TrueTaste First Aid Family Pack,Health & Wellness,TrueTaste
SKU00452,90.66666666666667,51.666666666666664,19.0,0,0,ValueChoice Footwear 500g,Apparel & Footwear,ValueChoice
SKU00454,131.75,57.75,19.0,0,0,NutriPlus Bottled Water Medium,Beverages,NutriPlus
SKU00455,60.0,36.0,17.0,0,0,TrueTaste Kids Wear Large,Apparel & Footwear,TrueTaste
SKU00458,46.666666666666664,54.0,22.666666666666668,0,0,CleanWave Ice Cream 1L,Frozen Foods,CleanWave
SKU00460,125.0,100.0,20.0,0,0,NovaFresh Cookware 1kg,Home & Kitchen,NovaFresh
SKU00461,113.33333333333333,52.0,15.333333333333334,0,0,CleanWave Cookware Small,Home & Kitchen,CleanWave
SKU00462,245.77777777777777,52.03703703703704,17.555555555555557,0,0,NutriPlus Dishwashing Pack of 12,Home Care,NutriPlus
SKU00463,53.0,33.0,12.0,0,0,PurePlus Kids Wear 1L,Apparel & Footwear,PurePlus
SKU00464,95.0,35.0,10.0,0,0,CityFresh Hair Care Small,Personal Care,CityFresh
SKU00465,41.0,22.0,7.0,0,0,EliteHome Batteries Pack of 12,Electronics & Accessories,EliteHome
SKU00466,250.37037037037038,54.333333333333336,19.962962962962962,0,0,FreshFarm OTC Medicine 250ml,Health & Wellness,FreshFarm
SKU00467,63.0,28.0,12.0,0,0,NatureBlend Namkeen 2kg,Snacks & Confectionery,NatureBlend
SKU00469,111.5,73.5,33.0,0,0,NatureBlend Sugar & Salt Family Pack,Grocery,NatureBlend
SKU00472,36.0,38.0,15.5,0,0,PrimeCare Laundry 250g,Home Care,PrimeCare
SKU00473,73.0,35.0,16.0,0,0,CityFresh Juices Medium,Beverages,CityFresh
SKU00475,48.0,23.0,8.0,0,0,CityFresh Vitamins & Supplements Pack of 12,Health & Wellness,CityFresh
SKU00476,214.0,75.5,30.5,0,0,CleanWave Namkeen Pack of 12,Snacks & Confectionery,CleanWave
SKU00477,108.5,40.5,12.5,0,0,FreshFarm Oral Care Pack of 6,Personal Care,FreshFarm
SKU00479,57.0,22.0,5.0,0,0,PureLife Frozen Meat Medium,Frozen Foods,PureLife
SKU00480,47.0,42.0,13.0,0,0,CleanWave Skin Care 2L,Personal Care,CleanWave
SKU00482,14.0,22.0,5.0,0,0,SoftTouch Bread 2kg,Dairy & Bakery,SoftTouch
SKU00485,174.0,69.0,21.0,0,0,DailyBest Namkeen 250ml,Snacks & Confectionery,DailyBest
SKU00486,106.0,40.0,11.5,0,0,SmartBuy Batteries Pack of 6,Electronics & Accessories,SmartBuy
SKU00487,66.33333333333333,52.0,16.333333333333332,0,0,PurePlus Biscuits & Cookies 250ml,Snacks & Confectionery,PurePlus
SKU00489,41.0,32.0,10.0,0,0,TrueTaste Men's Wear Pack of 12,Apparel & Footwear,TrueTaste
SKU00490,123.0,76.33333333333333,27.0,0,0,ZestyCo Office Supplies 500ml,Stationery & Office,ZestyCo
SKU00491,131.0,89.66666666666667,19.333333333333332,0,0,SunriseFoods Small Appliances Pack of 12,Electronics & Accessories,SunriseFoods
SKU00493,144.8,66.8,25.0,0,0,HealthFirst Home Decor Pack of 6,Home & Kitchen,HealthFirst
SKU00494,58.666666666666664,66.33333333333333,22.333333333333332,0,0,QuickBite Air Fresheners 2L,Home Care,QuickBite
SKU00495,59.0,24.0,7.0,0,0,PremiumSelect Kids Wear Large,Apparel & Footwear,PremiumSelect
SKU00496,46.5,35.5,10.5,0,0,PremiumSelect Milk 2kg,Dairy & Bakery,PremiumSelect
SKU00497,239.0,94.0,25.0,0,0,CleanWave Pest Control 500ml,Home Care,CleanWave
SKU00498,294.0344827586207,62.275862068965516,20.310344827586206,0,0,PurePlus Ready Meals 1kg,Frozen Foods,PurePlus
SKU00499,138.5,53.0,16.0,0,0,CleanWave Office Supplies 2L,Stationery & Office,CleanWave
SKU00501,273.4230769230769,60.19230769230769,22.0,0,0,MetroBrand Pest Control Pack of 6,Home Care,MetroBrand
SKU00502,293.1333333333333,68.76666666666667,24.1,0,0,UrbanBite OTC Medicine 1kg,Health & Wellness,UrbanBite
SKU00503,40.0,36.0,11.0,0,0,SmartBuy Chips & Crisps Large,Snacks & Confectionery,SmartBuy
SKU00504,134.66666666666666,87.66666666666667,33.333333333333336,0,0,NutriPlus Women's Wear Small,Apparel & Footwear,NutriPlus
