sku_id,store_id,inventory_status,replenishment_priority,stock_on_hand,forecast_total_demand,recommended_order_quantity,stockout_risk_flag,overstock_risk_flag,estimated_replenishment_cost
SKU04493,ST07,STOCKOUT,URGENT,0.0,8.009333333333332,9,1,0,298.53000000000003
SKU04793,ST07,STOCKOUT,URGENT,0.0,7.961366666666668,8,1,0,3603.52
SKU00096,ST08,STOCKOUT,URGENT,0.0,8.028333333333334,9,1,0,1198.08
SKU00286,ST08,STOCKOUT,URGENT,0.0,4.0052666666666665,5,1,0,256.45
SKU00326,ST08,STOCKOUT,URGENT,0.0,2.998,3,1,0,2415.45
SKU00422,ST08,STOCKOUT,URGENT,0.0,4.959066666666668,5,1,0,935.1
SKU00520,ST08,STOCKOUT,URGENT,0.0,29.8679619047619,30,1,0,914.4
SKU00668,ST08,STOCKOUT,URGENT,0.0,48.32391428571427,49,1,0,8217.3
SKU00843,ST08,STOCKOUT,URGENT,0.0,12.056266666666666,13,1,0,1122.16
SKU01091,ST08,STOCKOUT,URGENT,0.0,11.157085714285714,12,1,0,5349.6
SKU01233,ST08,STOCKOUT,URGENT,0.0,5.089666666666668,6,1,0,2015.34
SKU01298,ST08,STOCKOUT,URGENT,0.0,13.909,14,1,0,1591.66
SKU01580,ST08,STOCKOUT,URGENT,0.0,2.055428571428572,3,1,0,226.74
SKU01607,ST08,STOCKOUT,URGENT,0.0,7.9876,8,1,0,1667.04
SKU01791,ST08,STOCKOUT,URGENT,0.0,28.44191904761904,29,1,0,2069.73
SKU01930,ST08,STOCKOUT,URGENT,0.0,5.15,6,1,0,218.22
SKU01937,ST08,STOCKOUT,URGENT,0.0,9.11239523809524,10,1,0,12866.2
SKU02099,ST08,STOCKOUT,URGENT,0.0,9.229066666666668,10,1,0,1037.0
SKU02148,ST08,STOCKOUT,URGENT,0.0,8.085685714285715,9,1,0,1609.02
SKU02207,ST08,STOCKOUT,URGENT,0.0,19.7062,20,1,0,3819.4
SKU02306,ST08,STOCKOUT,URGENT,0.0,15.966,16,1,0,2447.52
SKU02563,ST08,STOCKOUT,URGENT,0.0,10.973999999999998,11,1,0,1207.69
SKU02729,ST08,STOCKOUT,URGENT,0.0,8.291766666666666,9,1,0,5356.17
SKU02737,ST08,STOCKOUT,URGENT,0.0,7.042933333333332,8,1,0,1722.4
SKU02916,ST08,STOCKOUT,URGENT,0.0,21.84324285714285,22,1,0,13425.5
SKU03270,ST08,STOCKOUT,URGENT,0.0,30.19256825396825,31,1,0,3121.39
SKU03343,ST08,STOCKOUT,URGENT,0.0,9.008666666666668,10,1,0,1644.6
SKU03472,ST08,STOCKOUT,URGENT,0.0,10.063333333333333,11,1,0,1324.84
SKU03598,ST08,STOCKOUT,URGENT,0.0,4.001666666666667,5,1,0,257.35
SKU03739,ST08,STOCKOUT,URGENT,0.0,9.169390476190475,10,1,0,995.4
SKU03867,ST08,STOCKOUT,URGENT,0.0,11.22369523809524,12,1,0,511.8
SKU03981,ST08,STOCKOUT,URGENT,0.0,6.295228571428571,7,1,0,1589.77
SKU04035,ST08,STOCKOUT,URGENT,0.0,11.086961904761903,12,1,0,1091.16
SKU04198,ST08,STOCKOUT,URGENT,0.0,38.203209523809534,39,1,0,3648.84
SKU04503,ST08,STOCKOUT,URGENT,0.0,6.869333333333333,7,1,0,771.61
SKU04536,ST08,STOCKOUT,URGENT,0.0,22.44405238095238,23,1,0,25939.86
SKU04656,ST08,STOCKOUT,URGENT,0.0,13.054904761904764,14,1,0,12251.12
SKU04705,ST08,STOCKOUT,URGENT,0.0,5.012266666666666,6,1,0,568.14
SKU04822,ST08,STOCKOUT,URGENT,0.0,14.960066666666666,15,1,0,4655.400000000001
SKU00116,ST09,STOCKOUT,URGENT,0.0,2.9908,3,1,0,661.86
SKU00641,ST09,STOCKOUT,URGENT,0.0,25.31058095238096,26,1,0,2699.06
SKU00643,ST09,STOCKOUT,URGENT,0.0,13.223261904761904,14,1,0,4822.44
SKU00785,ST09,STOCKOUT,URGENT,0.0,8.959,9,1,0,1729.44
SKU00830,ST09,STOCKOUT,URGENT,0.0,14.181,15,1,0,3120.9
SKU00942,ST09,STOCKOUT,URGENT,0.0,25.71371428571428,26,1,0,3156.92
SKU00945,ST09,STOCKOUT,URGENT,0.0,10.988366666666666,11,1,0,889.24
SKU01106,ST09,STOCKOUT,URGENT,0.0,8.924333333333331,9,1,0,596.6999999999999
SKU01263,ST09,STOCKOUT,URGENT,0.0,12.008333333333336,13,1,0,1377.61
SKU01296,ST09,STOCKOUT,URGENT,0.0,22.02461904761904,23,1,0,1464.64
SKU01414,ST09,STOCKOUT,URGENT,0.0,30.170204761904767,31,1,0,4218.4800000000005
SKU01438,ST09,STOCKOUT,URGENT,0.0,10.900466666666668,87,1,0,15878.37
SKU01855,ST09,STOCKOUT,URGENT,0.0,3.015,4,1,0,5059.44
SKU01856,ST09,STOCKOUT,URGENT,0.0,20.936865079365084,21,1,0,2689.6800000000003
SKU02100,ST09,STOCKOUT,URGENT,0.0,22.349,23,1,0,5858.79
SKU02107,ST09,STOCKOUT,URGENT,0.0,6.954666666666667,7,1,0,3993.57
SKU02199,ST09,STOCKOUT,URGENT,0.0,5.211952380952381,6,1,0,427.26
SKU02244,ST09,STOCKOUT,URGENT,0.0,7.227885714285714,8,1,0,286.96
SKU02350,ST09,STOCKOUT,URGENT,0.0,4.9954,5,1,0,635.8
SKU02655,ST09,STOCKOUT,URGENT,0.0,8.112,9,1,0,479.88
SKU02891,ST09,STOCKOUT,URGENT,0.0,18.24158095238095,19,1,0,7311.39
SKU02991,ST09,STOCKOUT,URGENT,0.0,6.970666666666666,7,1,0,508.19999999999993
SKU03015,ST09,STOCKOUT,URGENT,0.0,27.511728571428563,28,1,0,1054.48
SKU03075,ST09,STOCKOUT,URGENT,0.0,14.1272,15,1,0,12947.55
SKU03227,ST09,STOCKOUT,URGENT,0.0,21.2400380952381,22,1,0,4861.56
SKU03342,ST09,STOCKOUT,URGENT,0.0,3.077666666666667,4,1,0,1294.08
SKU03354,ST09,STOCKOUT,URGENT,0.0,25.079571428571423,26,1,0,768.82
SKU03576,ST09,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03614,ST09,STOCKOUT,URGENT,0.0,15.028708802308808,16,1,0,12452.32
SKU03951,ST09,STOCKOUT,URGENT,0.0,8.436663492063493,9,1,0,1081.98
SKU03982,ST09,STOCKOUT,URGENT,0.0,19.700966666666663,20,1,0,2459.8
SKU04600,ST09,STOCKOUT,URGENT,0.0,11.146333333333336,12,1,0,1236.24
SKU04659,ST09,STOCKOUT,URGENT,0.0,9.9344,10,1,0,3937.2
SKU04683,ST09,STOCKOUT,URGENT,0.0,11.962133333333334,12,1,0,3767.88
SKU04739,ST09,STOCKOUT,URGENT,0.0,8.013333333333334,9,1,0,1913.22
SKU04748,ST09,STOCKOUT,URGENT,0.0,11.07554285714286,12,1,0,4658.28
SKU04978,ST09,STOCKOUT,URGENT,0.0,6.097933333333334,7,1,0,1092.14
SKU00067,ST10,STOCKOUT,URGENT,0.0,21.44749206349206,22,1,0,6007.98
SKU00392,ST10,STOCKOUT,URGENT,0.0,4.942999999999999,5,1,0,1385.4499999999998
SKU00398,ST10,STOCKOUT,URGENT,0.0,9.045666666666667,10,1,0,3984.5
SKU00411,ST10,STOCKOUT,URGENT,0.0,17.018333333333334,18,1,0,3246.12
SKU00464,ST10,STOCKOUT,URGENT,0.0,26.004809523809524,27,1,0,7712.01
SKU00727,ST10,STOCKOUT,URGENT,0.0,7.034133333333333,8,1,0,3467.04
SKU00785,ST10,STOCKOUT,URGENT,0.0,12.039,13,1,0,2498.08
SKU00860,ST10,STOCKOUT,URGENT,0.0,10.819333333333336,11,1,0,4327.7300000000005
SKU01114,ST10,STOCKOUT,URGENT,0.0,26.73512698412699,27,1,0,11566.53
SKU01209,ST10,STOCKOUT,URGENT,0.0,20.90634603174604,21,1,0,1324.47
SKU01329,ST10,STOCKOUT,URGENT,0.0,10.049666666666663,11,1,0,483.67
SKU01382,ST10,STOCKOUT,URGENT,0.0,23.85936666666667,24,1,0,5907.6
SKU01391,ST10,STOCKOUT,URGENT,0.0,4.053333333333333,5,1,0,1151.9499999999998
SKU01393,ST10,STOCKOUT,URGENT,0.0,6.051999999999999,7,1,0,597.73
SKU01640,ST10,STOCKOUT,URGENT,0.0,22.06229841269841,23,1,0,17793.03
SKU01831,ST10,STOCKOUT,URGENT,0.0,42.06498412698411,43,1,0,11684.82
SKU01984,ST10,STOCKOUT,URGENT,0.0,6.004533333333334,7,1,0,1300.53
SKU02018,ST10,STOCKOUT,URGENT,0.0,23.9,24,1,0,16155.12
SKU02110,ST10,STOCKOUT,URGENT,0.0,11.456323809523814,12,1,0,1970.52
SKU02141,ST10,STOCKOUT,URGENT,0.0,29.40189841269841,63,1,0,22123.08
SKU02208,ST10,STOCKOUT,URGENT,0.0,11.990333333333332,12,1,0,1260.96
SKU02404,ST10,STOCKOUT,URGENT,0.0,17.50564285714286,18,1,0,316.08
SKU02599,ST10,STOCKOUT,URGENT,0.0,22.015077777777787,23,1,0,8341.41
SKU02679,ST10,STOCKOUT,URGENT,0.0,20.94165873015873,21,1,0,10220.7
SKU03296,ST10,STOCKOUT,URGENT,0.0,8.995333333333333,9,1,0,20053.71
SKU03338,ST10,STOCKOUT,URGENT,0.0,6.995333333333334,7,1,0,681.8000000000001
SKU03748,ST10,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03891,ST10,STOCKOUT,URGENT,0.0,2.3164571428571428,3,1,0,337.95000000000005
SKU03963,ST10,STOCKOUT,URGENT,0.0,14.037666666666668,15,1,0,1512.0
SKU04167,ST10,STOCKOUT,URGENT,0.0,20.775557142857146,21,1,0,2502.78
SKU04450,ST10,STOCKOUT,URGENT,0.0,3.9983333333333335,4,1,0,1506.72
SKU04463,ST10,STOCKOUT,URGENT,0.0,7.009333333333333,8,1,0,7117.04
SKU04826,ST10,STOCKOUT,URGENT,0.0,13.9906,14,1,0,12520.34
SKU00001,ST11,STOCKOUT,URGENT,0.0,2.012,3,1,0,1859.31
SKU00022,ST11,STOCKOUT,URGENT,0.0,10.048,11,1,0,1619.64
SKU00086,ST11,STOCKOUT,URGENT,0.0,18.60265238095237,19,1,0,42185.32000000001
SKU00087,ST11,STOCKOUT,URGENT,0.0,45.93250952380953,46,1,0,8313.12
SKU00093,ST11,STOCKOUT,URGENT,0.0,3.0116,4,1,0,684.28
SKU00117,ST11,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU00162,ST11,STOCKOUT,URGENT,0.0,37.53370952380952,38,1,0,59961.34
SKU00528,ST11,STOCKOUT,URGENT,0.0,12.003333333333334,13,1,0,1867.84
SKU00561,ST11,STOCKOUT,URGENT,0.0,4.998,5,1,0,7604.049999999999
SKU00677,ST11,STOCKOUT,URGENT,0.0,18.96982857142857,19,1,0,47422.48
SKU00774,ST11,STOCKOUT,URGENT,0.0,35.99537619047617,69,1,0,5103.93
SKU00933,ST11,STOCKOUT,URGENT,0.0,16.55824761904762,17,1,0,1188.8100000000002
SKU01010,ST11,STOCKOUT,URGENT,0.0,8.989999999999998,80,1,0,22697.6
SKU01116,ST11,STOCKOUT,URGENT,0.0,2.001,3,1,0,689.22
SKU01159,ST11,STOCKOUT,URGENT,0.0,18.37170476190477,19,1,0,5186.43
SKU01230,ST11,STOCKOUT,URGENT,0.0,25.89331904761906,26,1,0,12614.42
SKU01437,ST11,STOCKOUT,URGENT,0.0,4.833333333333333,5,1,0,5975.650000000001
SKU01493,ST11,STOCKOUT,URGENT,0.0,5.012733333333333,6,1,0,673.74
SKU01506,ST11,STOCKOUT,URGENT,0.0,11.102266666666669,12,1,0,1264.92
SKU01509,ST11,STOCKOUT,URGENT,0.0,1.0836,2,1,0,1830.62
SKU02020,ST11,STOCKOUT,URGENT,0.0,3.267990476190476,4,1,0,452.36
SKU02159,ST11,STOCKOUT,URGENT,0.0,17.009666666666668,18,1,0,2382.66
SKU02208,ST11,STOCKOUT,URGENT,0.0,51.82538095238095,52,1,0,5464.16
SKU02258,ST11,STOCKOUT,URGENT,0.0,18.947133333333333,19,1,0,32739.660000000003
SKU02362,ST11,STOCKOUT,URGENT,0.0,1.0,1,1,0,423.68
SKU02538,ST11,STOCKOUT,URGENT,0.0,5.0,99,1,0,11991.87
SKU02554,ST11,STOCKOUT,URGENT,0.0,25.24045714285714,26,1,0,10708.62
SKU02677,ST11,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03040,ST11,STOCKOUT,URGENT,0.0,2.010666666666667,3,1,0,4652.700000000001
SKU03076,ST11,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03106,ST11,STOCKOUT,URGENT,0.0,7.988266666666666,8,1,0,667.6
SKU03205,ST11,STOCKOUT,URGENT,0.0,7.018666666666667,8,1,0,281.44
SKU03360,ST11,STOCKOUT,URGENT,0.0,6.880420634920633,7,1,0,1873.55
SKU03452,ST11,STOCKOUT,URGENT,0.0,10.8884,11,1,0,9205.46
SKU03453,ST11,STOCKOUT,URGENT,0.0,4.018,5,1,0,611.05
SKU03597,ST11,STOCKOUT,URGENT,0.0,1.004,2,1,0,520.62
SKU03755,ST11,STOCKOUT,URGENT,0.0,5.999666666666666,6,1,0,5492.64
SKU03775,ST11,STOCKOUT,URGENT,0.0,5.008933333333333,6,1,0,3486.12
SKU03862,ST11,STOCKOUT,URGENT,0.0,8.956000000000001,9,1,0,6433.38
SKU04552,ST11,STOCKOUT,URGENT,0.0,16.068785714285717,17,1,0,2178.55
SKU04592,ST11,STOCKOUT,URGENT,0.0,3.006666666666667,4,1,0,300.64
SKU04657,ST11,STOCKOUT,URGENT,0.0,12.405076190476192,13,1,0,3755.57
SKU04762,ST11,STOCKOUT,URGENT,0.0,14.021333333333336,15,1,0,3927.6
SKU04879,ST11,STOCKOUT,URGENT,0.0,8.016000000000002,9,1,0,9291.96
SKU04976,ST11,STOCKOUT,URGENT,0.0,8.051066666666667,9,1,0,2718.2699999999995
SKU00020,ST12,STOCKOUT,URGENT,0.0,18.99540952380952,45,1,0,3131.1
SKU00071,ST12,STOCKOUT,URGENT,0.0,13.980266666666669,14,1,0,2971.5
SKU00121,ST12,STOCKOUT,URGENT,0.0,21.073,22,1,0,2742.3
SKU00128,ST12,STOCKOUT,URGENT,0.0,19.030204761904763,20,1,0,9184.2
SKU00391,ST12,STOCKOUT,URGENT,0.0,19.060361904761905,20,1,0,16278.0
SKU00490,ST12,STOCKOUT,URGENT,0.0,9.092,10,1,0,1808.8
SKU00817,ST12,STOCKOUT,URGENT,0.0,1.998,2,1,0,1803.74
SKU00897,ST12,STOCKOUT,URGENT,0.0,10.071133333333332,11,1,0,692.01
SKU00940,ST12,STOCKOUT,URGENT,0.0,11.0678,12,1,0,1129.1999999999998
SKU01064,ST12,STOCKOUT,URGENT,0.0,32.031917460317445,33,1,0,4853.64
SKU01163,ST12,STOCKOUT,URGENT,0.0,31.64928571428571,32,1,0,76267.52
SKU01170,ST12,STOCKOUT,URGENT,0.0,8.937466666666667,87,1,0,19676.79
SKU01223,ST12,STOCKOUT,URGENT,0.0,2.005733333333333,3,1,0,490.92
SKU01355,ST12,STOCKOUT,URGENT,0.0,21.901766666666667,22,1,0,18007.66
SKU01481,ST12,STOCKOUT,URGENT,0.0,23.7117,24,1,0,12591.36
SKU01610,ST12,STOCKOUT,URGENT,0.0,6.0187333333333335,7,1,0,2794.96
SKU01735,ST12,STOCKOUT,URGENT,0.0,3.004,4,1,0,2365.04
SKU01749,ST12,STOCKOUT,URGENT,0.0,20.8397,21,1,0,20425.86
SKU01959,ST12,STOCKOUT,URGENT,0.0,14.842,15,1,0,978.15
SKU02111,ST12,STOCKOUT,URGENT,0.0,19.83083333333333,20,1,0,2735.0
SKU02239,ST12,STOCKOUT,URGENT,0.0,15.979,16,1,0,2462.24
SKU02301,ST12,STOCKOUT,URGENT,0.0,26.430553968253964,27,1,0,17213.85
SKU02493,ST12,STOCKOUT,URGENT,0.0,10.9858,11,1,0,1298.0
SKU02679,ST12,STOCKOUT,URGENT,0.0,28.350493650793656,29,1,0,14114.3
SKU02747,ST12,STOCKOUT,URGENT,0.0,14.580533333333332,31,1,0,13756.87
SKU02819,ST12,STOCKOUT,URGENT,0.0,11.88473333333333,12,1,0,10800.0
SKU02968,ST12,STOCKOUT,URGENT,0.0,5.958066666666666,6,1,0,3681.42
SKU03037,ST12,STOCKOUT,URGENT,0.0,23.00186666666666,24,1,0,21463.2
SKU03191,ST12,STOCKOUT,URGENT,0.0,37.88894444444444,38,1,0,10276.34
SKU03271,ST12,STOCKOUT,URGENT,0.0,8.0568,9,1,0,3663.54
SKU03629,ST12,STOCKOUT,URGENT,0.0,9.992666666666668,10,1,0,1517.2
SKU03790,ST12,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03907,ST12,STOCKOUT,URGENT,0.0,16.982733333333332,35,1,0,21873.6
SKU04167,ST12,STOCKOUT,URGENT,0.0,34.04712222222222,35,1,0,4171.3
SKU04189,ST12,STOCKOUT,URGENT,0.0,27.742333333333328,28,1,0,25245.64
SKU04253,ST12,STOCKOUT,URGENT,0.0,16.209472294372294,17,1,0,1650.53
SKU04284,ST12,STOCKOUT,URGENT,0.0,8.997333333333334,9,1,0,501.84
SKU04407,ST12,STOCKOUT,URGENT,0.0,30.16796190476191,31,1,0,4229.02
SKU04432,ST12,STOCKOUT,URGENT,0.0,6.079333333333333,7,1,0,1738.9399999999998
SKU04489,ST12,STOCKOUT,URGENT,0.0,8.018666666666666,47,1,0,9403.29
SKU04586,ST12,STOCKOUT,URGENT,0.0,24.549828571428574,25,1,0,8855.5
SKU04606,ST12,STOCKOUT,URGENT,0.0,9.05224761904762,10,1,0,7982.200000000001
SKU04647,ST12,STOCKOUT,URGENT,0.0,1.4374285714285715,2,1,0,380.8
SKU04832,ST12,STOCKOUT,URGENT,0.0,32.07764444444444,33,1,0,4421.339999999999
SKU04845,ST12,STOCKOUT,URGENT,0.0,6.054000000000001,7,1,0,3978.31
SKU00058,ST13,STOCKOUT,URGENT,0.0,12.983666666666666,13,1,0,909.09
SKU00084,ST13,STOCKOUT,URGENT,0.0,3.8812,4,1,0,2918.36
SKU00089,ST13,STOCKOUT,URGENT,0.0,20.12118095238095,21,1,0,5279.400000000001
SKU00207,ST13,STOCKOUT,URGENT,0.0,12.990000000000002,13,1,0,767.52
SKU00923,ST13,STOCKOUT,URGENT,0.0,26.961800000000007,27,1,0,20590.47
SKU01106,ST13,STOCKOUT,URGENT,0.0,5.015333333333334,6,1,0,397.8
SKU01148,ST13,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU01149,ST13,STOCKOUT,URGENT,0.0,13.51255238095238,14,1,0,4366.04
SKU01152,ST13,STOCKOUT,URGENT,0.0,18.062066666666663,31,1,0,9169.8
SKU01246,ST13,STOCKOUT,URGENT,0.0,13.11142857142857,14,1,0,5105.52
SKU01396,ST13,STOCKOUT,URGENT,0.0,16.2648,17,1,0,1768.17
SKU01565,ST13,STOCKOUT,URGENT,0.0,1.0886666666666664,2,1,0,1629.22
SKU01646,ST13,STOCKOUT,URGENT,0.0,11.0024,12,1,0,446.04
SKU01662,ST13,STOCKOUT,URGENT,0.0,14.616,15,1,0,4929.599999999999
SKU01663,ST13,STOCKOUT,URGENT,0.0,6.1492,7,1,0,14169.33
SKU02018,ST13,STOCKOUT,URGENT,0.0,14.965266666666665,15,1,0,10096.95
SKU02081,ST13,STOCKOUT,URGENT,0.0,8.002,9,1,0,3027.06
SKU02119,ST13,STOCKOUT,URGENT,0.0,11.004766666666669,12,1,0,1114.68
SKU02166,ST13,STOCKOUT,URGENT,0.0,24.13993333333333,25,1,0,8589.25
SKU02332,ST13,STOCKOUT,URGENT,0.0,17.13927936507936,18,1,0,21727.98
SKU02391,ST13,STOCKOUT,URGENT,0.0,7.879753968253968,8,1,0,701.28
SKU02491,ST13,STOCKOUT,URGENT,0.0,21.13708441558441,22,1,0,880.6600000000001
SKU02704,ST13,STOCKOUT,URGENT,0.0,49.71154285714287,50,1,0,4668.0
SKU02843,ST13,STOCKOUT,URGENT,0.0,14.093666666666666,15,1,0,1003.05
SKU02901,ST13,STOCKOUT,URGENT,0.0,13.937399999999998,14,1,0,8995.0
SKU02920,ST13,STOCKOUT,URGENT,0.0,35.17651428571428,36,1,0,1740.2400000000002
SKU03007,ST13,STOCKOUT,URGENT,0.0,8.093666666666666,9,1,0,16085.79
SKU03110,ST13,STOCKOUT,URGENT,0.0,30.13577142857143,31,1,0,5703.07
SKU03246,ST13,STOCKOUT,URGENT,0.0,36.23083809523809,37,1,0,71411.48
SKU03265,ST13,STOCKOUT,URGENT,0.0,13.973866666666666,14,1,0,5749.099999999999
SKU03342,ST13,STOCKOUT,URGENT,0.0,3.075,4,1,0,1294.08
SKU03361,ST13,STOCKOUT,URGENT,0.0,24.3564380952381,25,1,0,4849.25
SKU03696,ST13,STOCKOUT,URGENT,0.0,34.96984444444445,35,1,0,4659.9
SKU03895,ST13,STOCKOUT,URGENT,0.0,4.015333333333333,5,1,0,603.0
SKU03908,ST13,STOCKOUT,URGENT,0.0,15.232680952380951,16,1,0,11975.36
SKU04183,ST13,STOCKOUT,URGENT,0.0,7.028,8,1,0,4343.36
SKU04190,ST13,STOCKOUT,URGENT,0.0,19.04812857142857,20,1,0,3754.8
SKU04322,ST13,STOCKOUT,URGENT,0.0,12.012666666666666,13,1,0,4069.52
SKU04453,ST13,STOCKOUT,URGENT,0.0,36.76607619047618,52,1,0,10872.68
SKU04669,ST13,STOCKOUT,URGENT,0.0,7.023733333333333,8,1,0,3247.68
SKU04743,ST13,STOCKOUT,URGENT,0.0,9.997333333333332,10,1,0,2919.8
SKU04820,ST13,STOCKOUT,URGENT,0.0,17.111747619047623,18,1,0,20522.52
SKU04974,ST13,STOCKOUT,URGENT,0.0,9.99,10,1,0,9053.4
SKU04980,ST13,STOCKOUT,URGENT,0.0,3.0030666666666668,4,1,0,3143.68
SKU04999,ST13,STOCKOUT,URGENT,0.0,17.821466666666666,18,1,0,4722.12
SKU00166,ST14,STOCKOUT,URGENT,0.0,23.267719047619053,24,1,0,14927.52
SKU00361,ST14,STOCKOUT,URGENT,0.0,23.94244444444444,24,1,0,2877.6000000000004
SKU00658,ST14,STOCKOUT,URGENT,0.0,33.948269841269834,34,1,0,3684.58
SKU00684,ST14,STOCKOUT,URGENT,0.0,4.012,5,1,0,358.5
SKU00698,ST14,STOCKOUT,URGENT,0.0,5.0,5,1,0,750.3499999999999
SKU00715,ST14,STOCKOUT,URGENT,0.0,15.994,16,1,0,15155.68
SKU00879,ST14,STOCKOUT,URGENT,0.0,19.862161904761905,20,1,0,10376.6
SKU00917,ST14,STOCKOUT,URGENT,0.0,13.996,14,1,0,1474.9
SKU00944,ST14,STOCKOUT,URGENT,0.0,4.7354047619047615,5,1,0,2690.0
SKU00967,ST14,STOCKOUT,URGENT,0.0,15.012333333333332,16,1,0,724.64
SKU01030,ST14,STOCKOUT,URGENT,0.0,25.90020476190477,26,1,0,4042.22
SKU01074,ST14,STOCKOUT,URGENT,0.0,14.272557142857142,15,1,0,2746.5
SKU01250,ST14,STOCKOUT,URGENT,0.0,15.004,16,1,0,556.0
SKU01379,ST14,STOCKOUT,URGENT,0.0,8.032399999999999,9,1,0,970.29
SKU01383,ST14,STOCKOUT,URGENT,0.0,7.160044444444446,8,1,0,1168.88
SKU01412,ST14,STOCKOUT,URGENT,0.0,3.999333333333333,4,1,0,469.52
SKU01415,ST14,STOCKOUT,URGENT,0.0,26.822199999999995,27,1,0,12303.09
SKU01632,ST14,STOCKOUT,URGENT,0.0,7.979133333333333,8,1,0,2198.48
SKU01641,ST14,STOCKOUT,URGENT,0.0,6.040333333333334,7,1,0,4013.87
SKU01712,ST14,STOCKOUT,URGENT,0.0,19.00596507936508,20,1,0,3274.8
SKU01726,ST14,STOCKOUT,URGENT,0.0,16.169533333333337,17,1,0,1622.3100000000002
SKU01826,ST14,STOCKOUT,URGENT,0.0,28.056612698412685,29,1,0,2593.4700000000003
SKU01934,ST14,STOCKOUT,URGENT,0.0,11.012666666666666,12,1,0,6385.4400000000005
SKU01938,ST14,STOCKOUT,URGENT,0.0,7.990666666666666,8,1,0,4918.24
SKU02022,ST14,STOCKOUT,URGENT,0.0,8.997038095238096,9,1,0,8634.15
SKU02050,ST14,STOCKOUT,URGENT,0.0,10.952666666666666,11,1,0,670.67
SKU02160,ST14,STOCKOUT,URGENT,0.0,15.982733333333336,16,1,0,3244.48
SKU02687,ST14,STOCKOUT,URGENT,0.0,8.983866666666668,9,1,0,637.29
SKU02720,ST14,STOCKOUT,URGENT,0.0,8.000666666666667,9,1,0,695.25
SKU02775,ST14,STOCKOUT,URGENT,0.0,14.068066666666668,15,1,0,1843.8
SKU02777,ST14,STOCKOUT,URGENT,0.0,3.9456666666666655,4,1,0,1903.32
SKU02885,ST14,STOCKOUT,URGENT,0.0,18.04133333333333,19,1,0,1607.02
SKU02948,ST14,STOCKOUT,URGENT,0.0,9.006666666666666,10,1,0,2244.6
SKU02994,ST14,STOCKOUT,URGENT,0.0,20.11904761904762,21,1,0,10064.04
SKU03039,ST14,STOCKOUT,URGENT,0.0,2.003,3,1,0,228.06
SKU03123,ST14,STOCKOUT,URGENT,0.0,0.0,0,1,0,0.0
SKU03238,ST14,STOCKOUT,URGENT,0.0,10.059333333333331,11,1,0,8459.11
SKU03324,ST14,STOCKOUT,URGENT,0.0,5.968111111111111,6,1,0,5970.24
SKU03355,ST14,STOCKOUT,URGENT,0.0,22.060404761904763,23,1,0,2003.53
SKU03396,ST14,STOCKOUT,URGENT,0.0,25.01775238095238,26,1,0,13204.36
SKU03902,ST14,STOCKOUT,URGENT,0.0,8.858,9,1,0,1785.78
SKU04258,ST14,STOCKOUT,URGENT,0.0,6.961333333333333,7,1,0,234.29
SKU04299,ST14,STOCKOUT,URGENT,0.0,7.012666666666667,8,1,0,3807.84
SKU04347,ST14,STOCKOUT,URGENT,0.0,22.95734285714286,23,1,0,4667.39
SKU04727,ST14,STOCKOUT,URGENT,0.0,0.0008,1,1,0,319.75
SKU04954,ST14,STOCKOUT,URGENT,0.0,8.167385714285713,9,1,0,2191.5
SKU04971,ST14,STOCKOUT,URGENT,0.0,4.182,5,1,0,6675.4
SKU00046,ST15,STOCKOUT,URGENT,0.0,6.978666666666667,7,1,0,843.2199999999999
SKU00059,ST15,STOCKOUT,URGENT,0.0,7.993,8,1,0,763.76
SKU00060,ST15,STOCKOUT,URGENT,0.0,9.955933333333334,10,1,0,4761.5
SKU00263,ST15,STOCKOUT,URGENT,0.0,18.14455873015873,19,1,0,6218.7
SKU01006,ST15,STOCKOUT,URGENT,0.0,20.06288253968254,21,1,0,5064.150000000001
SKU01086,ST15,STOCKOUT,URGENT,0.0,15.971666666666664,16,1,0,1461.44
SKU01162,ST15,STOCKOUT,URGENT,0.0,21.03701587301588,22,1,0,1873.96
SKU01370,ST15,STOCKOUT,URGENT,0.0,22.95195238095238,39,1,0,4799.73
SKU01405,ST15,STOCKOUT,URGENT,0.0,47.7495873015873,48,1,0,17329.44
SKU01642,ST15,STOCKOUT,URGENT,0.0,8.068666666666665,9,1,0,14473.079999999998
SKU01701,ST15,STOCKOUT,URGENT,0.0,14.077733333333333,15,1,0,4619.1
SKU02158,ST15,STOCKOUT,URGENT,0.0,25.924676190476184,26,1,0,1847.56
SKU02459,ST15,STOCKOUT,URGENT,0.0,9.997133333333334,10,1,0,2014.3
SKU02594,ST15,STOCKOUT,URGENT,0.0,9.916231746031748,10,1,0,440.0
SKU02667,ST15,STOCKOUT,URGENT,0.0,5.036666666666667,6,1,0,5527.02
