store_id,sku_id,sku_name,category,stock_on_hand,reorder_point,safety_stock,forecast_total_demand,forecast_average_daily_demand,forecast_demand_std,days_of_forecast_coverage,demand_variability_ratio,stockout_risk_flag,overstock_risk_flag,demand_volatility_flag,inventory_status,replenishment_priority,recommended_order_quantity
ST03,SKU04418,GreenValley Batteries 1kg,Electronics & Accessories,0.0,0.0,0.0,30.1492507936508,30.1492507936508,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST03,SKU04515,PrimeCare Milk Pack of 12,Dairy & Bakery,0.0,0.0,0.0,15.740733333333337,15.740733333333337,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST03,SKU04746,SoftTouch Bath & Body 1kg,Personal Care,0.0,0.0,0.0,18.403009523809526,18.403009523809526,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST03,SKU04788,HealthFirst Vitamins & Supplements 500g,Health & Wellness,0.0,0.0,0.0,15.013214285714286,15.013214285714286,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST03,SKU04903,EliteHome Office Supplies 500g,Stationery & Office,0.0,0.0,0.0,14.202,14.202,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST03,SKU04925,CleanWave Coffee Family Pack,Beverages,0.0,0.0,0.0,11.009666666666664,11.009666666666664,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST04,SKU00065,BasicNeeds Small Appliances 500g,Electronics & Accessories,0.0,0.0,0.0,24.60318095238095,24.60318095238095,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25
ST04,SKU00122,MetroBrand Cooking Oil 100g,Grocery,0.0,0.0,0.0,17.85493333333333,17.85493333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST04,SKU00156,SunriseFoods Coffee 1L,Beverages,0.0,0.0,0.0,20.039580952380945,20.039580952380945,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21
ST04,SKU00276,NatureBlend Biscuits & Cookies 500ml,Snacks & Confectionery,0.0,0.0,0.0,4.006,4.006,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST04,SKU00444,CityFresh Writing Instruments 1kg,Stationery & Office,0.0,0.0,0.0,8.007000000000001,8.007000000000001,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST04,SKU00596,NovaFresh Skin Care 1kg,Personal Care,0.0,0.0,0.0,55.84013650793651,55.84013650793651,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,56
ST04,SKU00956,CleanWave Namkeen Large,Snacks & Confectionery,0.0,0.0,0.0,15.368422222222229,15.368422222222229,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST04,SKU01013,ValueChoice Cookware Pack of 12,Home & Kitchen,0.0,0.0,0.0,18.07220000000001,18.07220000000001,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST04,SKU01028,SunriseFoods Chocolates 500ml,Snacks & Confectionery,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST04,SKU01164,SmartBuy Cookware Large,Home & Kitchen,0.0,35.0,9.0,5.9943333333333335,5.9943333333333335,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,35
ST04,SKU01215,PremiumSelect Ready Meals Large,Frozen Foods,0.0,0.0,0.0,21.153249206349216,21.153249206349216,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST04,SKU01313,EliteHome Pulses & Lentils 2L,Grocery,0.0,0.0,0.0,15.275723809523814,15.275723809523814,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST04,SKU01372,DailyBest Mobile Accessories 250ml,Electronics & Accessories,0.0,0.0,0.0,12.972,12.972,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST04,SKU01479,SunriseFoods Oral Care Family Pack,Personal Care,0.0,0.0,0.0,6.979333333333334,6.979333333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST04,SKU01488,CleanWave Vitamins & Supplements 2kg,Health & Wellness,0.0,0.0,0.0,3.9986666666666655,3.9986666666666655,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST04,SKU01494,PremiumSelect First Aid 2L,Health & Wellness,0.0,0.0,0.0,2.0066666666666664,2.0066666666666664,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST04,SKU01894,FamilyChoice Small Appliances 250ml,Electronics & Accessories,0.0,0.0,0.0,30.49932222222223,30.49932222222223,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST04,SKU01943,BasicNeeds Women's Wear Medium,Apparel & Footwear,0.0,0.0,0.0,14.046,14.046,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST04,SKU01972,QuickBite Office Supplies 2kg,Stationery & Office,0.0,0.0,0.0,32.08589365079366,32.08589365079366,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33
ST04,SKU02555,GreenValley Sugar & Salt 1kg,Grocery,0.0,0.0,0.0,17.932800000000004,17.932800000000004,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST04,SKU02641,PurePlus Office Supplies 1L,Stationery & Office,0.0,0.0,0.0,21.198866666666667,21.198866666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST04,SKU02697,PrimeCare Cookware 250g,Home & Kitchen,0.0,0.0,0.0,7.068666666666667,7.068666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST04,SKU02785,PremiumSelect Kids Wear 500ml,Apparel & Footwear,0.0,0.0,0.0,9.956733333333332,9.956733333333332,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST04,SKU02856,EliteHome Men's Grooming 1L,Personal Care,0.0,0.0,0.0,8.208390476190475,8.208390476190475,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST04,SKU02943,NatureBlend Batteries 1L,Electronics & Accessories,0.0,0.0,0.0,29.8523746031746,29.8523746031746,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,30
ST04,SKU03083,ZestyCo Small Appliances 500g,Electronics & Accessories,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST04,SKU03372,PurePlus Yogurt Family Pack,Dairy & Bakery,0.0,0.0,0.0,7.47784126984127,7.47784126984127,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST04,SKU03669,QuickBite OTC Medicine Large,Health & Wellness,0.0,0.0,0.0,2.016,2.016,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST04,SKU03697,EverydayPlus Men's Wear 500ml,Apparel & Footwear,0.0,0.0,0.0,5.0216,5.0216,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST04,SKU03755,SoftTouch Storage & Containers Pack of 6,Home & Kitchen,0.0,0.0,0.0,11.004666666666669,11.004666666666669,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST04,SKU03806,HomeStyle Notebooks Small,Stationery & Office,0.0,0.0,0.0,18.13303809523809,18.13303809523809,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST04,SKU03872,DailyBest Flour & Atta 2L,Grocery,0.0,0.0,0.0,3.9978000000000007,0.9994500000000002,1.9989000000000001,0.0,1.9999999999999998,1,0,1,STOCKOUT,URGENT,4
ST04,SKU04014,PremiumSelect Namkeen 100g,Snacks & Confectionery,0.0,0.0,0.0,18.179466666666663,18.179466666666663,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST04,SKU04015,SoftTouch Small Appliances Family Pack,Electronics & Accessories,0.0,0.0,0.0,12.003666666666666,12.003666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST04,SKU04218,CleanWave Coffee 2kg,Beverages,0.0,0.0,0.0,10.096866666666669,10.096866666666669,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST04,SKU04279,ValueChoice Women's Wear Pack of 12,Apparel & Footwear,0.0,0.0,0.0,10.034,10.034,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST04,SKU04700,TrueTaste Storage & Containers 250g,Home & Kitchen,0.0,0.0,0.0,12.996666666666666,12.996666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST04,SKU04811,MetroBrand Skin Care 500ml,Personal Care,0.0,0.0,0.0,33.35392380952382,33.35392380952382,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,34
ST04,SKU04959,QuickBite Bread Medium,Dairy & Bakery,0.0,0.0,0.0,7.074466666666667,7.074466666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST05,SKU00057,FamilyChoice Kids Wear 500ml,Apparel & Footwear,0.0,0.0,0.0,15.923474603174604,15.923474603174604,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST05,SKU00073,PrimeCare Small Appliances 100g,Electronics & Accessories,0.0,0.0,0.0,18.392466666666664,18.392466666666664,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST05,SKU00098,ValueChoice Men's Grooming 500g,Personal Care,0.0,0.0,0.0,15.916133333333336,15.916133333333336,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST05,SKU00214,SoftTouch Home Decor Pack of 12,Home & Kitchen,0.0,0.0,0.0,30.41915714285714,0.7419306620209059,4.750674204480662,0.0,6.403124237432849,1,0,1,STOCKOUT,URGENT,31
ST05,SKU00483,ValueChoice Surface Cleaners 100g,Home Care,0.0,0.0,0.0,11.940333333333331,0.8528809523809523,3.1911883155149843,0.0,3.7416573867739413,1,0,1,STOCKOUT,URGENT,12
ST05,SKU00804,CrispKing Air Fresheners Medium,Home Care,0.0,0.0,0.0,11.923666666666666,11.923666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST05,SKU00845,ZestyCo Frozen Vegetables 1L,Frozen Foods,0.0,31.0,15.0,9.2044,9.2044,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST05,SKU00916,MetroBrand Hair Care 2L,Personal Care,0.0,0.0,0.0,6.110133333333332,6.110133333333332,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST05,SKU01122,PureLife Coffee 500ml,Beverages,0.0,0.0,0.0,20.914247619047607,20.914247619047607,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21
ST05,SKU01137,PurePlus Cookware Pack of 12,Home & Kitchen,0.0,0.0,0.0,44.09865555555555,44.09865555555555,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,45
ST05,SKU01150,HomeStyle Pulses & Lentils 250g,Grocery,0.0,0.0,0.0,1.004,1.004,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2
ST05,SKU01200,MetroBrand OTC Medicine 250g,Health & Wellness,0.0,0.0,0.0,7.993666666666666,7.993666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST05,SKU01519,NutriPlus Frozen Meat 500g,Frozen Foods,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST05,SKU01577,PureLife Office Supplies 500ml,Stationery & Office,0.0,0.0,0.0,10.719466666666667,10.719466666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST05,SKU01944,SoftTouch Chocolates Small,Snacks & Confectionery,0.0,0.0,0.0,28.572380952380943,28.572380952380943,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,29
ST05,SKU02034,GreenValley Vitamins & Supplements 100g,Health & Wellness,0.0,0.0,0.0,19.9298,19.9298,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST05,SKU02046,ValueChoice Footwear Pack of 6,Apparel & Footwear,0.0,0.0,0.0,17.914942857142858,17.914942857142858,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST05,SKU02090,NovaFresh Home Decor Pack of 12,Home & Kitchen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST05,SKU02138,QuickBite Men's Wear 2kg,Apparel & Footwear,0.0,0.0,0.0,3.0076666666666667,3.0076666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST05,SKU02165,MetroBrand Candy Pack of 6,Snacks & Confectionery,0.0,0.0,0.0,32.63241904761904,32.63241904761904,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33
ST05,SKU02931,FreshFarm Pest Control Large,Home Care,0.0,0.0,0.0,19.109333333333336,19.109333333333336,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST05,SKU03002,NutriPlus Chocolates 250g,Snacks & Confectionery,0.0,0.0,0.0,5.0076,5.0076,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST05,SKU03069,ZestyCo Writing Instruments Large,Stationery & Office,0.0,0.0,0.0,25.02062857142857,25.02062857142857,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST05,SKU03071,SunriseFoods Mobile Accessories Pack of 12,Electronics & Accessories,0.0,0.0,0.0,7.098333333333333,7.098333333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST05,SKU03532,SparkleClean Rice & Grains 100g,Grocery,0.0,0.0,0.0,22.48363809523809,22.48363809523809,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST05,SKU03595,ZestyCo Chocolates 250g,Snacks & Confectionery,0.0,0.0,0.0,12.839533333333334,1.8342190476190476,4.85288745001774,0.0,2.6457513110645907,1,0,1,STOCKOUT,URGENT,13
ST05,SKU03599,UrbanBite Office Supplies 2L,Stationery & Office,0.0,0.0,0.0,6.013666666666667,6.013666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST05,SKU03706,SmartBuy Mobile Accessories 500ml,Electronics & Accessories,0.0,0.0,0.0,6.006666666666666,6.006666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7
ST05,SKU03775,HealthFirst First Aid 250g,Health & Wellness,0.0,0.0,0.0,22.662699999999997,22.662699999999997,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST05,SKU04203,CleanWave Frozen Vegetables 500g,Frozen Foods,0.0,0.0,0.0,22.0624,22.0624,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST05,SKU04296,MetroBrand Hair Care 1L,Personal Care,0.0,0.0,0.0,4.9962,4.9962,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST05,SKU04385,ZestyCo Rice & Grains Family Pack,Grocery,0.0,0.0,0.0,5.042333333333334,5.042333333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST05,SKU04465,BasicNeeds Ice Cream 1kg,Frozen Foods,0.0,0.0,0.0,8.004,8.004,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST05,SKU04527,NovaFresh Ready Meals 250g,Frozen Foods,0.0,0.0,0.0,13.962666666666664,13.962666666666664,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST05,SKU04583,NatureBlend Kids Wear 2L,Apparel & Footwear,0.0,0.0,0.0,18.106461904761904,18.106461904761904,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST05,SKU04668,EliteHome Eggs 2kg,Dairy & Bakery,0.0,0.0,0.0,20.33572380952381,20.33572380952381,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21
ST05,SKU04773,HomeStyle Ice Cream Small,Frozen Foods,0.0,0.0,0.0,16.896233333333335,16.896233333333335,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17
ST05,SKU04934,SoftTouch Laundry 1L,Home Care,0.0,0.0,0.0,8.999704761904763,8.999704761904763,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST05,SKU04991,GreenValley Hair Care Pack of 6,Personal Care,0.0,0.0,0.0,16.844047619047615,16.844047619047615,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17
ST06,SKU00009,SmartBuy Frozen Vegetables Medium,Frozen Foods,0.0,0.0,0.0,2.998666666666667,2.998666666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST06,SKU00387,GreenValley Laundry 1kg,Home Care,0.0,0.0,0.0,26.418307936507933,26.418307936507933,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27
ST06,SKU00397,PremiumSelect Laundry Pack of 12,Home Care,0.0,0.0,0.0,36.32970952380952,36.32970952380952,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,37
ST06,SKU00400,SoftTouch Small Appliances Pack of 12,Electronics & Accessories,0.0,0.0,0.0,45.32771428571428,45.32771428571428,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,46
ST06,SKU00471,SoftTouch Laundry Small,Home Care,0.0,0.0,0.0,9.074733333333334,9.074733333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST06,SKU00503,SmartBuy Chips & Crisps Large,Snacks & Confectionery,0.0,0.0,0.0,5.8752,5.8752,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST06,SKU00548,QuickBite OTC Medicine 1kg,Health & Wellness,0.0,0.0,0.0,14.0266,14.0266,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST06,SKU00949,UrbanBite Spices & Seasoning 1L,Grocery,0.0,0.0,0.0,12.086,0.38987096774193547,2.1707096802956016,0.0,5.567764362830022,1,0,1,STOCKOUT,URGENT,13
ST06,SKU01050,SunriseFoods Vitamins & Supplements Large,Health & Wellness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST06,SKU01251,CleanWave Storage & Containers 2kg,Home & Kitchen,0.0,0.0,0.0,8.271819047619047,8.271819047619047,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST06,SKU01254,DailyBest Yogurt Family Pack,Dairy & Bakery,0.0,0.0,0.0,30.270228571428564,30.270228571428564,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31
ST06,SKU01259,QuickBite Flour & Atta Large,Grocery,0.0,0.0,0.0,9.960066666666666,9.960066666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST06,SKU01383,NatureBlend Writing Instruments Pack of 6,Stationery & Office,0.0,0.0,0.0,8.975666666666665,8.975666666666665,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST06,SKU01385,PremiumSelect Footwear Family Pack,Apparel & Footwear,0.0,0.0,0.0,13.984876190476191,13.984876190476191,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST06,SKU01489,ZestyCo Namkeen Small,Snacks & Confectionery,0.0,0.0,0.0,4.514076190476192,4.514076190476192,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5
ST06,SKU01623,SoftTouch Men's Grooming 500g,Personal Care,0.0,0.0,0.0,17.124114285714292,17.124114285714292,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST06,SKU02058,PremiumSelect Cookware Family Pack,Home & Kitchen,0.0,0.0,0.0,12.022,12.022,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST06,SKU02281,FreshFarm Energy Drinks Pack of 12,Beverages,0.0,0.0,0.0,24.4046,24.4046,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25
ST06,SKU02444,BasicNeeds Tea 1L,Beverages,0.0,0.0,0.0,25.50162857142856,25.50162857142856,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST06,SKU02503,PremiumSelect Notebooks 100g,Stationery & Office,0.0,26.0,13.0,5.019333333333334,5.019333333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26
ST06,SKU02575,SmartBuy Footwear Family Pack,Apparel & Footwear,0.0,0.0,0.0,18.052661904761905,18.052661904761905,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST06,SKU02770,SparkleClean Hair Care Pack of 6,Personal Care,0.0,0.0,0.0,13.069666666666668,13.069666666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14
ST06,SKU02790,PremiumSelect Chips & Crisps 2L,Snacks & Confectionery,0.0,0.0,0.0,2.970666666666667,0.07426666666666668,0.4697036417903433,0.0,6.324555320336758,1,0,1,STOCKOUT,URGENT,3
ST06,SKU03007,PrimeCare Men's Wear Small,Apparel & Footwear,0.0,0.0,0.0,9.210771428571428,9.210771428571428,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST06,SKU03015,NutriPlus Juices Medium,Beverages,0.0,0.0,0.0,5.9996,0.4615076923076923,1.6639896486364423,0.0,3.6055512754639896,1,0,1,STOCKOUT,URGENT,6
ST06,SKU03223,NovaFresh Bread 1L,Dairy & Bakery,0.0,0.0,0.0,12.990666666666666,12.990666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST06,SKU03249,EliteHome Sugar & Salt Small,Grocery,0.0,0.0,0.0,16.951133333333335,16.951133333333335,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,17
ST06,SKU03253,FreshFarm Soft Drinks 2L,Beverages,0.0,0.0,0.0,21.797280952380955,21.797280952380955,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22
ST06,SKU03434,ZestyCo Milk Medium,Dairy & Bakery,0.0,0.0,0.0,41.21826666666669,41.21826666666669,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,42
ST06,SKU03575,SoftTouch Sugar & Salt 100g,Grocery,0.0,0.0,0.0,17.86477619047619,17.86477619047619,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18
ST06,SKU03607,SparkleClean OTC Medicine 500g,Health & Wellness,0.0,0.0,0.0,31.935057142857136,31.935057142857136,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,32
ST06,SKU03786,HomeStyle Storage & Containers Pack of 6,Home & Kitchen,0.0,0.0,0.0,23.327685714285717,23.327685714285717,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24
ST06,SKU03925,BasicNeeds Butter & Ghee 2kg,Dairy & Bakery,0.0,0.0,0.0,18.16079523809524,18.16079523809524,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST06,SKU04099,CrispKing Storage & Containers Small,Home & Kitchen,0.0,0.0,0.0,0.001,0.001,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,1
ST06,SKU04313,DailyBest First Aid 500g,Health & Wellness,0.0,0.0,0.0,18.62516190476191,0.4775682539682541,2.9824127901303648,0.0,6.244997998398398,1,0,1,STOCKOUT,URGENT,19
ST06,SKU04314,CrispKing OTC Medicine 250ml,Health & Wellness,0.0,0.0,0.0,39.336666666666666,39.336666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,40
ST06,SKU04485,NovaFresh Coffee Small,Beverages,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0
ST06,SKU04897,NatureBlend Women's Wear 100g,Apparel & Footwear,0.0,0.0,0.0,1.062,1.062,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2
ST06,SKU04899,FreshFarm Cheese 2L,Dairy & Bakery,0.0,0.0,0.0,5.984066666666667,5.984066666666667,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6
ST06,SKU04950,NovaFresh Yogurt Pack of 12,Dairy & Bakery,0.0,0.0,0.0,12.017733333333334,12.017733333333334,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST07,SKU00228,FamilyChoice Mobile Accessories 250ml,Electronics & Accessories,0.0,0.0,0.0,22.91325714285714,22.91325714285714,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23
ST07,SKU00448,GoldenHarvest Kids Wear 250ml,Apparel & Footwear,0.0,0.0,0.0,12.055,12.055,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13
ST07,SKU00460,NovaFresh Cookware 1kg,Home & Kitchen,0.0,0.0,0.0,15.98,15.98,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST07,SKU00464,CityFresh Hair Care Small,Personal Care,0.0,0.0,0.0,19.285266666666665,19.285266666666665,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20
ST07,SKU00518,UrbanBite Home Decor Pack of 12,Home & Kitchen,0.0,0.0,0.0,10.846219047619044,10.846219047619044,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST07,SKU00561,FreshFarm Mobile Accessories Small,Electronics & Accessories,0.0,0.0,0.0,18.1914,18.1914,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19
ST07,SKU00566,PrimeCare Women's Wear 1kg,Apparel & Footwear,0.0,0.0,0.0,3.055333333333333,3.055333333333333,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST07,SKU00767,PrimeCare Frozen Meat 500ml,Frozen Foods,0.0,0.0,0.0,39.89411904761908,39.89411904761908,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,40
ST07,SKU00777,TrueTaste Ice Cream Large,Frozen Foods,0.0,0.0,0.0,3.027,3.027,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4
ST07,SKU00809,QuickBite Writing Instruments 250ml,Stationery & Office,0.0,0.0,0.0,14.9666,14.9666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15
ST07,SKU00941,EliteHome Frozen Vegetables Small,Frozen Foods,0.0,0.0,0.0,10.008333333333336,10.008333333333336,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
ST07,SKU01083,UrbanBite Notebooks 1kg,Stationery & Office,0.0,0.0,0.0,23.1103619047619,23.1103619047619,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24
ST07,SKU01216,HomeStyle Cooking Oil 1L,Grocery,0.0,0.0,0.0,15.847666666666669,15.847666666666669,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16
ST07,SKU01326,PureLife Cheese 1L,Dairy & Bakery,0.0,0.0,0.0,11.929819047619048,11.929819047619048,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST07,SKU01539,UrbanBite Office Supplies 2L,Stationery & Office,0.0,0.0,0.0,8.010466666666668,8.010466666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9
ST07,SKU01632,NatureBlend Skin Care Pack of 12,Personal Care,0.0,0.0,0.0,11.918,11.918,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12
ST07,SKU01677,ValueChoice Tea Pack of 6,Beverages,0.0,47.0,17.0,6.047266666666668,6.047266666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,47
ST07,SKU01685,FamilyChoice Skin Care Large,Personal Care,0.0,0.0,0.0,7.723666666666666,7.723666666666666,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8
ST07,SKU01698,ZestyCo Frozen Meat Family Pack,Frozen Foods,0.0,0.0,0.0,2.992,2.992,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3
ST07,SKU01702,HomeStyle Bread 2L,Dairy & Bakery,0.0,0.0,0.0,19.7552873015873,0.49388218253968247,3.123585185200879,0.0,6.324555320336758,1,0,1,STOCKOUT,URGENT,20
ST07,SKU01885,EverydayPlus Office Supplies 1kg,Stationery & Office,0.0,0.0,0.0,9.064666666666668,9.064666666666668,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10
ST07,SKU02563,CleanWave Writing Instruments 2kg,Stationery & Office,0.0,0.0,0.0,10.9808,10.9808,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11
