store_id,sku_id,sku_name,category,subcategory,brand,forecast_total_demand,forecast_average_daily_demand,forecast_demand_std,forecast_days,stock_on_hand,reorder_point,safety_stock,days_of_forecast_coverage,stock_above_reorder,stock_above_safety,stockout_risk_flag,overstock_risk_flag,demand_volatility_flag,inventory_status,replenishment_priority,recommended_order_quantity,unit_price,cost_price,inventory_cost_value,inventory_retail_value,estimated_replenishment_cost,estimated_replenishment_retail_value,last_restock_date
ST03,SKU02292,EverydayPlus Flour & Atta Medium,Grocery,Flour & Atta,EverydayPlus,2.743895238095239,0.1614056022408964,0.6654923466056464,17,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,3,283.47,217.59,0.0,0.0,652.77,850.4100000000001,
ST03,SKU02719,MetroBrand Storage & Containers Pack of 6,Home & Kitchen,Storage & Containers,MetroBrand,4.913901587301588,0.30711884920634924,1.228475396825397,16,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,5,1796.28,1106.92,0.0,0.0,5534.6,8981.4,
ST03,SKU02891,PurePlus Men's Grooming 1L,Personal Care,Men's Grooming,PurePlus,4.963333333333333,4.963333333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5,514.58,384.81,0.0,0.0,1924.05,2572.9,
ST03,SKU02892,CityFresh Cheese 2kg,Dairy & Bakery,Cheese,CityFresh,8.006933333333333,8.006933333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,77.05,46.22,0.0,0.0,415.98,693.4499999999999,
ST03,SKU03008,CityFresh Notebooks 100g,Stationery & Office,Notebooks,CityFresh,4.012733333333333,4.012733333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5,281.2,154.92,0.0,0.0,774.5999999999999,1406.0,
ST03,SKU03146,NovaFresh Kids Wear 500ml,Apparel & Footwear,Kids Wear,NovaFresh,6.973333333333334,6.973333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,1279.79,903.11,0.0,0.0,6321.77,8958.529999999999,
ST03,SKU03360,EverydayPlus Men's Grooming Medium,Personal Care,Men's Grooming,EverydayPlus,17.379014285714284,17.379014285714284,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,346.96,267.65,0.0,0.0,4817.7,6245.28,
ST03,SKU03383,NovaFresh Pulses & Lentils 1kg,Grocery,Pulses & Lentils,NovaFresh,26.073192063492066,26.073192063492066,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,27,214.46,157.28,0.0,0.0,4246.56,5790.42,
ST03,SKU03576,DailyBest Writing Instruments Pack of 6,Stationery & Office,Writing Instruments,DailyBest,38.17772813852813,2.0093541125541123,8.758571518411227,19,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,39,61.97,43.79,0.0,0.0,1707.81,2416.83,
ST03,SKU03601,PrimeCare Frozen Vegetables Medium,Frozen Foods,Frozen Vegetables,PrimeCare,6.043666666666667,6.043666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,790.24,615.31,0.0,0.0,4307.17,5531.68,
ST03,SKU03659,DailyBest Ready Meals Small,Frozen Foods,Ready Meals,DailyBest,5.000333333333334,5.000333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,484.55,341.19,0.0,0.0,2047.1399999999999,2907.3,
ST03,SKU03688,FreshFarm Vitamins & Supplements 1L,Health & Wellness,Vitamins & Supplements,FreshFarm,2.975,2.975,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3,671.66,470.66,0.0,0.0,1411.98,2014.98,
ST03,SKU03772,CleanWave First Aid Large,Health & Wellness,First Aid,CleanWave,23.670019047619054,23.670019047619054,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24,245.96,188.41,0.0,0.0,4521.84,5903.04,
ST03,SKU03785,PremiumSelect Biscuits & Cookies Medium,Snacks & Confectionery,Biscuits & Cookies,PremiumSelect,23.1451468975469,23.1451468975469,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,24,233.48,160.77,0.0,0.0,3858.4800000000005,5603.5199999999995,
ST03,SKU03952,CityFresh Notebooks Large,Stationery & Office,Notebooks,CityFresh,18.9952,18.9952,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,382.65,258.83,0.0,0.0,4917.7699999999995,7270.349999999999,
ST03,SKU04027,GreenValley Milk Large,Dairy & Bakery,Milk,GreenValley,10.031733333333332,10.031733333333332,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,118.29,73.45,0.0,0.0,807.95,1301.19,
ST03,SKU04164,PremiumSelect Energy Drinks 500ml,Beverages,Energy Drinks,PremiumSelect,18.12286666666666,18.12286666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,159.68,121.31,0.0,0.0,2304.89,3033.92,
ST03,SKU04418,GreenValley Batteries 1kg,Electronics & Accessories,Batteries,GreenValley,30.1492507936508,30.1492507936508,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31,3188.54,2485.69,0.0,0.0,77056.39,98844.74,
ST03,SKU04515,PrimeCare Milk Pack of 12,Dairy & Bakery,Milk,PrimeCare,15.740733333333337,15.740733333333337,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,244.19,152.52,0.0,0.0,2440.32,3907.04,
ST03,SKU04746,SoftTouch Bath & Body 1kg,Personal Care,Bath & Body,SoftTouch,18.403009523809526,18.403009523809526,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,364.33,279.55,0.0,0.0,5311.45,6922.2699999999995,
ST03,SKU04788,HealthFirst Vitamins & Supplements 500g,Health & Wellness,Vitamins & Supplements,HealthFirst,15.013214285714286,15.013214285714286,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,583.18,345.34,0.0,0.0,5525.44,9330.88,
ST03,SKU04903,EliteHome Office Supplies 500g,Stationery & Office,Office Supplies,EliteHome,14.202,14.202,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,237.98,156.16,0.0,0.0,2342.4,3569.7,
ST03,SKU04925,CleanWave Coffee Family Pack,Beverages,Coffee,CleanWave,11.009666666666664,11.009666666666664,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,136.47,97.01,0.0,0.0,1164.1200000000001,1637.6399999999999,
ST04,SKU00065,BasicNeeds Small Appliances 500g,Electronics & Accessories,Small Appliances,BasicNeeds,24.60318095238095,24.60318095238095,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,25,964.12,749.86,0.0,0.0,18746.5,24103.0,
ST04,SKU00122,MetroBrand Cooking Oil 100g,Grocery,Cooking Oil,MetroBrand,17.85493333333333,17.85493333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,159.98,114.13,0.0,0.0,2054.34,2879.64,
ST04,SKU00156,SunriseFoods Coffee 1L,Beverages,Coffee,SunriseFoods,20.039580952380945,20.039580952380945,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21,164.3,103.08,0.0,0.0,2164.68,3450.3,
ST04,SKU00276,NatureBlend Biscuits & Cookies 500ml,Snacks & Confectionery,Biscuits & Cookies,NatureBlend,4.006,4.006,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5,50.27,39.39,0.0,0.0,196.95,251.35000000000002,
ST04,SKU00444,CityFresh Writing Instruments 1kg,Stationery & Office,Writing Instruments,CityFresh,8.007000000000001,8.007000000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,165.41,110.42,0.0,0.0,993.78,1488.69,
ST04,SKU00596,NovaFresh Skin Care 1kg,Personal Care,Skin Care,NovaFresh,55.84013650793651,55.84013650793651,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,56,468.99,308.16,0.0,0.0,17256.960000000003,26263.440000000002,
ST04,SKU00956,CleanWave Namkeen Large,Snacks & Confectionery,Namkeen,CleanWave,15.368422222222229,15.368422222222229,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,78.37,52.5,0.0,0.0,840.0,1253.92,
ST04,SKU01013,ValueChoice Cookware Pack of 12,Home & Kitchen,Cookware,ValueChoice,18.07220000000001,18.07220000000001,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,964.27,546.62,0.0,0.0,10385.78,18321.13,
ST04,SKU01028,SunriseFoods Chocolates 500ml,Snacks & Confectionery,Chocolates,SunriseFoods,7.0,7.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,120.24,78.98,0.0,0.0,552.86,841.68,
ST04,SKU01164,SmartBuy Cookware Large,Home & Kitchen,Cookware,SmartBuy,5.9943333333333335,5.9943333333333335,0.0,1,0.0,35.0,9.0,0.0,-35.0,-9.0,1,0,0,STOCKOUT,URGENT,35,241.81,152.68,0.0,0.0,5343.8,8463.35,2025-08-09
ST04,SKU01215,PremiumSelect Ready Meals Large,Frozen Foods,Ready Meals,PremiumSelect,21.153249206349216,21.153249206349216,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22,268.96,180.07,0.0,0.0,3961.54,5917.12,
ST04,SKU01313,EliteHome Pulses & Lentils 2L,Grocery,Pulses & Lentils,EliteHome,15.275723809523814,15.275723809523814,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,438.16,268.64,0.0,0.0,4298.24,7010.56,
ST04,SKU01372,DailyBest Mobile Accessories 250ml,Electronics & Accessories,Mobile Accessories,DailyBest,12.972,12.972,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,1572.73,965.07,0.0,0.0,12545.91,20445.49,
ST04,SKU01479,SunriseFoods Oral Care Family Pack,Personal Care,Oral Care,SunriseFoods,6.979333333333334,6.979333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,425.66,271.53,0.0,0.0,1900.7099999999998,2979.6200000000003,
ST04,SKU01488,CleanWave Vitamins & Supplements 2kg,Health & Wellness,Vitamins & Supplements,CleanWave,3.9986666666666655,3.9986666666666655,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,612.26,462.23,0.0,0.0,1848.92,2449.04,
ST04,SKU01494,PremiumSelect First Aid 2L,Health & Wellness,First Aid,PremiumSelect,2.0066666666666664,2.0066666666666664,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3,1136.73,646.36,0.0,0.0,1939.08,3410.19,
ST04,SKU01894,FamilyChoice Small Appliances 250ml,Electronics & Accessories,Small Appliances,FamilyChoice,30.49932222222223,30.49932222222223,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,31,620.89,349.82,0.0,0.0,10844.42,19247.59,
ST04,SKU01943,BasicNeeds Women's Wear Medium,Apparel & Footwear,Women's Wear,BasicNeeds,14.046,14.046,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,15,1053.43,781.61,0.0,0.0,11724.15,15801.45,
ST04,SKU01972,QuickBite Office Supplies 2kg,Stationery & Office,Office Supplies,QuickBite,32.08589365079366,32.08589365079366,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33,81.24,48.03,0.0,0.0,1584.99,2680.9199999999996,
ST04,SKU02555,GreenValley Sugar & Salt 1kg,Grocery,Sugar & Salt,GreenValley,17.932800000000004,17.932800000000004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,473.51,323.44,0.0,0.0,5821.92,8523.18,
ST04,SKU02641,PurePlus Office Supplies 1L,Stationery & Office,Office Supplies,PurePlus,21.198866666666667,21.198866666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,22,63.06,50.15,0.0,0.0,1103.3,1387.3200000000002,
ST04,SKU02697,PrimeCare Cookware 250g,Home & Kitchen,Cookware,PrimeCare,7.068666666666667,7.068666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,292.68,201.27,0.0,0.0,1610.16,2341.44,
ST04,SKU02785,PremiumSelect Kids Wear 500ml,Apparel & Footwear,Kids Wear,PremiumSelect,9.956733333333332,9.956733333333332,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,10,1136.58,744.26,0.0,0.0,7442.6,11365.8,
ST04,SKU02856,EliteHome Men's Grooming 1L,Personal Care,Men's Grooming,EliteHome,8.208390476190475,8.208390476190475,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,211.45,164.82,0.0,0.0,1483.3799999999999,1903.05,
ST04,SKU02943,NatureBlend Batteries 1L,Electronics & Accessories,Batteries,NatureBlend,29.8523746031746,29.8523746031746,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,30,909.95,514.91,0.0,0.0,15447.3,27298.5,
ST04,SKU03083,ZestyCo Small Appliances 500g,Electronics & Accessories,Small Appliances,ZestyCo,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,763.32,419.85,0.0,0.0,0.0,0.0,
ST04,SKU03372,PurePlus Yogurt Family Pack,Dairy & Bakery,Yogurt,PurePlus,7.47784126984127,7.47784126984127,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,279.34,165.79,0.0,0.0,1326.32,2234.72,
ST04,SKU03669,QuickBite OTC Medicine Large,Health & Wellness,OTC Medicine,QuickBite,2.016,2.016,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,3,1245.54,850.93,0.0,0.0,2552.79,3736.62,
ST04,SKU03697,EverydayPlus Men's Wear 500ml,Apparel & Footwear,Men's Wear,EverydayPlus,5.0216,5.0216,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,2871.26,1832.0,0.0,0.0,10992.0,17227.56,
ST04,SKU03755,SoftTouch Storage & Containers Pack of 6,Home & Kitchen,Storage & Containers,SoftTouch,11.004666666666669,11.004666666666669,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,1185.42,915.44,0.0,0.0,10985.28,14225.04,
ST04,SKU03806,HomeStyle Notebooks Small,Stationery & Office,Notebooks,HomeStyle,18.13303809523809,18.13303809523809,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,81.99,49.95,0.0,0.0,949.0500000000001,1557.81,
ST04,SKU03872,DailyBest Flour & Atta 2L,Grocery,Flour & Atta,DailyBest,3.9978000000000007,0.9994500000000002,1.9989000000000001,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,4,403.77,286.18,0.0,0.0,1144.72,1615.08,
ST04,SKU04014,PremiumSelect Namkeen 100g,Snacks & Confectionery,Namkeen,PremiumSelect,18.179466666666663,18.179466666666663,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,76.21,48.58,0.0,0.0,923.02,1447.9899999999998,
ST04,SKU04015,SoftTouch Small Appliances Family Pack,Electronics & Accessories,Small Appliances,SoftTouch,12.003666666666666,12.003666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,1698.51,1044.34,0.0,0.0,13576.419999999998,22080.63,
ST04,SKU04218,CleanWave Coffee 2kg,Beverages,Coffee,CleanWave,10.096866666666669,10.096866666666669,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,96.37,67.24,0.0,0.0,739.64,1060.0700000000002,
ST04,SKU04279,ValueChoice Women's Wear Pack of 12,Apparel & Footwear,Women's Wear,ValueChoice,10.034,10.034,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,466.51,271.33,0.0,0.0,2984.6299999999997,5131.61,
ST04,SKU04700,TrueTaste Storage & Containers 250g,Home & Kitchen,Storage & Containers,TrueTaste,12.996666666666666,12.996666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,13,1503.53,915.1,0.0,0.0,11896.300000000001,19545.89,
ST04,SKU04811,MetroBrand Skin Care 500ml,Personal Care,Skin Care,MetroBrand,33.35392380952382,33.35392380952382,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,34,281.13,194.64,0.0,0.0,6617.759999999999,9558.42,
ST04,SKU04959,QuickBite Bread Medium,Dairy & Bakery,Bread,QuickBite,7.074466666666667,7.074466666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,140.13,79.31,0.0,0.0,634.48,1121.04,
ST05,SKU00057,FamilyChoice Kids Wear 500ml,Apparel & Footwear,Kids Wear,FamilyChoice,15.923474603174604,15.923474603174604,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,2287.08,1510.65,0.0,0.0,24170.4,36593.28,
ST05,SKU00073,PrimeCare Small Appliances 100g,Electronics & Accessories,Small Appliances,PrimeCare,18.392466666666664,18.392466666666664,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,19,1216.02,704.61,0.0,0.0,13387.59,23104.38,
ST05,SKU00098,ValueChoice Men's Grooming 500g,Personal Care,Men's Grooming,ValueChoice,15.916133333333336,15.916133333333336,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,16,306.0,224.26,0.0,0.0,3588.16,4896.0,
ST05,SKU00214,SoftTouch Home Decor Pack of 12,Home & Kitchen,Home Decor,SoftTouch,30.41915714285714,0.7419306620209059,4.750674204480662,41,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,31,392.18,307.22,0.0,0.0,9523.820000000002,12157.58,
ST05,SKU00483,ValueChoice Surface Cleaners 100g,Home Care,Surface Cleaners,ValueChoice,11.940333333333331,0.8528809523809523,3.1911883155149843,14,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,12,180.8,101.09,0.0,0.0,1213.08,2169.6000000000004,
ST05,SKU00804,CrispKing Air Fresheners Medium,Home Care,Air Fresheners,CrispKing,11.923666666666666,11.923666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,12,120.97,74.42,0.0,0.0,893.04,1451.6399999999999,
ST05,SKU00845,ZestyCo Frozen Vegetables 1L,Frozen Foods,Frozen Vegetables,ZestyCo,9.2044,9.2044,0.0,1,0.0,31.0,15.0,0.0,-31.0,-15.0,1,0,0,STOCKOUT,URGENT,31,670.83,490.52,0.0,0.0,15206.119999999999,20795.73,2025-08-07
ST05,SKU00916,MetroBrand Hair Care 2L,Personal Care,Hair Care,MetroBrand,6.110133333333332,6.110133333333332,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,268.02,201.3,0.0,0.0,1409.1000000000001,1876.1399999999999,
ST05,SKU01122,PureLife Coffee 500ml,Beverages,Coffee,PureLife,20.914247619047607,20.914247619047607,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,21,145.52,103.44,0.0,0.0,2172.24,3055.92,
ST05,SKU01137,PurePlus Cookware Pack of 12,Home & Kitchen,Cookware,PurePlus,44.09865555555555,44.09865555555555,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,45,1286.53,798.87,0.0,0.0,35949.15,57893.85,
ST05,SKU01150,HomeStyle Pulses & Lentils 250g,Grocery,Pulses & Lentils,HomeStyle,1.004,1.004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,2,279.57,156.62,0.0,0.0,313.24,559.14,
ST05,SKU01200,MetroBrand OTC Medicine 250g,Health & Wellness,OTC Medicine,MetroBrand,7.993666666666666,7.993666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,973.91,689.14,0.0,0.0,5513.12,7791.28,
ST05,SKU01519,NutriPlus Frozen Meat 500g,Frozen Foods,Frozen Meat,NutriPlus,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,441.41,351.33,0.0,0.0,0.0,0.0,
ST05,SKU01577,PureLife Office Supplies 500ml,Stationery & Office,Office Supplies,PureLife,10.719466666666667,10.719466666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,11,67.67,39.84,0.0,0.0,438.24,744.37,
ST05,SKU01944,SoftTouch Chocolates Small,Snacks & Confectionery,Chocolates,SoftTouch,28.572380952380943,28.572380952380943,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,29,36.52,21.13,0.0,0.0,612.77,1059.0800000000002,
ST05,SKU02034,GreenValley Vitamins & Supplements 100g,Health & Wellness,Vitamins & Supplements,GreenValley,19.9298,19.9298,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20,751.83,476.15,0.0,0.0,9523.0,15036.6,
ST05,SKU02046,ValueChoice Footwear Pack of 6,Apparel & Footwear,Footwear,ValueChoice,17.914942857142858,17.914942857142858,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,18,2009.47,1591.88,0.0,0.0,28653.840000000004,36170.46,
ST05,SKU02090,NovaFresh Home Decor Pack of 12,Home & Kitchen,Home Decor,NovaFresh,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,0,588.59,345.26,0.0,0.0,0.0,0.0,
ST05,SKU02138,QuickBite Men's Wear 2kg,Apparel & Footwear,Men's Wear,QuickBite,3.0076666666666667,3.0076666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,4,799.69,607.05,0.0,0.0,2428.2,3198.76,
ST05,SKU02165,MetroBrand Candy Pack of 6,Snacks & Confectionery,Candy,MetroBrand,32.63241904761904,32.63241904761904,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,33,151.01,102.04,0.0,0.0,3367.32,4983.33,
ST05,SKU02931,FreshFarm Pest Control Large,Home Care,Pest Control,FreshFarm,19.109333333333336,19.109333333333336,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,20,127.7,76.41,0.0,0.0,1528.1999999999998,2554.0,
ST05,SKU03002,NutriPlus Chocolates 250g,Snacks & Confectionery,Chocolates,NutriPlus,5.0076,5.0076,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,52.44,35.4,0.0,0.0,212.39999999999998,314.64,
ST05,SKU03069,ZestyCo Writing Instruments Large,Stationery & Office,Writing Instruments,ZestyCo,25.02062857142857,25.02062857142857,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,26,296.3,214.74,0.0,0.0,5583.24,7703.8,
ST05,SKU03071,SunriseFoods Mobile Accessories Pack of 12,Electronics & Accessories,Mobile Accessories,SunriseFoods,7.098333333333333,7.098333333333333,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,8,1229.09,690.95,0.0,0.0,5527.6,9832.72,
ST05,SKU03532,SparkleClean Rice & Grains 100g,Grocery,Rice & Grains,SparkleClean,22.48363809523809,22.48363809523809,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23,94.55,61.02,0.0,0.0,1403.46,2174.65,
ST05,SKU03595,ZestyCo Chocolates 250g,Snacks & Confectionery,Chocolates,ZestyCo,12.839533333333334,1.8342190476190476,4.85288745001774,7,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1,STOCKOUT,URGENT,13,164.86,96.18,0.0,0.0,1250.3400000000001,2143.1800000000003,
ST05,SKU03599,UrbanBite Office Supplies 2L,Stationery & Office,Office Supplies,UrbanBite,6.013666666666667,6.013666666666667,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,160.95,127.27,0.0,0.0,890.89,1126.6499999999999,
ST05,SKU03706,SmartBuy Mobile Accessories 500ml,Electronics & Accessories,Mobile Accessories,SmartBuy,6.006666666666666,6.006666666666666,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,7,2125.77,1481.4,0.0,0.0,10369.800000000001,14880.39,
ST05,SKU03775,HealthFirst First Aid 250g,Health & Wellness,First Aid,HealthFirst,22.662699999999997,22.662699999999997,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23,787.79,581.02,0.0,0.0,13363.46,18119.17,
ST05,SKU04203,CleanWave Frozen Vegetables 500g,Frozen Foods,Frozen Vegetables,CleanWave,22.0624,22.0624,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,23,709.74,446.72,0.0,0.0,10274.560000000001,16324.02,
ST05,SKU04296,MetroBrand Hair Care 1L,Personal Care,Hair Care,MetroBrand,4.9962,4.9962,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,5,315.31,218.56,0.0,0.0,1092.8,1576.55,
ST05,SKU04385,ZestyCo Rice & Grains Family Pack,Grocery,Rice & Grains,ZestyCo,5.042333333333334,5.042333333333334,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,6,423.71,280.27,0.0,0.0,1681.62,2542.2599999999998,
ST05,SKU04465,BasicNeeds Ice Cream 1kg,Frozen Foods,Ice Cream,BasicNeeds,8.004,8.004,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,9,307.29,228.36,0.0,0.0,2055.2400000000002,2765.61,
ST05,SKU04527,NovaFresh Ready Meals 250g,Frozen Foods,Ready Meals,NovaFresh,13.962666666666664,13.962666666666664,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,STOCKOUT,URGENT,14,956.58,708.53,0.0,0.0,9919.42,13392.12,
