date,store_id,sku_id,units_sold,revenue,unit_price,promo_flag
2025-02-26,ST14,SKU001993,17,1675.69,98.57,0
2025-02-26,ST16,SKU001361,0,0.0,1181.6,0
2025-02-26,ST17,SKU001251,5,1116.15,223.23,0
2025-02-26,ST18,SKU004734,25,40431.0,1617.24,1
2025-02-26,ST19,SKU002077,7,4005.68,572.24,0
2025-02-26,ST19,SKU002244,21,5268.06,250.86,1
2025-02-26,ST19,SKU003167,17,33888.65,1993.45,0
2025-02-26,ST21,SKU003507,5,12010.45,2402.09,0
2025-02-26,ST23,SKU002189,17,22270.51,1310.03,0
2025-02-26,ST24,SKU004541,5,7145.65,1429.13,1
2025-02-26,ST25,SKU000955,14,23032.8,1645.2,0
2025-02-26,ST25,SKU002210,8,10341.76,1292.72,1
2025-02-26,ST25,SKU003833,8,14598.64,1824.83,0
2025-02-26,ST26,SKU001855,6,11529.9,1921.65,0
2025-02-26,ST26,SKU004878,5,1678.75,335.75,0
2025-02-26,ST30,SKU002075,4,7946.2,1986.55,0
2025-02-26,ST30,SKU003311,11,6144.71,558.61,0
2025-02-27,ST02,SKU001110,28,55513.92,1982.64,0
2025-02-27,ST02,SKU003565,10,7070.5,707.05,0
2025-02-27,ST03,SKU004440,14,12241.32,874.38,0
2025-02-27,ST04,SKU001116,20,46548.8,2327.44,0
2025-02-27,ST04,SKU003340,10,5190.6,519.06,0
2025-02-27,ST04,SKU003563,14,21311.5,1522.25,0
2025-02-27,ST04,SKU004099,27,28799.28,1066.64,0
2025-02-27,ST05,SKU000375,10,1393.6,139.36,0
2025-02-27,ST05,SKU001381,13,3382.08,260.16,0
2025-02-27,ST05,SKU002647,1,2005.58,2005.58,0
2025-02-27,ST06,SKU002136,14,21008.82,1500.63,1
2025-02-27,ST06,SKU003566,8,16296.96,2037.12,0
2025-02-27,ST06,SKU004520,10,1164.4,116.44,0
2025-02-27,ST07,SKU000710,11,12163.69,1105.79,0
2025-02-27,ST07,SKU001141,9,22395.24,2488.36,0
2025-02-27,ST07,SKU003356,33,11084.37,335.89,1
2025-02-27,ST09,SKU004109,12,11243.52,936.96,1
2025-02-27,ST10,SKU004175,5,2027.7,405.54,0
2025-02-27,ST11,SKU002539,18,8772.84,487.38,0
2025-02-27,ST11,SKU003101,21,20639.64,982.84,0
2025-02-27,ST11,SKU004241,16,31274.08,1954.63,0
2025-02-27,ST13,SKU000245,13,10023.78,771.06,0
2025-02-27,ST13,SKU002570,13,19387.81,1491.37,0
2025-02-27,ST13,SKU004922,14,1934.38,138.17,1
2025-02-27,ST14,SKU002184,37,31448.15,849.95,0
2025-02-27,ST15,SKU001561,15,19449.75,1296.65,1
2025-02-27,ST16,SKU000991,28,42426.72,1515.24,0
2025-02-27,ST16,SKU004273,6,422.52,70.42,0
2025-02-27,ST19,SKU000058,4,3067.88,766.97,0
2025-02-27,ST19,SKU004004,7,16136.05,2305.15,0
2025-02-27,ST20,SKU001114,8,4400.88,550.11,1
2025-02-27,ST22,SKU000854,4,7642.64,1910.66,0
2025-02-27,ST22,SKU003380,2,1630.32,815.16,0
2025-02-27,ST22,SKU003823,6,8380.32,1396.72,1
2025-02-27,ST22,SKU004620,7,14446.53,2063.79,0
2025-02-27,ST23,SKU002627,15,29843.25,1989.55,0
2025-02-27,ST24,SKU004113,17,3819.39,224.67,0
2025-02-27,ST27,SKU003112,19,11736.68,617.72,0
2025-02-27,ST28,SKU002590,4,1281.8,320.45,0
2025-02-27,ST28,SKU004583,13,19754.02,1519.54,0
2025-02-27,ST30,SKU000409,4,7230.96,1807.74,0
2025-02-27,ST30,SKU002961,4,9032.44,2258.11,0
2025-02-27,ST30,SKU003968,3,3431.22,1143.74,0
2025-02-28,ST03,SKU002139,6,1032.48,172.08,0
2025-02-28,ST03,SKU002600,4,1938.68,484.67,0
2025-02-28,ST03,SKU003885,4,1768.44,442.11,0
2025-02-28,ST06,SKU003450,16,25687.52,1605.47,0
2025-02-28,ST08,SKU001371,10,16417.1,1641.71,0
2025-02-28,ST08,SKU003708,3,3778.44,1259.48,0
2025-02-28,ST08,SKU004941,12,10510.08,875.84,0
2025-02-28,ST09,SKU003570,4,4277.48,1069.37,0
2025-02-28,ST09,SKU004095,20,24837.8,1241.89,0
2025-02-28,ST11,SKU004579,19,19810.92,1042.68,0
2025-02-28,ST13,SKU000112,21,2797.62,133.22,0
2025-02-28,ST13,SKU002364,22,49752.12,2261.46,0
2025-02-28,ST13,SKU003191,7,7075.46,1010.78,0
2025-02-28,ST14,SKU000965,19,11901.41,626.39,1
2025-02-28,ST17,SKU004575,12,19084.44,1590.37,0
2025-02-28,ST17,SKU004593,16,34278.08,2142.38,0
2025-02-28,ST18,SKU002450,11,26107.07,2373.37,0
2025-02-28,ST19,SKU000317,24,6798.48,283.27,0
2025-02-28,ST20,SKU002038,4,4653.28,1163.32,0
2025-02-28,ST22,SKU001813,7,11494.21,1642.03,0
2025-02-28,ST23,SKU000291,6,7825.08,1304.18,0
2025-02-28,ST23,SKU000674,23,46804.54,2034.98,0
2025-02-28,ST24,SKU000873,4,6610.72,1652.68,0
2025-02-28,ST28,SKU001897,17,18952.79,1114.87,1
2025-02-28,ST29,SKU000180,14,27850.06,1989.29,0
2025-02-28,ST29,SKU002019,3,411.81,137.27,0
2025-02-28,ST30,SKU000979,7,3918.88,559.84,1
2025-03-01,ST01,SKU002827,11,11345.29,1031.39,1
2025-03-01,ST02,SKU002606,2,3533.04,1766.52,0
2025-03-01,ST03,SKU001077,38,7757.32,204.14,0
2025-03-01,ST03,SKU001247,4,8183.44,2045.86,0
2025-03-01,ST03,SKU002094,11,8988.76,817.16,0
2025-03-01,ST04,SKU001947,14,6973.54,498.11,0
2025-03-01,ST04,SKU002312,3,3876.78,1292.26,0
2025-03-01,ST05,SKU003943,1,2080.27,2080.27,0
2025-03-01,ST07,SKU002761,32,34773.44,1086.67,0
2025-03-01,ST07,SKU003702,13,3954.34,304.18,0
2025-03-01,ST09,SKU004093,4,4963.4,1240.85,0
2025-03-01,ST09,SKU004653,8,13640.48,1705.06,0
2025-03-01,ST10,SKU004016,10,4949.8,494.98,0
2025-03-01,ST11,SKU000719,27,2522.34,93.42,0
2025-03-01,ST11,SKU002456,23,38386.77,1668.99,0
2025-03-01,ST12,SKU001884,6,10390.5,1731.75,0
2025-03-01,ST14,SKU000810,35,29632.75,846.65,1
2025-03-01,ST14,SKU002724,15,8649.3,576.62,1
2025-03-01,ST16,SKU000801,52,128474.32,2470.66,1
2025-03-01,ST16,SKU003134,8,6344.48,793.06,0
2025-03-01,ST17,SKU001647,11,26539.81,2412.71,0
2025-03-01,ST17,SKU003257,33,61351.29,1859.13,0
2025-03-01,ST18,SKU001481,33,19287.18,584.46,0
2025-03-01,ST19,SKU004673,18,8287.74,460.43,1
2025-03-01,ST20,SKU001062,11,9913.42,901.22,0
2025-03-01,ST21,SKU003390,3,1731.66,577.22,0
2025-03-01,ST21,SKU004506,18,9863.46,547.97,0
2025-03-01,ST22,SKU003266,4,1803.96,450.99,0
2025-03-01,ST23,SKU003590,11,12140.92,1103.72,0
2025-03-01,ST25,SKU003695,12,20373.6,1697.8,0
2025-03-01,ST26,SKU000916,17,7226.87,425.11,0
2025-03-01,ST27,SKU001823,45,63145.35,1403.23,0
2025-03-01,ST27,SKU002560,17,37483.81,2204.93,0
2025-03-01,ST27,SKU003489,34,76287.84,2243.76,0
2025-03-01,ST29,SKU000168,14,14444.08,1031.72,1
2025-03-01,ST29,SKU003674,2,3170.3,1585.15,0
2025-03-02,ST01,SKU002583,16,39912.48,2494.53,0
2025-03-02,ST01,SKU003623,24,20693.52,862.23,0
2025-03-02,ST02,SKU001026,7,11082.89,1583.27,0
2025-03-02,ST03,SKU001849,10,13769.6,1376.96,0
2025-03-02,ST04,SKU001588,25,55445.5,2217.82,0
2025-03-02,ST05,SKU004600,12,29880.96,2490.08,0
2025-03-02,ST06,SKU000616,5,2806.5,561.3,0
2025-03-02,ST06,SKU003468,14,15857.94,1132.71,0
2025-03-02,ST09,SKU000055,15,30832.5,2055.5,0
2025-03-02,ST09,SKU002806,33,18825.51,570.47,0
2025-03-02,ST10,SKU000071,24,37942.56,1580.94,0
2025-03-02,ST10,SKU004219,25,3042.0,121.68,0
2025-03-02,ST11,SKU000858,5,4822.85,964.57,0
2025-03-02,ST12,SKU002161,13,2475.46,190.42,0
2025-03-02,ST13,SKU002711,10,13016.0,1301.6,0
2025-03-02,ST13,SKU003452,26,59008.56,2269.56,0
2025-03-02,ST14,SKU000378,17,12264.48,721.44,0
2025-03-02,ST14,SKU003385,0,0.0,802.96,0
2025-03-02,ST15,SKU002988,10,557.5,55.75,0
2025-03-02,ST16,SKU003904,41,7132.36,173.96,1
2025-03-02,ST16,SKU004742,5,3046.0,609.2,0
2025-03-02,ST17,SKU000196,26,10879.44,418.44,0
2025-03-02,ST17,SKU000364,9,18267.84,2029.76,0
2025-03-02,ST18,SKU000764,21,1350.93,64.33,0
2025-03-02,ST19,SKU000196,13,5439.72,418.44,0
2025-03-02,ST19,SKU000519,5,7882.25,1576.45,0
2025-03-02,ST19,SKU000908,17,40123.4,2360.2,0
2025-03-02,ST20,SKU001698,7,6836.97,976.71,0
2025-03-02,ST21,SKU001378,10,24971.2,2497.12,0
2025-03-02,ST22,SKU002617,27,14865.12,550.56,0
2025-03-02,ST23,SKU001350,7,5088.09,726.87,0
2025-03-02,ST24,SKU003394,11,13432.54,1221.14,1
2025-03-02,ST25,SKU000211,9,15337.35,1704.15,0
2025-03-02,ST26,SKU002080,3,3259.86,1086.62,0
2025-03-02,ST27,SKU000349,8,11746.96,1468.37,0
2025-03-02,ST28,SKU003521,20,7304.8,365.24,0
2025-03-02,ST30,SKU000275,22,43911.12,1995.96,0
2025-03-02,ST30,SKU004354,9,5516.91,612.99,0
2025-03-03,ST01,SKU004482,24,19896.48,829.02,0
2025-03-03,ST01,SKU004719,9,18145.71,2016.19,0
2025-03-03,ST01,SKU004829,12,28164.0,2347.0,0
2025-03-03,ST05,SKU002403,17,26351.19,1550.07,0
2025-03-03,ST05,SKU003261,10,11774.5,1177.45,0
2025-03-03,ST05,SKU003391,11,25334.65,2303.15,0
2025-03-03,ST06,SKU004242,11,16694.92,1517.72,0
2025-03-03,ST07,SKU003979,0,0.0,1468.75,0
2025-03-03,ST08,SKU000039,3,6194.25,2064.75,1
2025-03-03,ST08,SKU002327,17,6147.2,361.6,0
2025-03-03,ST09,SKU004802,15,3286.8,219.12,0
2025-03-03,ST10,SKU001422,21,37653.0,1793.0,0
2025-03-03,ST11,SKU000928,14,22503.88,1607.42,0
2025-03-03,ST11,SKU003173,6,755.16,125.86,0
2025-03-03,ST11,SKU003338,4,3795.88,948.97,0
2025-03-03,ST12,SKU001241,12,1030.2,85.85,0
2025-03-03,ST15,SKU003273,0,0.0,762.11,0
2025-03-03,ST16,SKU000521,20,7231.6,361.58,0
2025-03-03,ST16,SKU001572,14,31819.62,2272.83,0
2025-03-03,ST17,SKU001099,19,23006.53,1210.87,0
2025-03-03,ST17,SKU003279,2,1724.16,862.08,0
2025-03-03,ST20,SKU001084,7,5711.3,815.9,0
2025-03-03,ST20,SKU001638,24,26541.12,1105.88,1
2025-03-03,ST20,SKU001825,29,2426.14,83.66,1
2025-03-03,ST20,SKU004791,8,1929.68,241.21,0
2025-03-03,ST21,SKU003427,9,11686.32,1298.48,0
2025-03-03,ST21,SKU004336,7,15059.31,2151.33,0
2025-03-03,ST22,SKU002617,11,6056.16,550.56,1
2025-03-03,ST23,SKU002532,28,11432.96,408.32,1
2025-03-03,ST23,SKU004304,18,10146.96,563.72,0
2025-03-03,ST24,SKU001801,8,14606.8,1825.85,0
2025-03-03,ST24,SKU002837,16,29033.92,1814.62,0
2025-03-03,ST24,SKU003871,4,5494.04,1373.51,0
2025-03-03,ST25,SKU000408,22,52097.54,2368.07,1
2025-03-03,ST25,SKU004565,7,3300.15,471.45,0
2025-03-03,ST26,SKU002227,7,13973.05,1996.15,0
2025-03-03,ST27,SKU004166,4,8493.44,2123.36,0
2025-03-03,ST29,SKU002601,8,2617.52,327.19,0
2025-03-04,ST02,SKU000808,12,19863.36,1655.28,0
2025-03-04,ST03,SKU003533,10,2153.9,215.39,0
2025-03-04,ST03,SKU004240,2,3556.4,1778.2,0
2025-03-04,ST04,SKU002782,7,8793.75,1256.25,0
2025-03-04,ST06,SKU003377,12,27116.76,2259.73,0
2025-03-04,ST06,SKU004313,29,12367.34,426.46,1
2025-03-04,ST08,SKU003088,5,9490.6,1898.12,0
2025-03-04,ST09,SKU003258,6,10473.48,1745.58,0
2025-03-04,ST12,SKU000976,9,2124.36,236.04,0
2025-03-04,ST12,SKU001685,10,7122.6,712.26,1
2025-03-04,ST13,SKU001631,19,7113.03,374.37,1
2025-03-04,ST14,SKU002162,16,28935.52,1808.47,0
2025-03-04,ST19,SKU002644,8,10441.92,1305.24,0
2025-03-04,ST20,SKU000736,10,3448.5,344.85,0
2025-03-04,ST20,SKU002032,9,8169.3,907.7,0
2025-03-04,ST20,SKU002833,9,18756.99,2084.11,1
2025-03-04,ST21,SKU002937,11,21238.47,1930.77,0
2025-03-04,ST21,SKU003607,13,30535.05,2348.85,0
2025-03-04,ST21,SKU003700,10,23657.3,2365.73,0
2025-03-04,ST22,SKU003903,6,12389.76,2064.96,0
2025-03-04,ST23,SKU003987,2,763.92,381.96,0
2025-03-04,ST25,SKU002079,3,2806.5,935.5,0
2025-03-04,ST28,SKU002738,11,5389.56,489.96,1
2025-03-04,ST29,SKU001751,16,27275.2,1704.7,0
2025-03-04,ST29,SKU004371,8,13792.32,1724.04,0
2025-03-05,ST02,SKU000088,33,27564.24,835.28,0
2025-03-05,ST02,SKU000290,4,7305.56,1826.39,0
2025-03-05,ST03,SKU003712,5,7547.9,1509.58,0
2025-03-05,ST04,SKU003026,21,29771.07,1417.67,0
2025-03-05,ST05,SKU003856,13,8294.91,638.07,1
2025-03-05,ST07,SKU002723,15,26235.75,1749.05,0
2025-03-05,ST08,SKU002664,15,13262.7,884.18,0
2025-03-05,ST09,SKU002137,9,4427.64,491.96,0
2025-03-05,ST09,SKU002478,16,16556.64,1034.79,0
2025-03-05,ST09,SKU003878,38,33460.52,880.54,0
2025-03-05,ST10,SKU003122,14,17952.06,1282.29,0
2025-03-05,ST11,SKU003276,2,966.08,483.04,0
2025-03-05,ST12,SKU001827,24,39505.2,1646.05,0
2025-03-05,ST12,SKU003866,7,2189.67,312.81,1
2025-03-05,ST12,SKU004431,10,1397.7,139.77,0
2025-03-05,ST13,SKU000842,2,4651.34,2325.67,0
2025-03-05,ST13,SKU001119,17,40505.05,2382.65,1
2025-03-05,ST14,SKU000227,4,7760.72,1940.18,0
2025-03-05,ST15,SKU001990,5,8404.55,1680.91,0
2025-03-05,ST15,SKU003105,4,4588.68,1147.17,0
2025-03-05,ST15,SKU003868,10,10306.8,1030.68,0
2025-03-05,ST17,SKU000828,18,36162.54,2009.03,0
2025-03-05,ST18,SKU002449,0,0.0,91.38,1
2025-03-05,ST19,SKU004371,1,1724.04,1724.04,0
2025-03-05,ST20,SKU000292,24,54142.32,2255.93,0
2025-03-05,ST21,SKU000347,5,3681.25,736.25,0
2025-03-05,ST22,SKU000941,6,10612.02,1768.67,0
2025-03-05,ST22,SKU004739,8,16098.64,2012.33,0
2025-03-05,ST23,SKU002258,16,25135.52,1570.97,0
2025-03-05,ST30,SKU001909,16,15420.0,963.75,0
2025-03-05,ST30,SKU002448,10,8538.3,853.83,0
2025-03-05,ST30,SKU003578,14,8407.0,600.5,0
2025-03-06,ST02,SKU003441,5,7134.6,1426.92,0
2025-03-06,ST03,SKU002830,28,37030.84,1322.53,0
2025-03-06,ST06,SKU002890,26,62647.0,2409.5,1
2025-03-06,ST07,SKU004067,6,7821.72,1303.62,0
2025-03-06,ST08,SKU003278,15,4469.25,297.95,0
2025-03-06,ST09,SKU000308,20,30298.2,1514.91,0
2025-03-06,ST09,SKU004660,14,17196.06,1228.29,1
2025-03-06,ST10,SKU003100,13,5658.51,435.27,1
2025-03-06,ST10,SKU004799,8,12163.12,1520.39,1
2025-03-06,ST12,SKU004665,11,8715.74,792.34,0
2025-03-06,ST13,SKU000733,15,30100.35,2006.69,0
2025-03-06,ST13,SKU002718,2,3539.76,1769.88,0
2025-03-06,ST13,SKU004354,1,612.99,612.99,0
2025-03-06,ST15,SKU000992,3,3691.59,1230.53,0
2025-03-06,ST17,SKU002405,3,2541.36,847.12,0
2025-03-06,ST17,SKU004888,9,12462.75,1384.75,0
2025-03-06,ST18,SKU003142,10,19868.4,1986.84,0
2025-03-06,ST18,SKU004140,8,5564.16,695.52,0
2025-03-06,ST20,SKU001091,11,1424.17,129.47,0
2025-03-06,ST20,SKU003150,13,2303.08,177.16,0
2025-03-06,ST21,SKU000187,5,2408.95,481.79,0
2025-03-06,ST21,SKU003126,16,39199.36,2449.96,0
2025-03-06,ST21,SKU004677,9,6762.42,751.38,0
2025-03-06,ST25,SKU003154,28,52315.48,1868.41,0
2025-03-06,ST28,SKU003580,39,24043.11,616.49,0
2025-03-06,ST29,SKU003546,13,10961.99,843.23,0
2025-03-06,ST30,SKU004655,12,5081.52,423.46,0
2025-03-07,ST02,SKU001785,3,355.32,118.44,0
2025-03-07,ST02,SKU002289,11,5776.32,525.12,1
2025-03-07,ST02,SKU002758,16,25447.04,1590.44,0
2025-03-07,ST03,SKU001387,3,3753.75,1251.25,0
2025-03-07,ST03,SKU002195,41,26643.44,649.84,0
2025-03-07,ST03,SKU003148,23,41616.43,1809.41,0
2025-03-07,ST04,SKU002036,8,3246.4,405.8,0
2025-03-07,ST04,SKU003872,26,6279.78,241.53,0
2025-03-07,ST04,SKU004645,9,7382.97,820.33,1
2025-03-07,ST05,SKU002626,15,35961.15,2397.41,0
2025-03-07,ST05,SKU004957,13,28293.2,2176.4,1
2025-03-07,ST07,SKU003158,7,13825.21,1975.03,0
2025-03-07,ST07,SKU003257,0,0.0,1859.13,1
2025-03-07,ST11,SKU001557,18,1533.42,85.19,0
2025-03-07,ST13,SKU001862,6,13129.44,2188.24,0
2025-03-07,ST14,SKU000832,11,1293.27,117.57,0
2025-03-07,ST15,SKU000273,14,30952.32,2210.88,0
2025-03-07,ST15,SKU004796,9,13680.27,1520.03,0
2025-03-07,ST17,SKU000706,7,5633.81,804.83,0
2025-03-07,ST17,SKU002057,11,12647.36,1149.76,0
2025-03-07,ST18,SKU001357,11,25419.02,2310.82,0
2025-03-07,ST18,SKU003346,11,3714.37,337.67,0
2025-03-07,ST19,SKU003284,11,12666.72,1151.52,1
2025-03-07,ST20,SKU000900,8,16872.48,2109.06,0
2025-03-07,ST20,SKU001159,13,8477.17,652.09,0
2025-03-07,ST21,SKU000579,7,4021.78,574.54,0
2025-03-07,ST21,SKU001183,2,776.86,388.43,0
2025-03-07,ST21,SKU001952,6,9595.8,1599.3,0
2025-03-07,ST21,SKU002616,3,7057.83,2352.61,0
2025-03-07,ST21,SKU002962,12,13272.96,1106.08,0
2025-03-07,ST22,SKU004910,18,11512.98,639.61,0
2025-03-07,ST24,SKU003567,16,19908.64,1244.29,0
2025-03-07,ST27,SKU000636,8,8838.32,1104.79,0
2025-03-07,ST27,SKU001523,8,10424.72,1303.09,1
2025-03-07,ST29,SKU003552,22,46862.42,2130.11,0
2025-03-07,ST30,SKU001167,4,9348.64,2337.16,0
2025-03-08,ST04,SKU000466,4,1452.76,363.19,0
2025-03-08,ST08,SKU000167,7,11803.47,1686.21,0
2025-03-08,ST09,SKU002498,11,12818.19,1165.29,0
2025-03-08,ST10,SKU003777,2,1663.78,831.89,0
2025-03-08,ST11,SKU003229,3,2636.4,878.8,0
2025-03-08,ST12,SKU002668,12,17902.56,1491.88,0
2025-03-08,ST13,SKU001137,10,23622.7,2362.27,0
2025-03-08,ST13,SKU001201,24,44061.84,1835.91,0
2025-03-08,ST13,SKU001539,13,16564.6,1274.2,0
2025-03-08,ST16,SKU000684,5,11848.1,2369.62,0
2025-03-08,ST16,SKU001455,6,13434.6,2239.1,0
2025-03-08,ST17,SKU000784,11,27485.92,2498.72,0
2025-03-08,ST18,SKU003968,16,18299.84,1143.74,0
2025-03-08,ST20,SKU003275,10,18099.2,1809.92,0
2025-03-08,ST21,SKU001334,9,2913.12,323.68,0
2025-03-08,ST22,SKU001511,8,15403.76,1925.47,0
2025-03-08,ST23,SKU001803,4,9105.36,2276.34,0
2025-03-08,ST23,SKU002149,19,4725.68,248.72,0
2025-03-08,ST24,SKU000515,13,18771.48,1443.96,0
2025-03-08,ST25,SKU000072,7,10136.14,1448.02,0
2025-03-08,ST25,SKU000674,11,22384.78,2034.98,0
2025-03-08,ST25,SKU002344,3,4971.9,1657.3,0
2025-03-08,ST27,SKU001584,7,12783.19,1826.17,0
2025-03-08,ST27,SKU004407,17,36907.0,2171.0,0
2025-03-08,ST29,SKU001818,27,21411.54,793.02,0
2025-03-08,ST30,SKU004192,12,28243.2,2353.6,0
2025-03-08,ST30,SKU004881,13,16176.94,1244.38,0
2025-03-09,ST01,SKU001441,24,49869.6,2077.9,0
2025-03-09,ST02,SKU000874,33,74334.48,2252.56,0
2025-03-09,ST04,SKU002097,12,29062.92,2421.91,1
2025-03-09,ST04,SKU003491,7,16052.75,2293.25,0
2025-03-09,ST05,SKU000560,14,21701.4,1550.1,1
2025-03-09,ST05,SKU000828,8,16072.24,2009.03,0
2025-03-09,ST06,SKU001470,2,1150.06,575.03,1
2025-03-09,ST06,SKU002256,16,14226.4,889.15,0
2025-03-09,ST08,SKU002986,22,38065.72,1730.26,0
2025-03-09,ST09,SKU001183,16,6214.88,388.43,0
2025-03-09,ST09,SKU004667,5,766.25,153.25,0
2025-03-09,ST10,SKU000567,17,969.0,57.0,1
2025-03-09,ST12,SKU004843,40,36903.2,922.58,1
2025-03-09,ST14,SKU000034,5,10896.85,2179.37,0
2025-03-09,ST14,SKU001751,13,22161.1,1704.7,0
2025-03-09,ST15,SKU001200,2,1610.2,805.1,0
2025-03-09,ST16,SKU001605,6,4403.28,733.88,0
2025-03-09,ST16,SKU001777,9,1301.13,144.57,1
2025-03-09,ST16,SKU004246,36,64910.88,1803.08,1
2025-03-09,ST18,SKU001408,8,3415.12,426.89,1
2025-03-09,ST18,SKU003974,14,5822.6,415.9,0
2025-03-09,ST19,SKU001409,18,34409.88,1911.66,0
2025-03-09,ST19,SKU004512,11,6973.45,633.95,0
2025-03-09,ST20,SKU003105,10,11471.7,1147.17,0
2025-03-09,ST21,SKU000248,29,55033.59,1897.71,1
2025-03-09,ST21,SKU004146,30,27928.8,930.96,0
2025-03-09,ST22,SKU003602,0,0.0,1252.66,0
2025-03-09,ST23,SKU001598,12,10340.88,861.74,1
2025-03-09,ST23,SKU001717,3,2889.72,963.24,0
2025-03-09,ST24,SKU000202,7,4081.84,583.12,0
2025-03-09,ST24,SKU001318,12,24243.84,2020.32,0
2025-03-09,ST24,SKU004411,19,25073.73,1319.67,1
2025-03-09,ST26,SKU000497,16,6928.16,433.01,0
2025-03-09,ST26,SKU001312,19,4779.83,251.57,1
2025-03-09,ST30,SKU003558,15,15848.85,1056.59,0
2025-03-10,ST01,SKU002484,14,19360.46,1382.89,0
2025-03-10,ST03,SKU000806,5,919.9,183.98,0
2025-03-10,ST05,SKU002434,0,0.0,1263.52,0
2025-03-10,ST06,SKU001962,8,12133.12,1516.64,0
2025-03-10,ST08,SKU001886,3,786.24,262.08,1
2025-03-10,ST09,SKU000175,8,1233.84,154.23,0
2025-03-10,ST09,SKU001565,4,5240.08,1310.02,0
2025-03-10,ST09,SKU002872,8,2389.76,298.72,0
2025-03-10,ST10,SKU003086,4,4314.76,1078.69,0
2025-03-10,ST10,SKU003762,4,4382.96,1095.74,1
2025-03-10,ST11,SKU000282,0,0.0,570.2,0
2025-03-10,ST11,SKU000351,15,27788.1,1852.54,1
2025-03-10,ST11,SKU001014,17,978.18,57.54,0
2025-03-10,ST11,SKU004019,10,11881.3,1188.13,0
2025-03-10,ST12,SKU002542,11,17393.09,1581.19,0
2025-03-10,ST12,SKU002717,2,1875.58,937.79,0
2025-03-10,ST12,SKU004498,27,61972.56,2295.28,0
2025-03-10,ST13,SKU001627,12,1276.92,106.41,0
2025-03-10,ST13,SKU002432,7,5162.64,737.52,0
2025-03-10,ST13,SKU003182,12,19313.04,1609.42,0
2025-03-10,ST14,SKU001096,1,1039.96,1039.96,0
2025-03-10,ST15,SKU004988,3,4087.59,1362.53,0
2025-03-10,ST16,SKU000858,3,2893.71,964.57,0
2025-03-10,ST17,SKU003666,8,12144.48,1518.06,0
2025-03-10,ST18,SKU002725,20,48122.4,2406.12,0
2025-03-10,ST20,SKU000706,7,5633.81,804.83,0
2025-03-10,ST22,SKU002551,10,10304.9,1030.49,0
2025-03-10,ST22,SKU003516,18,29754.72,1653.04,1
2025-03-10,ST22,SKU004491,17,13678.37,804.61,1
2025-03-10,ST23,SKU000075,0,0.0,1803.19,0
2025-03-10,ST26,SKU000979,7,3918.88,559.84,0
2025-03-10,ST26,SKU001343,7,1037.61,148.23,0
2025-03-10,ST26,SKU004042,2,1504.28,752.14,0
2025-03-10,ST26,SKU004085,20,27663.6,1383.18,0
2025-03-10,ST28,SKU000243,6,14456.4,2409.4,0
2025-03-10,ST29,SKU000729,13,17824.43,1371.11,0
2025-03-10,ST30,SKU003211,11,6770.39,615.49,0
2025-03-11,ST01,SKU003482,12,24012.0,2001.0,1
2025-03-11,ST02,SKU001028,11,25280.31,2298.21,0
2025-03-11,ST05,SKU002425,10,1005.7,100.57,0
2025-03-11,ST05,SKU004699,7,12161.73,1737.39,0
2025-03-11,ST06,SKU003348,2,2090.9,1045.45,0
2025-03-11,ST09,SKU002757,35,4437.65,126.79,0
2025-03-11,ST09,SKU004478,15,29740.2,1982.68,0
2025-03-11,ST10,SKU002995,21,31655.61,1507.41,0
2025-03-11,ST11,SKU002854,4,7327.44,1831.86,0
2025-03-11,ST12,SKU001270,14,3301.9,235.85,0
2025-03-11,ST13,SKU000539,13,16849.69,1296.13,0
2025-03-11,ST15,SKU000851,11,11939.29,1085.39,0
2025-03-11,ST16,SKU003962,13,16068.52,1236.04,0
2025-03-11,ST19,SKU002212,23,12440.24,540.88,0
2025-03-11,ST25,SKU001904,4,4501.76,1125.44,0
2025-03-11,ST29,SKU001316,22,23369.72,1062.26,1
2025-03-11,ST29,SKU001653,19,37546.85,1976.15,1
2025-03-11,ST29,SKU002168,1,1742.79,1742.79,0
2025-03-11,ST29,SKU003786,3,7359.36,2453.12,0
2025-03-11,ST30,SKU002285,13,22248.85,1711.45,0
2025-03-11,ST30,SKU002597,24,29133.12,1213.88,0
2025-03-12,ST02,SKU000313,21,28991.13,1380.53,0
2025-03-12,ST02,SKU001453,22,39689.54,1804.07,0
2025-03-12,ST02,SKU002551,6,6182.94,1030.49,0
2025-03-12,ST03,SKU003991,20,40702.8,2035.14,0
2025-03-12,ST03,SKU004268,27,4473.36,165.68,0
2025-03-12,ST05,SKU001294,15,6600.15,440.01,0
2025-03-12,ST05,SKU002288,13,20637.24,1587.48,1
2025-03-12,ST08,SKU000493,2,3396.64,1698.32,0
2025-03-12,ST08,SKU001569,5,9085.6,1817.12,0
2025-03-12,ST08,SKU004623,10,1738.9,173.89,0
2025-03-12,ST09,SKU000211,46,78390.9,1704.15,1
2025-03-12,ST10,SKU000366,39,30350.58,778.22,0
2025-03-12,ST10,SKU004241,3,5863.89,1954.63,0
2025-03-12,ST12,SKU001839,7,7258.86,1036.98,0
2025-03-12,ST16,SKU001964,40,39773.2,994.33,0
2025-03-12,ST16,SKU002168,6,10456.74,1742.79,0
2025-03-12,ST16,SKU002565,12,15278.52,1273.21,0
2025-03-12,ST17,SKU000402,4,5661.92,1415.48,0
