store_id,sku_id,stock_on_hand,reorder_point,safety_stock,last_restock_date
ST05,SKU00317,155,27,13,2025-08-11
ST24,SKU00330,290,77,29,2025-06-11
ST20,SKU02840,0,38,16,2025-09-02
ST18,SKU04228,310,71,28,2025-06-26
ST11,SKU01034,120,22,9,2025-05-15
ST28,SKU00449,120,38,17,2025-07-15
ST14,SKU00551,217,44,13,2025-06-25
ST26,SKU00376,0,92,27,2025-08-15
ST05,SKU01485,0,100,20,2025-09-28
ST29,SKU03828,178,48,16,2025-06-25
ST27,SKU02964,231,48,18,2025-05-27
ST25,SKU04352,246,41,17,2025-05-12
ST27,SKU00749,310,88,23,2025-05-17
ST06,SKU04073,172,31,8,2025-08-29
ST08,SKU02722,570,99,41,2025-08-24
ST16,SKU00331,335,64,14,2025-05-20
ST23,SKU03259,0,53,26,2025-10-04
ST02,SKU00167,286,83,38,2025-07-01
ST22,SKU04054,298,60,16,2025-06-08
ST24,SKU04652,123,35,12,2025-06-28
ST10,SKU00553,477,86,21,2025-08-06
ST17,SKU01495,214,59,12,2025-06-05
ST10,SKU02768,264,83,26,2025-08-26
ST03,SKU03546,0,92,20,2025-09-23
ST15,SKU00631,93,27,13,2025-07-23
ST29,SKU04996,301,78,38,2025-05-06
ST04,SKU04414,446,82,33,2025-05-15
ST28,SKU04771,173,40,15,2025-05-13
ST05,SKU03592,123,26,9,2025-06-05
ST03,SKU02728,255,52,21,2025-08-04
ST06,SKU04194,148,46,11,2025-08-07
ST23,SKU03609,133,28,14,2025-05-16
ST16,SKU04653,164,28,8,2025-08-21
ST04,SKU01152,0,25,8,2025-08-27
ST21,SKU04768,444,93,20,2025-08-24
ST02,SKU04489,0,77,27,2025-09-02
ST05,SKU00330,91,21,9,2025-08-12
ST20,SKU03311,129,28,11,2025-07-09
ST27,SKU02038,292,74,16,2025-07-14
ST21,SKU03950,320,73,30,2025-07-10
ST28,SKU00691,156,48,12,2025-06-28
ST09,SKU00449,509,91,40,2025-06-24
ST26,SKU02833,0,47,23,2025-08-25
ST28,SKU00462,128,27,8,2025-05-28
ST26,SKU00389,192,55,23,2025-06-10
ST19,SKU01396,120,37,17,2025-06-10
ST10,SKU03828,102,33,11,2025-07-12
ST08,SKU00978,134,23,10,2025-09-02
ST20,SKU04250,357,88,30,2025-06-23
ST27,SKU00991,244,70,34,2025-06-28
ST06,SKU04315,0,48,12,2025-09-02
ST08,SKU00749,171,41,8,2025-05-18
ST09,SKU03603,171,30,13,2025-06-06
ST07,SKU00524,343,67,20,2025-05-21
ST10,SKU04996,407,79,39,2025-05-20
ST15,SKU03088,0,81,36,2025-10-10
ST13,SKU04476,0,72,31,2025-08-14
ST18,SKU04591,285,49,16,2025-08-09
ST23,SKU02683,0,63,24,2025-08-11
ST16,SKU03727,0,32,10,2025-09-14
ST07,SKU03907,0,26,12,2025-08-27
ST29,SKU02205,155,26,6,2025-06-26
ST29,SKU04191,0,22,8,2025-08-18
ST18,SKU03773,234,67,16,2025-05-27
ST20,SKU00170,167,32,12,2025-07-25
ST25,SKU02500,84,25,5,2025-07-10
ST06,SKU02221,490,84,20,2025-08-31
ST11,SKU04551,0,75,31,2025-08-23
ST04,SKU03609,254,65,20,2025-07-06
ST28,SKU03966,98,24,8,2025-08-07
ST28,SKU01751,0,92,32,2025-08-06
ST23,SKU01407,205,42,20,2025-08-24
ST07,SKU00645,272,53,17,2025-08-03
ST17,SKU04073,298,84,20,2025-06-25
ST29,SKU00929,0,20,8,2025-10-10
ST01,SKU03311,367,84,26,2025-07-31
ST30,SKU04012,0,36,10,2025-10-08
ST08,SKU02038,219,43,15,2025-07-09
ST13,SKU00167,489,94,30,2025-06-28
ST06,SKU01174,279,59,24,2025-07-17
ST11,SKU03504,233,66,20,2025-06-13
ST23,SKU00589,305,69,33,2025-08-27
ST09,SKU00691,438,77,17,2025-05-28
ST28,SKU04905,277,66,21,2025-08-09
ST30,SKU01568,511,91,28,2025-05-20
ST26,SKU00631,380,91,25,2025-08-06
ST19,SKU03624,400,80,19,2025-08-25
ST24,SKU03968,322,63,22,2025-08-07
ST01,SKU04250,265,53,20,2025-08-29
ST08,SKU00991,244,69,27,2025-06-04
ST23,SKU03743,0,76,20,2025-08-12
ST30,SKU00521,303,74,20,2025-05-27
ST24,SKU03150,303,81,31,2025-06-18
ST17,SKU04194,235,51,21,2025-07-06
ST05,SKU04894,350,100,31,2025-06-24
ST24,SKU00935,310,88,38,2025-08-19
ST16,SKU03740,349,92,34,2025-05-11
ST02,SKU03805,143,33,13,2025-05-27
ST10,SKU02205,548,93,31,2025-07-17
ST01,SKU00170,297,77,28,2025-08-27
ST04,SKU03851,0,83,24,2025-10-10
ST04,SKU03622,0,32,14,2025-08-22
ST23,SKU01649,366,84,36,2025-06-22
ST04,SKU01407,196,38,17,2025-06-10
ST19,SKU04913,0,76,33,2025-09-14
ST10,SKU00929,0,84,22,2025-10-01
ST27,SKU04508,0,21,6,2025-10-08
ST18,SKU00524,348,71,16,2025-07-17
ST04,SKU00589,499,87,34,2025-07-01
ST19,SKU01880,323,70,28,2025-05-12
ST29,SKU04554,371,99,35,2025-08-08
ST05,SKU03968,270,49,16,2025-05-20
ST20,SKU02519,314,75,36,2025-08-05
ST25,SKU04849,537,96,46,2025-07-13
ST01,SKU02277,205,46,16,2025-08-20
ST20,SKU04505,274,46,14,2025-06-29
ST28,SKU04329,0,73,23,2025-09-29
ST16,SKU03043,109,32,16,2025-06-12
ST23,SKU01770,484,97,21,2025-05-12
ST28,SKU02114,151,47,17,2025-07-21
ST05,SKU03150,95,23,10,2025-08-01
ST05,SKU00935,182,31,7,2025-06-17
ST22,SKU04551,0,85,20,2025-08-13
ST17,SKU02221,537,99,41,2025-06-27
ST22,SKU00350,284,49,22,2025-07-19
ST08,SKU02401,0,94,40,2025-10-09
ST18,SKU00874,300,65,29,2025-07-31
ST08,SKU00186,426,82,24,2025-07-16
ST06,SKU03523,287,61,13,2025-06-20
ST18,SKU00645,248,79,27,2025-08-26
ST23,SKU02938,342,88,23,2025-05-21
ST28,SKU03053,0,26,11,2025-10-11
ST17,SKU01174,106,34,8,2025-07-10
ST22,SKU03504,238,51,22,2025-05-13
ST20,SKU02640,0,23,10,2025-10-05
ST27,SKU03582,217,43,20,2025-05-13
ST23,SKU04106,483,86,43,2025-05-12
ST04,SKU03864,151,26,5,2025-05-21
ST04,SKU01649,256,80,25,2025-08-02
ST28,SKU00020,0,88,33,2025-08-15
ST07,SKU03115,540,93,32,2025-08-26
ST19,SKU00954,440,95,24,2025-05-29
ST24,SKU03284,224,67,31,2025-08-15
ST17,SKU00127,401,75,33,2025-07-05
ST01,SKU01580,322,62,30,2025-07-14
ST08,SKU04508,0,34,13,2025-10-06
ST30,SKU00066,509,92,20,2025-08-09
ST10,SKU04554,467,90,30,2025-08-20
ST24,SKU00251,318,70,14,2025-07-29
ST25,SKU03105,418,79,34,2025-09-01
ST01,SKU02519,367,72,26,2025-06-27
ST25,SKU00890,98,26,10,2025-08-31
ST30,SKU03220,178,38,14,2025-05-10
ST20,SKU04747,231,76,36,2025-08-05
ST13,SKU03805,199,36,17,2025-08-28
ST20,SKU00546,145,26,9,2025-08-03
ST16,SKU01070,321,58,17,2025-07-21
ST09,SKU02114,146,48,13,2025-05-19
ST12,SKU04334,223,59,20,2025-07-21
ST29,SKU03749,100,23,7,2025-08-17
ST22,SKU00592,292,71,27,2025-07-17
ST22,SKU00363,0,81,22,2025-08-06
ST15,SKU01370,0,39,9,2025-09-11
ST30,SKU04388,245,66,29,2025-07-20
ST04,SKU02938,146,31,14,2025-07-29
ST28,SKU03295,309,56,26,2025-07-15
ST12,SKU03058,521,98,34,2025-06-24
ST01,SKU00654,449,84,19,2025-09-01
ST08,SKU03582,148,28,13,2025-06-01
ST25,SKU02997,441,84,25,2025-07-05
ST18,SKU02055,272,73,26,2025-08-02
ST06,SKU02718,387,68,19,2025-06-21
ST04,SKU04106,350,99,38,2025-08-01
ST16,SKU01191,83,20,10,2025-06-20
ST11,SKU02833,0,33,12,2025-08-16
ST16,SKU03177,471,100,45,2025-08-25
ST17,SKU02584,210,58,19,2025-07-21
ST05,SKU03284,382,93,42,2025-05-17
ST17,SKU00369,0,23,6,2025-09-06
ST17,SKU02355,0,58,16,2025-09-03
ST28,SKU03416,364,95,31,2025-07-24
ST14,SKU01303,278,90,35,2025-08-25
ST19,SKU04350,0,95,32,2025-09-15
ST12,SKU03179,179,48,14,2025-08-09
ST24,SKU00264,0,66,23,2025-10-08
ST29,SKU00608,144,35,12,2025-08-14
ST20,SKU00788,76,24,8,2025-06-07
ST18,SKU02176,0,48,21,2025-08-25
ST01,SKU04747,259,79,37,2025-06-16
ST01,SKU00546,367,84,18,2025-08-24
ST14,SKU02700,165,34,16,2025-07-04
ST14,SKU02471,78,23,9,2025-05-23
ST10,SKU03749,520,94,27,2025-07-26
ST03,SKU02541,415,93,44,2025-06-19
ST27,SKU02898,0,29,8,2025-08-30
ST30,SKU04401,415,92,32,2025-07-15
ST06,SKU01792,529,89,42,2025-07-28
ST18,SKU03115,132,28,6,2025-06-12
ST04,SKU00965,348,69,28,2025-06-16
ST23,SKU00978,211,51,15,2025-08-12
ST24,SKU00385,277,50,16,2025-07-28
ST03,SKU03709,281,84,29,2025-08-10
ST29,SKU00500,0,51,19,2025-08-13
ST15,SKU02780,431,98,26,2025-07-09
ST27,SKU03837,158,28,11,2025-05-07
ST04,SKU04348,0,86,25,2025-08-24
ST23,SKU02375,183,61,17,2025-07-28
ST11,SKU00860,165,32,12,2025-07-09
ST09,SKU00262,112,20,6,2025-08-23
ST12,SKU02482,0,44,13,2025-08-05
ST10,SKU03870,0,83,29,2025-09-04
ST12,SKU04468,161,49,24,2025-05-19
ST12,SKU02253,215,56,24,2025-05-24
ST03,SKU02662,204,41,10,2025-06-28
ST13,SKU00906,119,38,13,2025-06-12
ST09,SKU03416,266,59,24,2025-06-01
ST21,SKU00501,283,82,31,2025-06-03
ST26,SKU01370,0,66,22,2025-08-08
ST24,SKU00506,0,28,14,2025-08-13
ST05,SKU00264,0,71,34,2025-09-16
ST15,SKU04887,297,69,20,2025-07-02
ST20,SKU01030,0,30,11,2025-08-15
ST01,SKU00788,254,71,24,2025-08-27
ST23,SKU02267,155,29,11,2025-06-29
ST16,SKU03311,233,77,16,2025-07-08
ST26,SKU04753,310,80,21,2025-06-14
ST23,SKU00052,146,30,10,2025-08-17
ST14,SKU00498,557,98,40,2025-07-16
ST02,SKU03376,159,39,9,2025-05-11
ST07,SKU03491,244,58,20,2025-05-09
ST17,SKU00732,176,51,21,2025-06-16
ST24,SKU01674,423,85,28,2025-05-24
ST17,SKU02718,147,40,19,2025-05-27
ST15,SKU01854,128,28,13,2025-06-30
ST15,SKU03840,0,81,36,2025-10-05
ST30,SKU04643,136,37,10,2025-07-22
ST06,SKU01805,359,66,31,2025-05-24
ST24,SKU02842,567,95,27,2025-06-30
ST05,SKU00385,134,29,6,2025-08-16
ST03,SKU01507,0,89,37,2025-10-05
ST06,SKU00987,168,39,17,2025-07-07
ST04,SKU02375,213,56,13,2025-06-20
ST22,SKU02954,0,59,28,2025-08-05
ST01,SKU04292,379,99,34,2025-06-15
ST27,SKU01046,282,56,19,2025-05-17
ST25,SKU02205,256,85,20,2025-08-08
ST02,SKU04665,98,20,5,2025-07-17
ST07,SKU02794,239,58,27,2025-05-28
ST05,SKU00506,0,57,14,2025-08-06
ST17,SKU01792,174,37,13,2025-05-23
ST01,SKU01030,0,91,45,2025-09-12
ST18,SKU04646,0,52,23,2025-10-09
ST18,SKU00445,0,71,28,2025-08-04
ST25,SKU03602,233,65,26,2025-05-21
ST15,SKU00699,287,57,18,2025-05-15
ST21,SKU01911,166,34,15,2025-05-09
ST04,SKU02267,293,63,23,2025-07-18
ST28,SKU00638,201,37,8,2025-06-27
ST14,SKU04941,428,85,20,2025-08-06
ST26,SKU02780,299,53,23,2025-07-08
ST12,SKU04831,203,38,13,2025-08-26
ST05,SKU01674,201,41,20,2025-07-03
ST12,SKU00401,215,48,22,2025-08-01
ST22,SKU00860,209,49,19,2025-06-23
ST27,SKU01167,197,64,32,2025-07-02
ST20,SKU02211,316,93,19,2025-07-26
ST13,SKU03484,144,39,13,2025-07-25
ST07,SKU02915,273,73,17,2025-06-22
ST07,SKU04901,357,100,27,2025-05-22
ST19,SKU04726,346,72,25,2025-07-20
ST05,SKU02842,164,46,20,2025-06-05
ST29,SKU03199,0,85,32,2025-08-14
ST20,SKU03150,223,57,16,2025-07-27
ST21,SKU01803,299,64,32,2025-08-03
ST12,SKU02737,0,74,26,2025-08-25
ST15,SKU01988,0,60,18,2025-09-17
ST20,SKU04318,0,98,38,2025-09-30
ST08,SKU01046,193,38,8,2025-06-06
ST13,SKU03376,352,65,23,2025-08-12
ST09,SKU01685,0,100,28,2025-09-27
ST07,SKU03036,196,34,15,2025-06-25
ST26,SKU01854,288,78,31,2025-06-05
ST07,SKU00821,165,30,14,2025-06-07
ST19,SKU04847,0,75,18,2025-09-09
ST07,SKU00592,336,81,19,2025-08-25
ST29,SKU03320,241,47,13,2025-05-22
ST13,SKU02558,128,36,17,2025-07-28
ST18,SKU04888,119,36,17,2025-08-18
ST16,SKU01580,299,89,38,2025-05-17
ST09,SKU00638,343,76,25,2025-05-19
ST07,SKU03975,589,100,35,2025-05-28
ST24,SKU04144,261,54,15,2025-08-19
ST17,SKU00987,142,47,18,2025-07-27
ST25,SKU04783,0,69,34,2025-08-04
ST01,SKU02211,321,95,24,2025-08-01
ST06,SKU04504,118,29,8,2025-07-02
ST07,SKU00942,0,58,19,2025-09-14
ST29,SKU03441,274,88,39,2025-08-18
ST19,SKU00538,0,33,13,2025-10-05
ST20,SKU03621,276,82,34,2025-07-21
ST13,SKU04665,330,61,24,2025-05-20
ST01,SKU01164,0,83,19,2025-08-26
ST14,SKU03089,281,70,28,2025-06-01
ST14,SKU00874,304,81,39,2025-07-14
ST17,SKU03323,0,63,14,2025-08-12
ST08,SKU03274,0,38,13,2025-08-22
ST11,SKU00539,0,81,36,2025-09-16
ST16,SKU00654,67,21,6,2025-05-11
ST12,SKU04147,307,75,17,2025-07-09
ST29,SKU03562,404,68,24,2025-06-14
ST10,SKU03320,443,84,19,2025-06-05
ST03,SKU02112,292,63,24,2025-08-29
ST08,SKU04442,102,22,10,2025-07-20
ST18,SKU02915,272,60,20,2025-07-11
ST27,SKU00254,0,76,26,2025-09-26
ST18,SKU04901,164,53,19,2025-08-29
ST06,SKU03349,290,89,33,2025-07-20
ST28,SKU03108,237,69,29,2025-08-25
ST14,SKU03210,125,31,12,2025-07-28
ST16,SKU01822,308,63,27,2025-05-29
ST21,SKU04152,254,71,26,2025-06-25
ST05,SKU04144,376,81,22,2025-06-13
ST19,SKU01827,179,43,12,2025-07-15
ST24,SKU04157,0,90,39,2025-08-12
ST12,SKU02871,422,85,38,2025-07-17
ST15,SKU02351,118,34,9,2025-07-22
ST06,SKU02531,0,99,23,2025-09-03
ST20,SKU00251,390,66,22,2025-07-31
ST23,SKU03932,501,97,44,2025-05-26
ST28,SKU00075,230,62,27,2025-07-29
ST23,SKU01717,152,40,9,2025-08-18
ST26,SKU02217,279,68,17,2025-08-30
ST21,SKU03105,289,58,14,2025-05-18
ST16,SKU00775,136,34,14,2025-06-13
ST10,SKU03441,453,100,35,2025-06-22
ST29,SKU03454,186,35,17,2025-06-06
ST01,SKU03621,166,46,15,2025-08-21
ST27,SKU02590,246,45,20,2025-05-31
ST18,SKU03036,156,33,15,2025-06-27
ST20,SKU03634,253,58,28,2025-08-14
ST18,SKU00821,78,23,8,2025-08-30
ST26,SKU01170,0,45,10,2025-08-08
ST29,SKU00421,250,61,29,2025-06-05
ST18,SKU03975,185,51,16,2025-07-08
ST23,SKU04053,266,48,23,2025-08-15
ST02,SKU00732,137,27,10,2025-06-21
ST10,SKU03562,120,40,13,2025-08-01
ST27,SKU04926,0,63,14,2025-08-11
ST30,SKU04443,531,93,40,2025-07-14
ST27,SKU02482,0,35,14,2025-09-24
ST06,SKU01605,264,79,39,2025-05-07
ST21,SKU02408,385,86,29,2025-08-26
ST16,SKU02064,283,56,25,2025-06-18
ST09,SKU00893,0,62,27,2025-09-22
ST17,SKU03457,400,67,25,2025-05-16
ST13,SKU01766,243,45,19,2025-06-04
ST25,SKU00837,399,87,28,2025-05-13
ST04,SKU03932,182,45,21,2025-08-22
ST09,SKU00075,223,61,30,2025-07-09
ST21,SKU03347,164,37,8,2025-08-23
ST14,SKU00190,0,42,14,2025-08-26
ST01,SKU03863,203,53,13,2025-08-11
ST20,SKU03876,0,92,25,2025-09-15
ST08,SKU02590,471,89,35,2025-07-13
ST15,SKU01317,0,26,8,2025-09-02
ST01,SKU03634,298,57,14,2025-08-10
ST02,SKU04236,289,86,36,2025-06-22
ST07,SKU04580,270,71,34,2025-06-29
ST07,SKU00150,360,75,15,2025-07-02
ST17,SKU03578,0,89,27,2025-08-10
ST10,SKU00421,145,37,9,2025-08-25
ST22,SKU03693,0,73,22,2025-10-12
ST03,SKU01428,393,76,31,2025-08-22
ST03,SKU03414,146,25,6,2025-08-14
ST24,SKU00090,272,82,17,2025-06-15
ST18,SKU04217,185,53,24,2025-07-09
ST25,SKU00958,207,52,23,2025-06-23
ST06,SKU00679,175,34,10,2025-06-05
ST16,SKU03353,0,79,37,2025-09-24
ST04,SKU04053,193,48,10,2025-05-10
ST14,SKU02526,0,72,24,2025-08-06
ST07,SKU01318,285,70,23,2025-06-22
ST15,SKU01438,0,92,28,2025-10-09
ST13,SKU02826,0,33,9,2025-10-02
ST04,SKU03235,104,31,9,2025-08-12
ST06,SKU03833,184,53,15,2025-05-09
ST28,SKU03592,211,43,18,2025-07-22
ST16,SKU04292,388,73,34,2025-05-16
ST02,SKU02142,140,30,15,2025-08-20
ST19,SKU04526,244,57,20,2025-08-03
ST24,SKU04641,267,56,18,2025-07-05
ST29,SKU04756,0,73,35,2025-09-28
ST27,SKU03892,194,37,16,2025-08-18
ST27,SKU01677,0,100,33,2025-09-11
ST30,SKU01423,182,41,13,2025-06-06
ST09,SKU00317,244,43,10,2025-05-11
ST28,SKU00330,224,49,13,2025-07-01
ST07,SKU03425,0,89,44,2025-09-17
ST19,SKU01264,229,58,25,2025-06-13
ST18,SKU03291,199,51,17,2025-07-14
ST30,SKU00376,0,67,27,2025-08-20
ST13,SKU00732,459,96,22,2025-06-25
ST09,SKU01485,0,38,18,2025-10-11
ST28,SKU03484,358,89,33,2025-08-12
ST12,SKU03476,0,68,29,2025-10-03
ST17,SKU01605,386,78,31,2025-08-13
ST01,SKU03058,185,45,17,2025-05-08
ST13,SKU02129,248,67,24,2025-07-14
ST11,SKU03251,315,80,20,2025-08-15
ST28,SKU04652,158,50,18,2025-08-11
ST14,SKU02768,267,56,28,2025-05-18
ST14,SKU00553,230,50,11,2025-06-20
ST21,SKU01495,235,72,22,2025-06-08
ST03,SKU04824,0,82,37,2025-09-10
ST25,SKU02368,0,68,27,2025-08-30
ST09,SKU03592,153,48,12,2025-06-06
ST07,SKU02728,354,99,24,2025-06-16
ST02,SKU02155,0,95,33,2025-09-17
ST05,SKU04641,254,53,15,2025-08-26
ST22,SKU02070,84,20,5,2025-06-29
ST24,SKU00682,171,34,15,2025-07-27
ST20,SKU03192,367,86,36,2025-06-26
ST08,SKU01906,251,79,26,2025-08-22
ST27,SKU01919,254,81,20,2025-07-16
ST13,SKU04236,570,96,19,2025-06-12
ST18,SKU04580,207,61,15,2025-07-11
ST28,SKU02558,196,42,12,2025-05-18
ST02,SKU01337,436,91,25,2025-06-09
ST02,SKU03323,0,74,21,2025-09-15
ST05,SKU03823,134,23,6,2025-05-24
ST19,SKU03492,160,29,6,2025-07-29
ST25,SKU04475,295,58,13,2025-08-16
ST13,SKU00974,0,21,10,2025-10-10
ST18,SKU01318,102,20,5,2025-06-05
ST30,SKU00389,170,31,7,2025-06-04
ST06,SKU01981,233,39,9,2025-07-20
ST23,SKU01396,114,21,6,2025-07-25
ST05,SKU02776,0,82,40,2025-08-15
ST17,SKU04062,126,32,12,2025-06-28
ST17,SKU03833,223,51,25,2025-08-30
ST24,SKU00574,369,71,18,2025-06-29
ST15,SKU04955,175,50,21,2025-06-23
ST25,SKU03428,162,28,6,2025-05-31
ST13,SKU02142,324,54,20,2025-08-13
ST11,SKU03493,394,69,30,2025-07-19
ST28,SKU04894,430,75,18,2025-06-18
ST09,SKU04652,304,89,29,2025-07-10
ST02,SKU01229,378,70,18,2025-08-31
ST11,SKU02217,156,26,8,2025-08-12
ST02,SKU04612,411,88,21,2025-06-04
ST12,SKU03839,107,29,13,2025-08-02
ST05,SKU00682,327,71,15,2025-05-11
ST29,SKU03254,313,71,18,2025-07-01
ST03,SKU04019,454,95,19,2025-05-16
ST15,SKU03090,287,81,36,2025-08-14
ST01,SKU03192,387,87,22,2025-08-23
ST08,SKU01919,254,77,33,2025-05-09
ST27,SKU04147,179,34,12,2025-07-11
ST11,SKU01170,0,94,21,2025-09-28
ST09,SKU02558,210,36,15,2025-06-07
ST17,SKU02907,365,70,34,2025-08-07
ST22,SKU03251,89,23,10,2025-05-14
ST20,SKU02387,328,62,13,2025-07-06
ST25,SKU00516,423,83,23,2025-07-21
ST18,SKU03546,0,92,43,2025-08-06
ST11,SKU02567,151,50,14,2025-06-24
ST23,SKU03624,306,88,31,2025-05-14
ST28,SKU03968,384,84,42,2025-07-22
ST04,SKU01396,383,86,27,2025-05-07
ST02,SKU00532,451,77,37,2025-08-02
ST19,SKU04902,256,67,19,2025-08-13
ST24,SKU03031,363,88,20,2025-06-24
ST29,SKU03375,114,35,7,2025-06-18
ST03,SKU04140,0,59,21,2025-10-07
ST18,SKU02728,485,90,20,2025-07-26
ST03,SKU01696,301,86,36,2025-05-23
ST09,SKU04894,78,25,11,2025-08-09
ST14,SKU01037,0,95,38,2025-09-30
ST28,SKU00935,83,23,7,2025-07-31
ST05,SKU01971,432,83,26,2025-08-03
ST17,SKU01042,162,43,20,2025-05-08
ST15,SKU02164,174,33,11,2025-05-15
ST20,SKU02279,320,92,24,2025-07-07
ST13,SKU01337,139,38,10,2025-06-29
ST14,SKU02205,352,92,24,2025-06-23
ST14,SKU04191,0,62,18,2025-09-18
ST28,SKU01874,151,39,13,2025-05-12
ST02,SKU04854,252,59,25,2025-08-16
ST26,SKU04016,0,34,12,2025-08-16
ST07,SKU02983,0,75,18,2025-08-25
ST24,SKU03152,188,40,11,2025-06-22
ST10,SKU03254,193,43,20,2025-07-12
ST17,SKU01981,276,53,20,2025-07-25
ST03,SKU04032,0,78,28,2025-08-12
ST13,SKU04491,427,84,38,2025-06-05
ST11,SKU03627,401,82,35,2025-06-08
ST06,SKU01068,108,21,9,2025-08-24
ST14,SKU00929,0,80,22,2025-08-11
ST02,SKU03807,309,62,17,2025-05-12
ST29,SKU02449,0,69,16,2025-08-05
ST22,SKU03493,314,54,17,2025-06-27
ST01,SKU02387,351,83,33,2025-06-08
ST27,SKU01356,550,92,23,2025-06-21
ST30,SKU03088,0,87,29,2025-10-07
ST23,SKU01880,423,93,19,2025-07-28
ST04,SKU03624,131,26,12,2025-05-06
ST09,SKU03968,126,24,8,2025-05-08
ST05,SKU03031,337,58,22,2025-06-01
ST10,SKU03375,282,85,38,2025-05-10
ST03,SKU04153,187,33,10,2025-08-04
ST13,SKU04612,176,33,9,2025-06-27
ST15,SKU01009,0,98,21,2025-09-19
ST06,SKU03633,0,26,11,2025-08-08
ST09,SKU03150,230,42,14,2025-06-25
ST09,SKU00935,218,38,9,2025-06-29
ST21,SKU02221,93,26,6,2025-08-06
ST16,SKU03863,299,64,15,2025-06-16
ST26,SKU01104,361,75,30,2025-07-19
ST26,SKU03090,420,90,40,2025-06-15
ST07,SKU02057,230,46,18,2025-05-23
ST24,SKU04212,387,92,19,2025-08-26
ST29,SKU00355,143,30,10,2025-09-01
ST20,SKU00535,74,20,5,2025-09-02
ST01,SKU02279,293,66,33,2025-06-24
ST16,SKU00830,0,56,13,2025-09-25
ST21,SKU01174,188,32,11,2025-06-01
ST05,SKU03152,221,43,12,2025-08-03
ST17,SKU00237,138,32,8,2025-08-06
ST22,SKU02567,319,98,43,2025-08-08
ST13,SKU02747,0,42,12,2025-09-15
ST13,SKU00532,260,57,20,2025-05-21
ST04,SKU04913,0,50,10,2025-08-04
ST06,SKU01310,349,76,21,2025-07-20
ST23,SKU00954,423,100,24,2025-08-13
ST21,SKU00127,229,71,22,2025-07-27
ST28,SKU03284,91,28,9,2025-07-24
ST26,SKU00996,0,78,19,2025-08-22
ST06,SKU04693,96,22,6,2025-07-30
ST11,SKU02822,431,98,42,2025-07-16
ST14,SKU04554,299,78,22,2025-06-03
ST06,SKU00263,0,60,14,2025-09-13
ST26,SKU02164,373,76,20,2025-06-13
ST25,SKU04154,0,83,31,2025-09-20
ST27,SKU00551,103,22,7,2025-07-30
ST25,SKU01939,144,26,6,2025-08-03
ST18,SKU02983,0,70,16,2025-09-03
ST13,SKU02639,174,58,17,2025-05-16
ST16,SKU04334,459,89,41,2025-06-22
ST11,SKU01775,0,85,26,2025-08-10
ST10,SKU02570,112,24,9,2025-08-28
ST05,SKU04212,278,47,20,2025-06-12
ST12,SKU00953,0,78,27,2025-09-18
ST22,SKU03627,155,49,24,2025-05-25
ST24,SKU00024,398,96,28,2025-08-29
ST10,SKU00355,214,49,10,2025-06-30
ST01,SKU00535,374,90,25,2025-06-04
ST13,SKU01592,145,38,15,2025-08-25
ST16,SKU03058,169,42,15,2025-05-20
ST28,SKU02129,158,28,12,2025-08-16
ST19,SKU03292,0,73,31,2025-08-08
ST07,SKU01023,94,30,13,2025-08-25
ST22,SKU02580,146,39,10,2025-08-30
ST20,SKU03931,424,98,25,2025-06-14
ST13,SKU00774,0,86,38,2025-10-03
ST04,SKU00954,216,41,15,2025-07-22
ST09,SKU03284,213,62,27,2025-06-20
ST02,SKU04062,137,28,12,2025-05-18
ST17,SKU03633,0,70,14,2025-08-24
ST29,SKU04919,213,43,12,2025-06-10
ST22,SKU01762,138,45,22,2025-07-02
ST29,SKU04690,283,67,32,2025-09-01
ST25,SKU02999,257,83,33,2025-08-01
ST18,SKU02057,296,92,31,2025-08-11
ST06,SKU04706,116,32,12,2025-08-14
ST09,SKU00251,574,100,44,2025-08-08
ST21,SKU03523,379,78,21,2025-05-19
ST28,SKU00264,0,42,20,2025-08-17
ST16,SKU03179,445,77,18,2025-07-14
ST26,SKU04392,136,41,20,2025-07-20
ST12,SKU04228,186,32,12,2025-09-01
ST17,SKU00371,146,29,9,2025-09-02
ST05,SKU03286,184,52,11,2025-09-02
ST08,SKU00551,294,96,37,2025-07-31
ST20,SKU03823,365,85,41,2025-05-16
ST04,SKU01075,164,37,16,2025-05-26
ST14,SKU03749,297,84,23,2025-08-22
ST26,SKU03574,230,48,21,2025-08-21
ST07,SKU02541,481,94,39,2025-07-11
ST19,SKU04352,443,82,16,2025-07-07
ST17,SKU01310,320,96,24,2025-06-15
ST20,SKU03005,283,48,20,2025-06-01
ST28,SKU00385,308,94,43,2025-07-25
ST22,SKU02822,298,59,20,2025-07-18
ST03,SKU02543,0,76,33,2025-08-20
ST01,SKU03931,175,57,22,2025-06-26
ST03,SKU00328,0,36,10,2025-08-08
ST25,SKU02302,158,48,13,2025-05-06
ST16,SKU04468,72,20,6,2025-08-13
ST16,SKU02253,565,97,44,2025-07-14
ST10,SKU04919,448,79,23,2025-08-13
ST29,SKU02946,366,100,45,2025-05-10
ST15,SKU04768,93,22,8,2025-08-15
ST30,SKU01370,0,87,31,2025-09-01
ST04,SKU04350,0,32,11,2025-08-24
ST20,SKU00682,250,64,15,2025-08-28
ST28,SKU00506,0,72,15,2025-08-31
ST09,SKU00264,0,65,28,2025-08-29
